transcript_stable_ID,Count...1,Count...2,Count...3,Count...4,Count...5
F22B7.7,15,80,98,79,34
F22B7.9,60,164,220,306,256
F22B8.1,1,19,16,27,4
F22B8.3,0,0,0,0,0
F22B8.5,117,267,361,204,63
F22B8.6,646,730,859,826,263
F22B8.7,928,1852,1713,1657,1151
F22D3.1,886,1267,1032,403,1221
F22D3.2,384,788,490,202,419
F22D3.4,23,73,63,17,27
F22D3.5,3,19,15,4,3
F22D3.6,62,134,119,69,68
F22D6.1,43,97,166,183,66
F22D6.10,0,5,5,6,3
F22D6.11,0,14,14,17,5
F22D6.12,34,73,64,70,52
F22D6.15,25,42,98,127,43
F22D6.2,780,1177,805,170,884
F22D6.3,1490,2472,1854,1302,1761
F22D6.4,1845,3125,2327,2540,2820
F22D6.5,1509,3041,3159,2082,2823
F22D6.6,495,962,929,528,679
F22D6.8,111,213,161,218,154
F22D6.9,241,565,456,654,525
F22E10.1,1,32,17,43,13
F22E10.2,23,35,21,16,581
F22E10.3,13,15,22,14,11
F22E10.5,39,39,20,10,22
F22E12.1,169,330,321,239,162
F22E12.2,33,142,101,37,51
F22E12.3,9,57,31,32,24
F22E12.4,119,234,207,194,190
F22E5.1,3,4,19,10,9
F22E5.11,2,1,22,18,0
F22E5.12,4,6,0,2,1
F22E5.13,1,58,74,22,14
F22E5.16,1,4,7,6,7
F22E5.17,45,42,27,14,68
F22E5.2,13,14,9,3,14
F22E5.20,12,36,13,8,34
F22E5.21,3,13,15,9,10
F22E5.3,7,13,7,25,24
F22E5.4,0,0,0,2,0
F22E5.6,0,15,77,64,4
F22E5.7,1,25,39,38,10
F22E5.8,3,15,14,12,17
F22E5.9,214,266,290,433,458
F22F1.1,216,1159,1066,374,520
F22F1.2,8,2,7,19,5
F22F1.3,0,4,5,4,3
F22F4.1,0,10,36,12,2
F22F4.2,1238,2369,765,174,1716
F22F4.3,3,41,35,14,7
F22F4.4,28,28,31,31,44
F22F4.5,40,28,33,35,48
F22F7.1,538,378,292,349,462
F22F7.2,10,11,22,7,18
F22F7.3,0,1,8,6,0
F22F7.4,4,9,5,12,3
F22F7.5,39,102,53,40,79
F22F7.6,0,4,8,0,0
F22F7.7,60,157,63,13,57
F22F7.8,6,33,31,48,5
F22G12.1,92,1646,2064,770,212
F22G12.3,9,1,12,6,5
F22G12.4,974,2041,1568,868,2064
F22G12.5,788,1026,735,516,1018
F22G12.7,1,20,5,6,1
F22G12.8,5,1,15,19,3
F22H10.1,0,3,1,5,4
F22H10.2,453,779,1039,976,275
F22H10.3,1396,2617,3363,2689,1542
F22H10.4,1,11,9,9,13
F22H10.5,1,8,3,5,5
F22H10.6,36,41,25,44,94
F23A7.1,47,779,468,147,117
F23A7.3,10,29,56,23,10
F23A7.4,2860,6441,9353,16882,4749
F23A7.5,4,1,3,4,7
F23A7.8,4413,5767,5527,8729,5476
F23B12.1,1,8,36,19,1
F23B12.4,291,688,403,253,404
F23B12.5,1221,1261,941,697,1172
F23B12.6,759,980,801,667,869
F23B12.7,739,1512,1305,999,1050
F23B12.8,372,1143,703,220,552
F23B12.9,1,26,34,14,8
F23B2.10,3,228,210,56,10
F23B2.11,136,325,336,308,170
F23B2.12,191,125,76,17,347
F23B2.13,141,208,152,100,183
F23B2.3,0,7,13,5,5
F23B2.4,2,54,69,43,21
F23B2.5,64,96,222,135,131
F23B2.6,2576,2889,2565,3213,4476
F23B2.7,3,7,13,22,7
F23C8.1,1,0,0,2,0
F23C8.11,0,11,24,16,4
F23C8.12,5,15,3,0,6
F23C8.13,73,86,105,105,104
F23C8.3,18,99,58,56,47
F23C8.4,813,1138,843,1140,1465
F23C8.5,1398,1331,894,871,1392
F23C8.6,687,1894,1667,1185,1073
F23C8.7,4,28,24,20,14
F23C8.8,10,25,27,42,6
F23C8.9,301,412,380,319,548
F23D12.1,0,8,3,4,6
F23D12.10,34,98,77,25,53
F23D12.11,950,853,1673,2262,1614
F23D12.2,86,96,39,19,63
F23D12.3,15,20,28,10,8
F23D12.4,3,7,18,5,16
F23D12.5,58,120,75,24,71
F23D12.6,4,14,38,39,3
F23D12.7,152,220,334,220,180
F23D12.8,0,1,8,3,1
F23F1.1,685,944,738,521,1053
F23F1.10,625,989,909,1271,1664
F23F1.2,0,1,12,10,0
F23F12.10,7,23,30,11,16
F23F12.12,23,22,44,30,41
F23F12.13,4,3,3,2,7
F23F12.3,30,73,35,54,38
F23F12.4,3,5,12,9,3
F23F12.6,2444,2528,2252,2258,3210
F23F12.8,5,38,31,27,22
F23F12.9,159,591,451,102,957
F23F1.3,8,45,53,42,14
F23F1.4,70,287,176,158,118
F23F1.5,259,453,384,208,439
F23F1.6,48,208,331,505,189
F23F1.7,93,239,361,517,201
F23F1.8,2271,2189,1762,1623,2896
F23F1.9,94,201,195,137,133
F23G4.1,1,1,2,7,8
F23H11.1,110,174,183,151,208
F23H11.2,494,569,426,463,538
F23H11.3,991,938,721,778,1196
F23H11.4,379,725,740,572,579
F23H11.5,3455,4245,3097,2931,4065
F23H11.6,0,9,16,24,6
F23H11.7,27,40,74,67,18
F23H11.8,23,63,51,29,31
F23H11.9,274,311,265,382,418
F23H12.1,65,172,208,138,141
F23H12.2,457,614,347,296,650
F23H12.3,82,296,256,315,140
F23H12.4,321,2155,513,28,610
F23H12.5,3,16,18,16,10
F23H12.6,0,11,17,10,0
F23H12.7,3,9,22,45,14
F23H12.8,29,18,109,179,29
F23H12.9,94,159,281,507,52
F25A2.1,9,55,90,59,20
F25B3.1,708,642,523,331,816
F25B3.2,2,29,18,24,4
F25B3.3,6,12,29,29,5
F25B3.4,3,72,99,24,2
F25B3.5,10,152,179,44,27
F25B3.6,1876,3764,2316,1599,2762
F25B4.1,211,196,129,118,206
F25B4.2,114,210,117,38,120
F25B4.4,375,407,394,480,519
F25B4.5,487,865,527,302,661
F25B4.6,86,156,175,47,61
F25B4.7,229,277,330,255,291
F25B4.8,110,128,174,80,118
F25B4.9,788,1654,1325,523,1338
F25B5.1,149,269,221,110,178
F25B5.2,369,402,234,147,431
F25B5.3,2101,2451,2202,1685,3547
F25B5.4,8988,16436,15661,9702,13952
F25B5.5,566,1069,966,1478,1172
F25B5.6,668,862,699,670,1035
F25B5.7,864,1809,1173,1405,1326
F25C8.2,17,49,31,23,51
F25C8.3,76,359,332,145,146
F25C8.4,97,223,281,201,170
F25C8.5,0,0,2,3,5
F25D1.1,2012,2662,1729,794,3059
F25D1.2,0,5,5,18,7
F25D1.3,0,0,0,3,0
F25D1.4,5,8,31,13,5
F25D1.5,7,2,11,11,8
F25D1.8,0,0,0,0,0
F25D7.1,593,767,539,566,874
F25D7.2,388,342,352,203,454
F25D7.3,114,190,113,79,99
F25D7.4,1261,1006,640,579,1540
F25D7.5,0,1,31,47,1
F25E2.1,4,15,14,18,11
F25E2.2,751,1221,1663,2271,1237
F25E2.3,39,48,52,55,30
F25E2.4,166,373,248,119,105
F25E2.5,263,676,514,232,418
F25E5.1,120,256,193,139,146
F25E5.10,2,14,6,7,4
F25E5.12,0,1,0,3,0
F25E5.13,0,1,1,4,0
F25E5.14,1,1,1,4,0
F25E5.16,8,30,20,19,19
F25E5.2,17,45,54,86,17
F25E5.3,1,17,35,30,5
F25E5.4,18,109,95,45,43
F25E5.5,26,90,69,107,59
F25E5.6,29,78,56,44,35
F25E5.7,6,43,38,4,3
F25E5.8,135,82,102,123,101
F25E5.9,0,0,0,2,0
F25F2.1,16,19,24,38,16
F25F2.2,1511,4945,2838,679,1788
F25F6.1,2,0,5,10,5
F25F8.1,92,530,424,146,110
F25F8.2,18,63,88,46,16
F25G6.1,136,262,186,34,81
F25G6.2,311,440,300,257,329
F25G6.3,15,40,29,25,20
F25G6.4,26,40,44,63,26
F25G6.5,0,1,0,9,0
F25G6.6,2,8,1,27,5
F25G6.7,0,7,49,25,0
F25G6.8,383,493,356,259,741
F25G6.9,2116,1647,1523,1131,2738
F25H2.1,173,596,853,335,288
F25H2.10,33467,57962,64196,129618,53524
F25H2.11,12418,23112,26802,33333,21634
F25H2.12,431,666,701,1018,566
F25H2.13,465,573,424,504,718
F25H2.2,62,197,188,59,75
F25H2.3,0,3,3,0,2
F25H2.4,1045,1797,1297,1753,2050
F25H2.5,25318,23064,18790,23545,34322
F25H2.6,379,394,311,233,429
F25H2.7,26,25,33,5,25
F25H2.8,648,710,464,230,890
F25H2.9,1830,2409,1978,2221,2522
F25H5.1,144,224,124,88,90
F25H5.10,29,106,77,75,90
F25H5.2,5,6,7,19,3
F25H5.3,1233,1164,1041,388,1180
F25H5.4,4442,8455,9536,6221,5372
F25H5.5,525,847,517,272,623
F25H5.6,63,113,104,40,119
F25H5.7,21,34,41,19,12
F25H5.8,135,601,439,350,197
F25H8.1,562,758,655,573,899
F25H8.2,960,1095,757,758,1417
F25H8.3,37,145,81,33,29
F25H8.5,44,154,167,189,68
F25H8.6,12,29,32,4,35
F25H8.7,0,11,21,8,6
F25H9.1,0,3,5,3,1
F25H9.2,30,78,46,23,53
F25H9.3,0,5,5,5,1
F25H9.4,35,79,66,49,58
F25H9.5,867,1520,1242,554,1188
F25H9.6,200,308,178,211,413
F25H9.7,435,694,475,662,747
F26A10.1,8,141,103,17,21
F26A10.2,173,1012,739,303,157
F26A1.1,614,746,729,647,1173
F26A1.10,25,3,6,31,3
F26A1.11,0,0,1,7,0
F26A1.12,10,15,17,7,14
F26A1.13,62,49,54,12,26
F26A1.14,12,29,13,14,16
F26A1.15,5,16,20,17,6
F26A1.2,4,6,0,3,4
F26A1.3,6,7,5,16,1
F26A1.4,3,0,12,10,0
F26A1.6,0,9,4,10,13
F26A1.7,0,1,3,0,0
F26A1.8,4,24,8,10,9
F26A1.9,2,6,9,4,3
F26A3.1,125,710,826,326,274
F26A3.2,160,282,257,200,210
F26A3.3,495,449,280,269,563
F26A3.4,73,73,85,46,69
F26A3.5,1,0,2,4,1
F26A3.6,3,71,82,17,19
F26A3.7,128,161,117,116,180
F26A3.8,226,355,197,137,283
F26B1.1,10,31,37,0,9
F26B1.2,459,284,146,119,280
F26B1.3,2380,1919,1225,1035,3230
F26B1.4,6,0,16,16,0
F26B1.5,0,2,3,6,0
F26B1.6,0,0,3,2,0
F26B1.7,42,211,205,97,60
F26B1.8,50,1,7,9,1
F26C11.1,2,5,9,12,21
F26C11.2,2,4,11,11,6
F26C11.3,0,4,28,18,0
F26C11.4,0,0,0,1,0
F26D10.10,2775,2009,1219,1064,3031
F26D10.11,2,19,53,19,8
F26D10.12,1106,3589,1246,200,1999
F26D10.13,0,0,4,3,0
F26D10.3,36793,65725,97567,57600,48959
F26D10.8,0,4,5,9,0
F26D10.9,227,1511,1641,1021,426
F26D11.1,210,364,450,541,333
F26D11.10,3,8,17,20,7
F26D11.11,226,628,353,56,180
F26D11.12,47,767,1077,673,222
F26D11.13,0,83,111,37,6
F26D11.2,1,35,32,12,2
F26D11.4,0,1,5,5,0
F26D11.5,0,10,8,4,0
F26D11.6,17,124,89,109,35
F26D11.9,0,0,7,2,0
F26D12.1,250,793,620,186,253
F26D2.1,0,2,4,6,0
F26D2.10,5,10,22,30,2
F26D2.11,0,1,2,8,0
F26D2.12,0,0,0,1,0
F26D2.13,0,0,7,0,0
F26D2.14,0,0,0,0,3
F26D2.15,1,34,19,4,16
F26D2.16,4,8,4,0,9
F26D2.2,1086,2779,2127,2067,2105
F26D2.3,4,3,5,5,5
F26D2.4,0,13,4,5,1
F26D2.7,0,0,2,0,1
F26D2.9,0,3,11,6,5
F26E4.1,503,513,403,195,557
F26E4.10,1147,1198,1076,970,1783
F26E4.11,802,703,468,205,862
F26E4.12,184,309,312,374,348
F26E4.2,94,410,382,345,156
F26E4.3,64,202,168,105,120
F26E4.4,407,549,473,357,560
F26E4.5,4,17,6,12,9
F26E4.6,5004,6628,5246,7223,7393
F26E4.7,81,251,182,83,82
F26E4.8,6773,13997,10884,6172,9361
F26E4.9,2653,3693,3108,2903,4009
F26F12.1,22601,16682,9610,7141,20678
F26F12.2,0,6,16,13,0
F26F12.3,554,1963,1317,188,673
F26F12.4,0,2,7,0,2
F26F12.5,9,19,19,16,3
F26F12.6,1,10,12,20,10
F26F12.7,2623,5749,3565,1409,3590
F26F12.8,6,8,28,36,14
F26F2.1,1,369,239,82,38
F26F2.10,0,0,0,2,0
F26F2.11,0,0,0,1,0
F26F2.13,0,20,81,22,3
F26F2.2,0,53,57,32,8
F26F2.3,4,219,241,83,24
F26F2.4,0,177,135,24,13
F26F2.5,0,74,46,11,4
F26F2.6,0,3,1,6,1
F26F2.7,140,172,89,46,132
F26F2.8,31,121,102,37,37
F26F2.9,0,53,57,32,8
F26F4.1,209,227,145,109,270
F26F4.10,406,795,664,405,632
F26F4.11,534,857,822,678,940
F26F4.12,378,620,516,858,705
F26F4.13,462,879,582,530,750
F26F4.2,16,7,5,21,1
F26F4.3,78,351,500,288,185
F26F4.4,652,1017,680,371,931
F26F4.5,211,263,182,83,250
F26F4.6,226,622,398,134,432
F26F4.7,376,688,558,182,407
F26F4.8,202,442,345,270,269
F26F4.9,122,159,187,143,254
F26G1.1,319,410,299,254,399
F26G1.10,0,3,3,3,0
F26G1.11,10,16,7,0,9
F26G1.2,33,74,117,112,59
F26G1.3,1,81,101,12,2
F26G1.4,155,283,190,243,338
F26G1.5,59,49,85,29,44
F26G1.6,12,25,40,37,13
F26G1.7,51,0,0,21,0
F26G1.9,1,2,3,0,0
F26G5.1,710,517,439,603,1113
F26G5.10,0,0,0,1,0
F26G5.12,2,1,4,2,5
F26G5.2,0,0,9,3,0
F26G5.4,0,0,2,3,0
F26G5.5,2,4,2,1,4
F26G5.9,498,964,729,634,657
F26H11.1,159,159,146,88,164
F26H11.2,2712,7477,7415,4643,4349
F26H11.4,18,20,46,28,28
F26H11.5,79,177,129,80,129
F26H11.6,149,328,186,169,260
F26H11.8,0,6,5,5,2
F26H9.1,1419,1551,1511,1685,3256
F26H9.2,446,639,410,203,503
F26H9.4,74,96,117,107,125
F26H9.5,749,935,829,795,1353
F26H9.6,1732,3608,3426,2197,2877
F26H9.7,165,264,269,153,239
F26H9.8,0,9,26,15,2
F27B10.1,20,48,38,15,21
F27B3.2,3,1,4,0,0
F27B3.5,337,508,390,210,449
F27B3.6,6,2,6,4,9
F27B3.7,26,82,26,36,34
F27B3.8,0,0,0,0,0
F27C1.1,41,0,3,47,0
F27C1.11,3,12,25,22,18
F27C1.13,0,0,5,4,0
F27C1.2,157,389,297,121,271
F27C1.3,1,2,6,1,0
F27C1.4,52,172,82,82,95
F27C1.6,452,686,496,315,492
F27C1.7,2824,3299,2227,1395,3016
F27C1.8,36,3,3,31,0
F27C8.1,13,47,29,21,26
F27C8.2,4,8,12,7,0
F27C8.3,0,0,0,1,0
F27C8.4,663,736,960,644,519
F27C8.5,5,5,5,17,1
F27C8.6,957,851,723,841,1545
F27D4.1,516,452,296,235,555
F27D4.2,757,979,683,297,954
F27D4.4,832,1101,1046,699,1042
F27D4.5,283,198,191,144,253
F27D4.6,86,331,192,130,147
F27D4.7,96,177,102,77,130
F27D4.8,346,312,314,413,544
F27D9.1,155,318,251,124,182
F27D9.12,3,2,0,7,9
F27D9.2,10,73,120,73,20
F27D9.3,0,2,1,3,0
F27D9.4,1,1,13,15,0
F27D9.5,1416,3438,1687,576,2211
F27D9.6,346,1419,816,634,686
F27D9.7,6,134,102,96,47
F27D9.8,12,294,309,56,32
F27E11.1,9,13,22,34,13
F27E11.2,7,17,8,1,7
F27E11.3,61,207,146,53,65
F27E5.1,61,117,119,93,92
F27E5.2,22,48,12,9,9
F27E5.3,4,3,2,7,0
F27E5.4,3,101,115,52,4
F27E5.5,3,4,3,6,0
F27E5.7,16,66,61,168,26
F27E5.8,0,0,4,1,0
F27E5.9,23,90,144,48,40
F28A10.1,3,0,0,0,0
F28A10.10,0,0,0,0,0
F28A10.2,0,2,2,0,0
F28A10.3,1,3,6,10,0
F28A10.4,0,5,2,1,0
F28A10.5,0,0,0,3,0
F28A10.6,378,509,408,264,241
F28A10.7,0,3,1,2,0
F28A10.8,0,0,4,0,1
F28A10.9,0,0,11,2,0
F28A12.1,0,6,9,29,6
F28A12.2,0,6,15,2,7
F28A12.3,6,7,10,15,13
F28A12.4,2471,1036,1014,569,2145
F28B1.1,0,0,6,3,0
F28B1.2,0,2,4,12,0
F28B12.1,27,99,132,161,24
F28B12.2,304,666,462,81,313
F28B12.3,727,1147,655,223,881
F28B12.6,2,26,31,12,8
F28B1.3,0,0,1,1,0
F28B1.4,0,0,0,4,0
F28B1.5,0,1,5,3,0
F28B1.6,0,0,0,0,0
F28B1.8,0,1,0,3,0
F28B1.9,0,0,4,0,0
F28B3.1,521,901,574,176,449
F28B3.10,88,145,87,37,54
F28B3.4,131,256,205,156,229
F28B3.5,331,371,245,135,529
F28B3.6,309,526,357,228,529
F28B3.7,1421,2459,1402,570,1832
F28B3.8,523,637,558,281,528
F28B3.9,72,89,42,50,55
F28B4.1,0,1,1,0,0
F28B4.2,35,150,90,56,69
F28B4.3,8420,10704,11131,5570,16515
F28B4.4,28,79,39,13,26
F28C10.1,0,52,32,16,3
F28C10.3,59,265,282,161,46
F28C10.4,0,4,10,4,0
F28C1.1,365,543,497,438,599
F28C1.2,100,116,121,181,199
F28C12.1,0,4,12,4,6
F28C12.2,0,2,0,4,0
F28C12.4,0,2,6,1,3
F28C12.5,0,1,1,1,3
F28C12.7,1,1,6,4,0
F28C1.3,131,190,154,65,124
F28C6.1,38,20,10,9,28
F28C6.10,16,20,14,27,53
F28C6.2,154,110,99,93,197
F28C6.3,221,253,229,169,331
F28C6.4,178,131,120,88,202
F28C6.5,24,18,13,21,9
F28C6.6,1017,2242,1471,771,1498
F28C6.7,3312,3766,4150,4446,3652
F28C6.8,968,1319,1181,1543,1276
F28C6.9,2,3,4,4,1
F28D1.1,465,880,559,415,617
F28D1.10,146,262,117,70,178
F28D1.11,132,407,341,256,287
F28D1.2,4389,21994,10290,2976,10576
F28D1.3,10,83,128,396,13
F28D1.4,0,1,0,3,0
F28D1.5,736,1587,2647,6171,1680
F28D1.6,7,14,24,77,10
F28D1.7,8300,10432,11401,12453,11125
F28D1.8,1,9,13,11,4
F28D1.9,33,42,65,43,59
F28D9.1,386,663,514,259,732
F28D9.2,0,1,7,1,13
F28D9.4,52,82,45,18,57
F28E10.1,22,70,61,48,19
F28E10.2,24,127,130,112,50
F28E10.4,7,0,7,8,0
F28E10.5,3,21,14,29,12
F28F5.3,68,352,266,120,120
F28F5.4,9,80,99,77,19
F28F5.6,122,134,201,97,164
F28F8.1,24,46,43,60,22
F28F8.2,1341,607,973,566,681
F28F8.3,1034,2189,2065,2580,2268
F28F8.4,34,74,62,103,116
F28F8.5,528,1194,1187,1035,912
F28F8.6,180,207,178,127,279
F28F8.7,45,87,85,43,54
F28F8.8,5,8,13,23,18
F28F8.9,412,654,718,645,704
F28F9.1,3,52,60,31,5
F28F9.2,3,64,65,9,5
F28F9.3,13,46,68,44,27
F28F9.4,6,10,9,4,2
F28G4.1,9,51,46,26,37
F28G4.2,0,0,0,0,0
F28G4.3,0,3,0,2,0
F28G4.4,0,1,2,4,0
F28H1.1,97,176,258,45,118
F28H1.2,2588,3327,3195,2042,2515
F28H1.3,327,830,529,216,324
F28H1.4,107,253,328,303,118
F28H1.5,6,7,6,5,0
F28H6.1,58,173,152,53,63
F28H6.2,7,42,40,10,14
F28H6.3,0,10,13,0,1
F28H6.4,153,396,304,112,201
F28H6.6,132,243,181,125,131
F28H6.7,0,0,0,1,0
F28H6.8,6,66,82,31,32
F28H7.1,0,0,0,0,0
F28H7.10,2,9,7,8,2
F28H7.11,2,0,9,2,2
F28H7.2,0,0,5,0,1
F28H7.3,483,262,176,304,379
F28H7.4,2,2,7,8,13
F28H7.6,5,43,40,38,11
F28H7.7,5,11,16,9,9
F28H7.8,62,276,366,293,198
F28H7.9,3,1,14,7,5
F29A7.1,31,52,22,13,35
F29A7.2,33,97,38,25,67
F29A7.3,0,0,3,0,0
F29A7.4,1,23,32,16,8
F29A7.5,0,1,0,0,0
F29A7.6,217,419,347,424,405
F29A7.7,2,4,4,6,2
F29A7.8,0,4,6,9,2
F29B9.1,90,186,115,75,114
F29B9.10,69,96,100,97,67
F29B9.11,1559,1607,1358,1115,1833
F29B9.12,3,5,14,8,4
F29B9.2,563,1649,976,368,628
F29B9.4,232,238,210,202,174
F29B9.5,1683,2212,2794,2816,2615
F29B9.6,460,450,252,105,399
F29B9.7,11,11,46,21,14
F29B9.8,41,115,76,69,53
F29B9.9,52,95,81,113,85
F29C12.1,89,286,256,180,82
F29C12.3,438,459,476,238,604
F29C12.4,668,1396,1189,847,1026
F29C12.5,3,16,6,7,9
F29C12.6,0,10,1,11,1
F29C4.1,34,86,65,40,33
F29C4.2,2907,3317,2464,2364,3752
F29C4.4,0,1,4,0,0
F29C4.5,5,1,2,0,0
F29C4.6,577,929,924,676,818
F29C4.7,126,228,166,114,197
F29C4.8,43,63,50,11,56
F29C6.1,213,280,500,332,240
F29D10.1,1,13,11,18,6
F29D10.2,0,3,2,8,7
F29D10.3,0,5,7,7,8
F29D10.4,1037,1768,1856,1109,1433
F29D11.1,503,3468,3205,750,659
F29D11.2,1223,1826,1202,613,1660
F29F11.1,1468,1242,898,1062,1912
F29F11.2,2,1,9,8,10
F29F11.20,0,3,5,0,6
F29F11.3,109,217,185,210,207
F29F11.4,15,19,26,17,16
F29F11.5,6,35,28,2,7
F29F11.6,1081,1746,1091,329,997
F29G6.1,4,32,26,32,12
F29G6.2,16,97,74,53,69
F29G6.3,1728,1757,1748,884,1964
F29G9.1,15,31,20,29,13
F29G9.2,285,305,222,212,454
F29G9.3,337,595,476,359,504
F29G9.4,271,1135,1565,943,457
F29G9.5,1628,1561,1525,1372,2322
F29G9.6,14,65,21,25,33
F29G9.7,23,26,18,17,16
F30A10.1,39,81,82,65,57
F30A10.10,1286,1750,1189,725,1557
F30A10.11,5,3,9,9,1
F30A10.12,6,0,0,11,5
F30A10.13,210,727,1281,1454,851
F30A10.14,94,216,359,365,227
F30A10.15,4,9,16,5,20
F30A10.2,0,3,10,4,1
F30A10.3,376,446,419,196,639
F30A10.4,0,2,4,7,1
F30A10.5,584,774,713,621,1048
F30A10.6,1550,2849,2185,1630,2448
F30A10.8,460,2238,2706,1760,897
F30A10.9,224,1288,1017,206,510
F30B5.1,56,17,10,10,5
F30B5.4,127,107,70,89,183
F30B5.6,0,1,0,0,5
F30B5.7,11,33,49,67,17
F30B5.8,0,0,0,0,0
F30F8.1,295,218,146,138,336
F30F8.10,69,109,61,52,71
F30F8.2,24,26,15,15,16
F30F8.3,456,475,278,189,868
F30F8.5,118,188,319,423,267
F30F8.8,721,984,925,865,1077
F30F8.9,51,46,68,40,47
F30H5.1,144,167,99,55,120
F30H5.2,1,39,4,0,5
F30H5.3,4,190,214,48,16
F30H5.5,1,2,2,4,0
F31A3.1,1,0,1,2,5
F31A3.2,2,1,2,0,0
F31A3.3,0,0,1,5,2
F31A3.4,1,1,2,2,3
F31A3.5,110,158,75,89,55
F31A9.1,0,16,12,4,2
F31A9.2,2,4,6,2,4
F31A9.3,0,7,3,4,1
F31A9.4,5,0,4,6,6
F31B12.1,113,433,420,113,136
F31B12.3,24,310,275,72,78
F31B12.4,0,3,8,3,10
F31B9.1,0,5,0,10,0
F31B9.2,0,0,2,3,0
F31B9.3,35,26,38,6,39
F31B9.4,0,1,8,0,0
F31C3.1,3198,7894,5692,4463,5111
F31C3.2,472,569,490,403,610
F31C3.3,692,1029,604,222,641
F31C3.4,122,173,85,50,173
F31C3.5,697,790,586,667,1262
F31C3.6,20,55,74,39,33
F31D4.1,426,1833,1630,871,773
F31D4.2,244,370,280,49,191
F31D4.3,1673,2794,3116,1525,2080
F31D4.4,50,138,243,458,109
F31D4.5,9,119,118,72,51
F31D4.6,0,0,5,5,5
F31D4.7,3,18,27,17,7
F31D4.8,10,49,86,64,32
F31D4.9,2565,3052,2206,1892,2859
F31D5.1,12,14,12,35,14
F31D5.2,35,54,41,63,55
F31D5.3,391,752,944,482,508
F31D5.4,67,87,81,33,63
F31D5.5,51,109,107,37,52
F31D5.6,40,208,80,13,89
F31D5.7,7,31,22,13,14
F31E3.1,224,705,460,146,249
F31E3.12,15,64,29,10,25
F31E3.2,20,55,69,45,21
F31E3.3,882,1052,1011,1005,1400
F31E3.4,389,649,447,196,450
F31E3.5,38584,50751,45630,37312,48632
F31E3.6,696,2376,2583,2101,1544
F31E8.1,2,6,8,2,1
F31E8.2,47,58,86,184,64
F31E8.3,8,42,30,33,29
F31E8.4,74,95,48,19,41
F31E8.5,11,7,10,19,0
F31E9.2,0,0,2,3,0
F31E9.3,1,1,5,20,9
F31E9.4,6,2,1,3,6
F31E9.5,0,0,0,0,0
F31E9.6,21,46,33,35,49
F31F4.1,1,2,2,4,2
F31F4.11,0,4,4,4,1
F31F4.12,35,153,148,139,66
F31F4.13,0,0,0,8,0
F31F4.14,2,1,0,1,0
F31F4.15,250,150,107,68,168
F31F4.16,1,1,8,5,0
F31F4.17,1,2,0,2,1
F31F4.18,0,0,0,0,0
F31F4.2,0,1,4,7,0
F31F4.3,0,2,0,0,0
F31F4.4,0,0,0,1,0
F31F4.6,0,2,0,3,0
F31F4.7,0,1,5,3,0
F31F4.8,0,0,2,6,2
F31F4.9,0,1,4,8,0
F31F6.1,169,102,71,29,153
F31F6.2,46,33,15,3,33
F31F6.3,54,48,24,7,64
F31F6.4,7,9,26,30,19
F31F6.5,5,24,31,31,5
F31F6.6,73,861,448,155,161
F31F6.7,0,1,5,12,0
F31F6.8,0,39,82,31,8
F31F7.1,164,271,496,1032,90
F31F7.2,13,41,55,64,28
F31F7.3,0,4,3,7,1
F32A11.1,100,132,63,42,90
F32A11.2,92,91,59,61,117
F32A11.3,23,5,6,13,7
F32A11.6,26,41,42,43,24
F32A11.7,5,8,14,10,2
F32A5.1,204,335,217,120,267
F32A5.2,360,422,332,247,300
F32A5.3,75,11,21,12,45
F32A5.4,171,377,706,1226,332
F32A5.5,74,42,50,84,72
F32A5.6,178,439,585,615,360
F32A5.7,299,503,277,262,475
F32A5.8,68,183,142,38,100
F32A6.2,3,36,24,4,9
F32A6.3,74,151,98,34,60
F32A6.4,94,405,265,95,169
F32A6.5,1,6,10,11,5
F32A7.3,30,679,766,314,97
F32A7.4,359,459,394,363,511
F32A7.5,336,1067,817,345,381
F32A7.6,31,64,64,28,48
F32A7.7,12,17,31,17,25
F32A7.8,2,3367,4113,543,217
F32B4.1,2,4,3,6,2
F32B4.2,12,10,3,36,0
F32B4.4,387,880,999,578,632
F32B4.5,12,19,13,10,26
F32B4.6,0,1,9,1,2
F32B4.8,0,14,9,8,4
F32B5.1,344,227,106,49,195
F32B5.2,0,6,6,1,1
F32B5.3,0,0,1,2,0
F32B5.4,20,12,7,12,0
F32B5.6,27,86,112,21,52
F32B5.7,35,237,127,45,75
F32B5.8,2843,3714,3156,2110,2841
F32B6.1,51,117,109,55,53
F32B6.10,3,18,8,1,4
F32B6.2,1123,935,754,494,1053
F32B6.3,245,386,383,324,434
F32B6.4,15,2,0,12,4
F32B6.5,127,0,0,31,0
F32B6.6,106,0,0,32,0
F32B6.7,2,1,0,2,0
F32B6.8,321,347,245,137,384
F32B6.9,52,144,79,75,72
F32D1.1,26,81,79,49,57
F32D1.10,1317,1504,827,711,1584
F32D1.11,11,22,28,33,9
F32D1.2,3117,3790,2946,3873,4370
F32D1.3,12,80,71,29,12
F32D1.4,2,5,30,6,8
F32D1.5,2656,2528,1762,969,2569
F32D1.6,319,193,122,62,320
F32D1.7,1574,1397,755,509,2147
F32D1.8,5,16,32,17,8
F32D1.9,508,696,543,298,657
F32D8.1,0,3,8,4,0
F32D8.10,14,15,26,45,8
