transcript_stable_ID,Count...1,Count...2,Count...3,Count...4,Count...5
W03D2.1,94,211,363,364,154
W03D2.10,0,0,3,7,1
W03D2.11,1,5,1,7,4
W03D2.2,5,0,0,4,1
W03D2.4,2617,2877,1756,1322,3896
W03D2.5,66,234,189,142,120
W03D2.6,21,30,76,18,70
W03D2.7,2,26,19,36,5
W03D2.9,0,5,0,0,1
W03D8.1,6,3,11,6,0
W03D8.10,11,1,0,19,0
W03D8.11,4,1,0,0,1
W03D8.2,1,20,42,33,8
W03D8.3,1,3,16,20,0
W03D8.5,22,3,4,22,5
W03D8.6,148,634,542,233,182
W03D8.7,13,4,11,1,19
W03D8.8,30,35,33,13,27
W03D8.9,51,1,0,39,0
W03F11.1,785,3080,4714,7283,4032
W03F11.2,3,8,4,17,8
W03F11.3,6,2,2,4,1
W03F11.4,9,8,15,49,0
W03F11.5,8,13,9,13,18
W03F11.6,892,1965,1513,794,1464
W03F8.1,99,88,118,54,96
W03F8.2,3,1,7,3,4
W03F8.3,153,185,133,131,174
W03F8.4,527,631,385,234,623
W03F8.5,1024,4194,2060,350,1477
W03F8.6,5,5,8,3,4
W03F8.9,0,0,0,12,1
W03F9.1,225,381,405,548,369
W03F9.10,1486,2533,2976,2009,2295
W03F9.11,1,1,0,6,4
W03F9.2,172,257,254,372,376
W03F9.3,1,2,3,3,3
W03F9.4,137,123,70,32,228
W03F9.5,287,482,313,128,415
W03F9.6,1,6,2,19,0
W03F9.9,1,3,4,7,3
W03G1.1,0,9,2,18,3
W03G11.1,28790,28154,31720,56404,34339
W03G11.2,4,24,14,29,18
W03G11.3,42,228,234,303,162
W03G11.4,194,1217,720,97,258
W03G1.2,7,5,1,19,1
W03G1.5,0,10,19,20,16
W03G1.6,403,618,353,137,504
W03G1.7,10,5,3,3,6
W03G1.8,0,4,0,0,0
W03G9.1,193,612,453,357,265
W03G9.10,0,1,1,1,0
W03G9.2,299,326,261,373,364
W03G9.3,567,1443,1095,469,1073
W03G9.4,369,304,240,287,495
W03G9.5,4,4,7,9,0
W03G9.6,0,1,0,0,0
W03G9.7,0,14,22,13,8
W03G9.8,672,965,735,1077,1331
W03G9.9,2,13,17,18,6
W03H1.2,1,3,6,7,7
W03H9.1,3,18,8,2,7
W03H9.2,11,30,32,11,16
W03H9.4,604,977,731,530,996
W04A4.2,142,258,609,726,189
W04A4.3,0,0,0,0,0
W04A4.4,0,2,0,4,0
W04A4.5,185,247,203,165,232
W04A4.6,40,86,61,48,53
W04A8.1,347,747,425,204,499
W04A8.2,47,109,48,24,31
W04A8.3,24,55,10,20,26
W04A8.4,553,4241,3019,427,728
W04A8.5,25,30,27,6,35
W04A8.6,1042,1376,1076,487,1458
W04A8.7,790,1562,1293,533,1126
W04A8.9,0,0,0,0,0
W04B5.1,11,14,3,7,9
W04B5.2,18,97,64,69,40
W04B5.3,290,660,684,657,550
W04B5.4,257,375,366,165,284
W04B5.5,49,45,75,48,69
W04B5.6,0,9,10,5,6
W04C9.1,109,217,252,385,207
W04C9.2,245,287,237,332,315
W04C9.3,2,12,28,7,2
W04C9.4,661,1008,817,804,962
W04C9.5,3,16,2,11,5
W04C9.6,12,11,15,12,12
W04D12.1,0,7,9,10,2
W04D2.1,427,341,301,226,323
W04D2.2,0,3,3,3,1
W04D2.3,33,47,23,38,32
W04D2.4,908,1029,812,522,1273
W04D2.5,93,409,303,145,211
W04D2.6,1518,2573,2590,1075,2684
W04E12.1,0,0,4,3,0
W04E12.2,27,19,13,1,22
W04E12.3,0,0,0,3,0
W04E12.4,1,0,0,1,0
W04E12.5,2,0,1,5,3
W04E12.6,168,79,43,49,99
W04E12.7,31,19,45,64,45
W04E12.8,971,1260,1167,533,1001
W04E12.9,0,15,5,0,0
W04G3.1,2,69,76,20,13
W04G3.10,0,7,7,0,1
W04G3.11,1,8,9,9,4
W04G3.12,0,14,39,10,0
W04G3.13,27,33,66,96,29
W04G3.2,6,30,37,2,18
W04G3.3,4,22,18,17,5
W04G3.4,3,9,9,18,6
W04G3.5,90,118,111,63,112
W04G3.6,36,50,52,28,46
W04G3.7,1,11,0,6,0
W04G3.8,436,1850,927,188,710
W04G5.10,1,19,14,7,1
W04G5.16,0,74,53,18,9
W04G5.2,3,55,26,69,7
W04G5.3,0,0,0,0,0
W04G5.4,2,2,7,5,1
W04G5.5,1,3,0,1,0
W04G5.6,0,4,8,4,1
W04G5.7,2,115,102,74,4
W04G5.8,0,105,58,36,10
W04G5.9,0,82,28,1,4
W04H10.1,8,15,0,3,1
W04H10.2,3,43,14,2,14
W04H10.3,55,164,113,87,82
W04H10.4,0,17,15,13,5
W04H10.5,18,145,52,4,49
W04H10.6,18,44,29,6,16
W05B10.1,339,374,217,307,608
W05B10.2,184,196,194,185,339
W05B10.3,0,2,1,7,0
W05B10.4,3,25,40,17,19
W05B10.5,0,6,2,4,0
W05B10.6,0,2,10,17,3
W05B2.1,13024,1432,563,217,2109
W05B2.2,4,50,38,8,16
W05B2.4,0,11,10,12,0
W05B2.5,21772,1245,440,114,1513
W05B2.6,11973,1235,503,199,1843
W05B2.7,4,16,17,13,1
W05B5.1,237,519,399,259,224
W05B5.2,1,4,3,6,3
W05B5.3,82,275,336,256,125
W05E10.1,57,32,58,59,64
W05E10.2,1,0,0,3,5
W05E10.3,72,168,108,32,74
W05E10.4,129,187,422,417,244
W05E10.5,1,15,13,1,7
W05E7.1,306,30,12,9,98
W05E7.2,0,5,0,3,0
W05E7.3,22,35,22,38,38
W05F2.2,112,223,178,99,194
W05F2.3,8436,6263,4158,5164,14630
W05F2.4,276,822,798,381,359
W05F2.5,26,15,7,16,18
W05F2.6,550,489,556,608,838
W05F2.7,53,56,66,55,32
W05F2.8,30,68,49,44,56
W05G11.2,39,150,350,305,88
W05G11.3,0,4,10,3,1
W05G11.4,0,3,7,1,2
W05G11.5,0,5,4,15,3
W05G11.6,2303,5601,3379,1984,4006
W05H12.1,37,182,189,98,43
W05H12.2,18,101,80,78,25
W05H12.4,0,0,0,0,0
W05H5.1,0,1,4,3,0
W05H5.2,0,1,5,0,0
W05H5.3,1,5,4,3,1
W05H5.4,1,2,3,12,3
W05H5.5,0,0,0,0,0
W05H5.6,0,0,5,0,0
W05H5.7,1,1,9,3,0
W05H5.8,0,0,0,0,0
W05H7.1,22,77,49,14,36
W05H7.2,5,6,5,7,7
W05H7.3,13,20,47,20,18
W05H7.4,583,1555,2026,1157,939
W05H9.1,1936,10241,9548,6773,5860
W05H9.2,118,186,194,97,131
W05H9.3,30,99,87,63,21
W05H9.4,275,524,277,96,305
W06A11.1,3,14,7,1,5
W06A11.2,17,20,34,12,23
W06A11.3,0,4,4,2,8
W06A11.4,5,9,22,16,14
W06A7.2,87,181,199,134,100
W06A7.3,2016,3675,2675,1031,2081
W06A7.4,255,583,595,684,413
W06A7.5,383,13,25,206,69
W06B11.1,15,156,166,47,21
W06B11.2,482,1068,657,264,624
W06B11.3,170,210,303,230,328
W06B11.4,3,6,17,10,1
W06B3.1,16,27,38,16,8
W06B3.2,131,425,481,248,137
W06B4.1,599,495,275,264,950
W06B4.2,352,594,457,421,512
W06B4.3,264,244,170,61,255
W06D11.1,30,59,50,12,57
W06D11.2,15,12,27,25,26
W06D11.3,194,101,73,64,300
W06D11.4,0,0,7,10,1
W06D11.5,0,1,1,1,0
W06D12.1,0,0,0,0,0
W06D12.2,69,83,95,101,94
W06D12.3,67,172,453,572,283
W06D12.4,0,0,0,0,0
W06D12.5,17,22,20,34,7
W06D12.6,0,0,0,2,0
W06D12.7,0,0,1,6,0
W06D4.1,934,3389,2411,1588,2372
W06D4.2,10,6,8,5,11
W06D4.3,2,3,4,4,0
W06D4.4,507,1733,1928,1053,834
W06D4.5,18,31,49,21,10
W06D4.6,107,79,35,44,91
W06E11.1,96,182,116,66,109
W06E11.2,42,67,70,56,53
W06E11.4,179,306,356,144,176
W06E11.5,14,20,10,14,5
W06F12.1,370,832,712,320,484
W06F12.2,86,382,475,171,85
W06F12.3,10,92,117,93,11
W06G6.1,10,8,6,1,0
W06G6.10,10,24,14,1,40
W06G6.11,0,0,0,2,7
W06G6.12,0,22,37,41,6
W06G6.13,0,0,0,0,0
W06G6.15,0,0,0,0,0
W06G6.17,2,6,6,1,19
W06G6.2,0,0,1,0,0
W06G6.20,19,23,41,10,66
W06G6.3,0,0,0,0,0
W06G6.6,0,5,0,5,0
W06G6.7,0,1,0,2,0
W06G6.8,0,0,0,1,1
W06G6.9,0,1,7,0,1
W06H12.1,237,575,374,164,291
W06H3.1,123,94,93,34,93
W06H3.2,562,994,929,685,779
W06H3.3,986,834,861,543,999
W06H8.1,1357,2929,2702,2198,1560
W06H8.2,8,78,94,44,62
W06H8.4,0,1,12,10,0
W06H8.6,270,894,602,240,207
W06H8.7,0,1,3,8,0
W06H8.8,5145,9464,13516,4546,3896
W07A12.4,6,21,20,34,40
W07A12.5,0,53,194,19,1
W07A12.6,8,70,25,18,28
W07A12.7,153,137,196,106,173
W07A12.8,5,4,5,20,6
W07A8.1,0,1,8,1,0
W07A8.2,454,663,658,472,581
W07A8.3,562,709,558,346,510
W07A8.5,5,22,43,19,14
W07B3.2,663,1446,1104,571,719
W07B8.1,42,41,42,31,23
W07B8.3,4,5,11,0,3
W07B8.4,0,1,9,16,0
W07B8.5,394,207,113,324,116
W07E11.1,685,2305,1602,596,887
W07E11.2,12,21,14,7,3
W07E11.3,5,11,7,4,9
W07E11.4,70,93,87,63,94
W07E6.1,432,742,475,307,336
W07E6.2,165,595,575,397,301
W07E6.3,7,23,69,45,16
W07E6.4,679,1102,931,982,890
W07E6.5,59,114,118,213,161
W07G1.1,0,0,0,5,0
W07G1.2,3,7,26,27,14
W07G1.3,11,27,13,12,14
W07G1.5,5,11,13,25,7
W07G1.6,4,15,11,12,10
W07G1.7,0,2,6,3,0
W07G4.1,0,3,7,1,0
W07G4.2,1,3,6,0,3
W07G4.3,1773,2356,1446,946,2012
W07G4.4,7758,10040,7906,4130,9529
W07G4.5,74,169,233,158,162
W07G4.6,22,24,43,84,13
W07G4.7,0,0,0,0,0
W07G4.8,0,0,3,1,0
W07G9.2,7,12,10,1,3
W08A12.1,289,525,194,76,265
W08A12.2,163,472,667,605,259
W08A12.3,18,79,33,4,41
W08A12.4,22,670,618,233,65
W08D2.1,0,11,12,12,3
W08D2.3,1,15,29,11,7
W08D2.4,4668,22657,18299,9845,20707
W08D2.5,391,466,344,219,437
W08D2.6,0,3,7,5,1
W08D2.7,850,1696,1340,919,1294
W08D2.8,3,1,0,12,0
W08E12.1,29,16,21,13,27
W08E12.2,0,11,15,5,2
W08E12.3,0,0,2,0,0
W08E12.4,0,18,20,2,1
W08E12.5,0,10,5,0,0
W08E12.6,7,7,7,12,11
W08E12.7,2150,1823,1063,476,2317
W08E12.8,1,2,2,5,3
W08E12.9,0,5,1,0,2
W08E3.1,919,915,629,280,1027
W08E3.2,535,1390,972,473,639
W08E3.3,451,953,604,241,517
W08E3.4,6,29,20,31,20
W08F4.1,0,3,2,3,0
W08F4.10,0,2,5,1,8
W08F4.11,314,1046,464,333,528
W08F4.12,4,6,11,0,9
W08F4.13,8,5,6,5,10
W08F4.2,6,3,0,4,10
W08F4.3,504,428,279,245,576
W08F4.5,16,44,40,22,20
W08F4.6,32,108,39,9,35
W08F4.7,5,3,7,8,11
W08F4.8,1486,2030,1789,1223,1863
W08F4.9,1,11,10,11,6
W08G11.1,0,1,3,5,0
W08G11.3,148,266,181,138,210
W08G11.4,265,330,229,95,212
W08G11.5,0,0,4,4,0
W09B12.1,10,74,79,17,24
W09B6.1,1285,2439,1500,746,1492
W09B6.2,513,601,446,622,897
W09B6.3,143,141,121,153,228
W09B6.4,287,492,418,580,432
W09B6.5,4,0,8,5,8
W09B7.1,2,13,11,16,20
W09B7.2,17,60,43,21,29
W09B7.3,0,4,21,15,0
W09C2.1,367,652,549,395,556
W09C2.10,1,1,0,2,0
W09C2.3,267,434,215,178,338
W09C2.7,9,15,14,28,11
W09C2.8,0,1,0,1,0
W09C2.9,0,0,1,0,0
W09C3.1,128,551,291,154,291
W09C3.2,6,4,13,2,1
W09C3.3,5,106,141,28,29
W09C3.4,111,158,108,125,200
W09C3.6,106,4,4,54,1
W09C3.7,342,563,1194,1486,509
W09C3.8,13,41,44,8,16
W09C5.1,898,5063,5064,2122,2131
W09C5.11,70,97,67,127,52
W09C5.12,6,7,8,0,6
W09C5.2,949,1329,1122,492,1575
W09C5.4,5,6,5,22,9
W09C5.5,155,453,418,371,268
W09C5.6,2625,2919,2988,3289,2937
W09C5.7,826,1121,835,973,1038
W09C5.8,1860,2206,1884,1434,2471
W09D10.1,385,499,403,215,390
W09D10.2,496,461,442,350,712
W09D10.3,339,352,230,342,347
W09D10.4,105,137,108,67,78
W09D10.5,120,208,186,146,115
W09D12.1,203,197,258,178,194
W09D12.2,0,0,0,3,0
W09D12.3,1,0,0,2,0
W09D6.1,253,473,472,459,458
W09D6.2,5,8,29,22,13
W09D6.3,0,1,0,6,0
W09D6.4,47,8,18,60,5
W09D6.5,122,360,216,64,133
W09D6.6,821,1031,677,424,1017
W09G10.1,4,5,10,6,1
W09G10.3,11,84,111,58,24
W09G10.4,545,911,857,630,767
W09G10.5,0,6,11,1,4
W09G10.6,9,6,20,22,7
W09G12.1,48,57,39,44,177
W09G12.10,0,3,5,1,2
W09G12.4,10,2,4,0,8
W09G12.6,0,10,0,4,4
W09G12.7,35,339,248,232,68
W09G12.8,0,14,14,1,0
W09G12.9,47,58,57,20,73
W09G3.1,39,84,84,72,62
W09G3.2,116,376,163,88,116
W09G3.3,91,107,94,109,123
W09G3.6,361,494,323,189,425
W09G3.7,80,119,96,63,83
W09G3.8,628,1868,1671,2104,1275
W09H1.1,13,75,33,12,46
W09H1.3,3,6,7,0,2
W09H1.4,2,20,16,6,13
W09H1.5,890,1515,1218,1383,1407
W09H1.6,1825,2227,1555,883,1813
W10C4.1,6,11,23,3,17
W10C6.1,954,1176,770,601,958
W10C6.2,4,6,2,6,4
W10C8.1,13,120,88,36,21
W10C8.2,138,305,200,76,163
W10C8.3,3,10,6,0,5
W10C8.4,2,26,17,18,6
W10C8.5,920,855,462,243,767
W10C8.6,2,3,3,4,4
W10D5.1,19,57,74,36,40
W10D5.2,285,541,304,124,360
W10D5.3,1901,2500,1930,1126,2891
W10D9.1,7,44,6,12,7
W10D9.2,15,25,7,3,16
W10D9.3,26,22,47,16,22
W10D9.4,541,806,609,290,826
W10D9.5,436,594,516,489,587
W10D9.6,30,117,82,47,30
W10G11.1,53,205,135,64,120
W10G11.10,0,0,0,3,2
W10G11.11,0,0,0,4,0
W10G11.12,0,0,0,4,0
W10G11.13,0,3,3,1,0
W10G11.14,2,1,0,3,0
W10G11.15,2,0,0,2,0
W10G11.16,16,62,66,119,49
W10G11.17,30,36,18,34,20
W10G11.19,21,52,68,29,51
W10G11.2,156,296,373,146,333
W10G11.20,378,636,574,624,573
W10G11.3,231,308,270,65,438
W10G11.4,45,57,52,11,140
W10G11.5,0,0,2,3,0
W10G11.6,0,6,0,1,0
W10G11.7,0,2,6,0,0
W10G11.9,0,5,0,2,0
W10G6.1,0,9,3,0,0
W10G6.2,121,184,176,103,145
W10G6.3,368,968,477,839,404
W10G6.6,1,1,4,1,0
Y102A11A.1,33,26,63,40,42
Y102A11A.2,29,200,263,79,16
Y102A11A.3,341,1096,1051,1011,564
Y102A11A.5,9,51,16,2,95
Y102A11A.6,9,20,14,7,10
Y102A11A.7,0,3,4,2,3
Y102A11A.8,63,303,265,101,113
Y102A11A.9,1,35,58,66,5
Y102A5A.1,271,613,413,178,302
Y102A5B.1,0,0,5,0,0
Y102A5B.2,0,5,2,0,1
Y102A5B.3,5,2,14,4,0
Y102A5C.1,348,316,336,289,533
Y102A5C.13,0,3,6,2,1
Y102A5C.14,0,3,7,9,0
Y102A5C.15,0,0,2,0,0
Y102A5C.16,0,1,2,5,0
Y102A5C.17,1,2,0,2,4
Y102A5C.18,377,523,369,163,521
Y102A5C.19,12,42,65,39,27
Y102A5C.2,86,75,77,71,168
Y102A5C.21,0,1,3,6,0
Y102A5C.22,0,5,1,12,0
Y102A5C.23,0,1,0,5,0
Y102A5C.24,0,0,6,4,1
Y102A5C.25,0,0,0,1,0
Y102A5C.27,0,0,1,0,0
Y102A5C.28,0,0,3,2,0
Y102A5C.29,0,4,10,6,0
Y102A5C.31,0,0,0,0,0
Y102A5C.32,0,0,8,4,0
Y102A5C.33,0,0,2,4,0
Y102A5C.36,21,47,31,57,60
Y102A5C.4,2,9,8,20,18
Y102A5C.40,0,0,0,0,0
Y102A5C.9,0,2,3,2,1
Y102E9.1,79,112,101,57,105
Y102E9.2,831,674,490,178,816
Y102E9.3,0,0,0,3,3
Y102E9.5,26,25,43,37,41
Y102E9.6,0,4,14,28,3
Y102F5A.1,0,1,4,1,2
Y104H12A.1,80,342,257,188,117
Y104H12BR.1,98,83,69,43,71
Y104H12D.1,32,32,54,29,40
Y104H12D.2,150,219,257,191,211
Y104H12D.3,105,130,191,66,116
Y104H12D.4,8,13,9,6,11
Y105C5A.1,100,125,104,65,87
Y105C5A.10,0,0,2,1,0
Y105C5A.11,2,5,4,2,3
Y105C5A.12,0,254,170,71,9
Y105C5A.1268,20,140,96,37,53
Y105C5A.1269,0,27,28,2,1
Y105C5A.1270,3,88,84,25,15
Y105C5A.1272,17,60,62,61,19
Y105C5A.1273,0,3,1,0,1
Y105C5A.1274,0,8,12,3,2
Y105C5A.13,1,491,366,129,15
Y105C5A.15,41,77,64,53,46
Y105C5A.17,1,1,10,36,1
Y105C5A.22,1,4,0,2,2
Y105C5A.23,2,5,4,13,2
Y105C5A.24,136,178,158,143,140
Y105C5A.26,0,1,0,0,0
Y105C5A.3,2,5,0,9,0
Y105C5A.4,0,1,0,9,0
Y105C5A.5,1,1,0,9,0
Y105C5A.508,0,11,11,11,4
Y105C5A.6,2,5,2,9,0
Y105C5A.8,212,339,516,955,319
Y105C5A.9,0,2,10,6,0
Y105C5B.1,0,2,4,1,0
Y105C5B.10,0,0,0,4,1
Y105C5B.11,3,5,1,4,2
Y105C5B.13,132,109,95,113,258
Y105C5B.14,0,5,13,10,0
Y105C5B.1413,0,0,0,0,0
Y105C5B.1418,1,8,8,5,3
Y105C5B.15,833,1088,1495,2864,2335
Y105C5B.16,0,7,8,10,5
Y105C5B.17,1,0,4,3,1
Y105C5B.18,7,0,0,5,0
Y105C5B.19,222,471,412,458,423
Y105C5B.2,0,1,20,6,0
Y105C5B.20,27,151,196,43,46
Y105C5B.21,69,236,161,93,117
Y105C5B.23,0,1,2,10,0
Y105C5B.25,0,10,16,20,10
Y105C5B.28,9982,49719,45373,10376,15291
Y105C5B.29,0,12,3,6,0
Y105C5B.3,0,12,6,6,1
Y105C5B.4,0,6,2,12,0
Y105C5B.5,388,194,305,254,318
Y105C5B.6,2,4,29,14,14
Y105C5B.8,0,1,12,4,2
Y105C5B.9,111,159,76,53,282
Y105E8A.1,27,33,56,44,33
Y105E8A.10,285,347,429,257,311
Y105E8A.11,361,457,412,502,444
Y105E8A.12,258,1850,1464,626,485
Y105E8A.13,11,30,40,35,27
Y105E8A.14,321,317,212,178,443
Y105E8A.16,3304,5085,4615,3171,3620
Y105E8A.17,826,956,659,478,1316
Y105E8A.19,335,867,1227,562,403
Y105E8A.2,264,373,289,187,445
Y105E8A.20,248,735,676,770,476
Y105E8A.21,253,279,254,225,319
Y105E8A.22,113,224,80,49,101
Y105E8A.23,178,406,246,347,217
Y105E8A.24,389,691,673,344,539
Y105E8A.25,240,505,499,340,318
Y105E8A.26,256,729,350,203,326
Y105E8A.27,7,6,8,20,1
Y105E8A.28,20,51,96,79,39
Y105E8A.29,110,184,115,71,128
Y105E8A.3,269,268,209,113,297
Y105E8A.32,0,7,0,1,3
Y105E8A.4,1060,497,292,224,478
Y105E8A.5,1,9,5,4,2
Y105E8A.6,175,290,356,206,160
Y105E8A.7,126,213,194,183,145
Y105E8A.8,54,51,52,57,85
Y105E8A.9,928,1556,879,419,1035
Y105E8B.1,4435,2931,2932,947,2412
Y105E8B.11,0,0,2,3,0
Y105E8B.2,344,453,338,229,405
Y105E8B.3,631,1904,2244,980,1106
Y105E8B.4,1032,995,560,220,1151
Y105E8B.5,260,393,370,301,351
Y105E8B.6,103,133,130,127,146
Y105E8B.7,27,51,36,37,45
Y105E8B.8,450,913,613,440,801
Y105E8B.9,63,185,116,44,91
Y106G6A.1,224,505,283,240,320
Y106G6A.2,733,1407,1374,1017,1226
Y106G6A.4,18,16,12,26,3
Y106G6A.5,36,74,63,42,66
Y106G6D.1,5,8,13,13,13
Y106G6D.2,20,10,11,8,26
Y106G6D.3,10,1,4,13,1
Y106G6D.4,3,2,9,12,1
Y106G6D.6,582,1102,1314,1529,1220
Y106G6D.7,1647,2101,1553,1155,2618
Y106G6D.8,335,1893,2874,4229,1513
Y106G6E.1,2,4,15,7,0
Y106G6E.4,91,240,205,151,183
Y106G6E.5,607,1106,1178,737,1066
Y106G6E.6,238,404,246,179,244
Y106G6E.8,0,0,1,3,0
Y106G6G.1,19,14,27,11,26
Y106G6G.2,2,29,12,14,5
Y106G6G.3,3,2,0,8,0
Y106G6G.4,6,13,13,18,1
Y106G6G.6,0,0,8,0,4
Y106G6H.1,158,268,223,146,283
Y106G6H.12,303,240,252,122,382
Y106G6H.13,55,2,11,42,7
Y106G6H.14,393,744,675,643,743
Y106G6H.15,638,1116,594,821,1195
Y106G6H.16,170,251,202,168,340
Y106G6H.2,7851,13549,12550,7717,9924
Y106G6H.3,7536,11042,11510,15831,10469
Y106G6H.4,3,27,5,7,22
Y106G6H.5,819,947,759,499,861
Y106G6H.6,498,473,269,287,744
Y106G6H.7,315,339,305,155,362
Y106G6H.8,232,310,252,225,358
Y106G6H.9,19,3,23,11,17
Y108F1.1,31,41,21,5,27
Y108F1.3,14,6,9,4,12
Y108F1.4,59,143,142,161,126
Y108F1.5,7,3,9,5,3
Y108G3AL.1,227,267,218,120,180
Y108G3AL.2,308,406,343,293,459
Y108G3AL.3,23,81,76,73,30
Y108G3AL.7,1040,1402,1132,795,1618
Y10G11A.1,81,100,87,55,144
Y10G11A.2,125,223,289,317,165
Y10G11A.3,3,0,0,2,4
Y10G11A.90,42,30,28,55,66
Y110A2AL.1,7,11,8,0,6
Y110A2AL.10,0,0,4,0,3
Y110A2AL.12,68,66,42,46,34
Y110A2AL.13,32,68,31,57,37
Y110A2AL.14,451,488,347,266,632
Y110A2AL.2,0,6,6,15,4
Y110A2AL.3,18,11,29,30,19
Y110A2AL.4,251,5490,4800,919,807
Y110A2AL.5,0,0,0,0,0
Y110A2AL.6,0,0,2,0,0
Y110A2AL.7,11,1,0,0,0
Y110A2AL.8,199,573,359,283,353
Y110A2AL.9,157,219,292,289,166
Y110A2AM.1,38,56,79,17,39
Y110A2AM.3,44,62,50,22,45
Y110A2AM.4,0,3,2,0,3
Y110A2AR.1,363,448,391,601,928
Y110A2AR.2,40,60,52,66,27
Y110A2AR.3,112,216,122,87,140
Y110A7A.1,579,1069,742,358,808
Y110A7A.10,469,819,866,392,793
Y110A7A.11,163,302,304,286,314
Y110A7A.12,145,188,162,263,234
Y110A7A.13,114,166,163,77,147
Y110A7A.14,245,295,212,161,267
Y110A7A.15,97,61,44,22,103
Y110A7A.16,975,1872,1619,1442,1249
Y110A7A.17,595,774,476,227,713
Y110A7A.18,439,565,391,219,554
Y110A7A.19,348,321,322,196,290
Y110A7A.2,1,19,55,35,6
Y110A7A.20,5,29,22,37,7
Y110A7A.21,275,641,731,657,483
Y110A7A.3,6,15,21,21,8
Y110A7A.4,3489,4647,2853,2333,5224
Y110A7A.5,241,364,332,161,305
Y110A7A.6,1013,1398,929,619,1222
Y110A7A.7,138,186,315,214,159
Y110A7A.8,390,629,711,522,629
Y110A7A.9,398,620,566,414,659
Y111B2A.1,34,51,34,22,29
Y111B2A.10,519,870,794,338,600
Y111B2A.11,1999,2909,2587,995,2800
Y111B2A.12,730,1435,1686,1058,1188
Y111B2A.13,9,43,41,40,35
Y111B2A.14,401,1286,1052,459,792
Y111B2A.15,53,81,67,54,57
Y111B2A.16,37,50,33,26,48
Y111B2A.17,358,465,473,531,563
Y111B2A.18,1288,1840,1247,678,1759
Y111B2A.19,263,216,180,227,274
Y111B2A.2,1158,1269,1278,2189,2041
Y111B2A.20,328,393,274,142,475
Y111B2A.21,5,5,6,17,14
Y111B2A.22,1876,2873,2220,1583,2908
Y111B2A.24,44,79,61,60,98
Y111B2A.27,9,12,16,9,4
Y111B2A.3,457,473,320,141,539
Y111B2A.4,596,799,845,565,827
Y111B2A.8,126,216,199,125,113
Y111B2A.9,163,298,170,80,146
Y113G7A.1,2,22,34,11,12
Y113G7A.10,2,28,23,5,6
Y113G7A.11,6,10,14,11,5
Y113G7A.12,0,6,11,3,0
Y113G7A.13,8,28,56,27,18
Y113G7A.14,4,32,23,17,17
Y113G7A.15,12,35,23,30,23
Y113G7A.16,0,1,3,0,0
Y113G7A.22,0,0,0,1,0
Y113G7A.3,1375,1691,1474,1805,2217
Y113G7A.4,42,40,35,20,47
Y113G7A.5,3,22,20,19,4
Y113G7A.6,33,189,133,32,47
Y113G7A.8,386,502,631,516,517
Y113G7A.9,151,227,148,117,253
Y113G7B.1,0,58,56,19,0
Y113G7B.11,8,16,7,3,7
Y113G7B.12,13,48,98,62,29
Y113G7B.15,0,7,5,2,9
Y113G7B.16,125,177,144,110,177
Y113G7B.17,2970,4557,3436,1840,3347
Y113G7B.18,297,357,137,51,293
Y113G7B.2,1,13,14,6,4
Y113G7B.23,1390,3236,1945,1793,2313
Y113G7B.24,73,106,75,40,98
Y113G7B.27,10,55,50,67,42
Y113G7B.28,1,30,11,9,12
Y113G7B.3,19,102,148,164,47
Y113G7B.4,25,43,37,48,28
Y113G7B.5,355,425,335,293,535
Y113G7B.6,11,11,16,37,31
Y113G7B.7,34,116,99,129,85
Y113G7B.8,22,26,22,9,35
Y113G7B.9,0,5,3,5,2
Y113G7C.1,15,3,10,26,0
Y116A8A.150,1,8,5,0,3
Y116A8A.2,4,28,11,14,10
Y116A8A.3,1,4,4,0,0
Y116A8A.4,3,8,9,0,5
Y116A8A.6,10,40,9,9,9
Y116A8A.7,3,12,6,0,4
Y116A8A.8,2,3,1,10,2
Y116A8A.9,254,323,371,182,321
Y116A8B.1,10,38,16,13,33
Y116A8B.4,31,145,188,153,70
Y116A8B.5,9,7,7,21,1
Y116A8C.1,0,0,2,7,0
Y116A8C.10,207,456,522,559,429
Y116A8C.11,6,20,14,9,7
Y116A8C.12,60,106,65,23,86
Y116A8C.13,115,179,109,104,162
Y116A8C.14,0,78,75,36,0
Y116A8C.16,198,328,281,126,318
Y116A8C.17,5,3,0,0,4
Y116A8C.18,0,9,12,6,0
Y116A8C.19,5,4,0,1,13
Y116A8C.20,4,0,1,0,1
Y116A8C.21,1,6,0,4,1
Y116A8C.22,29,46,48,39,72
Y116A8C.23,1,0,0,4,0
Y116A8C.24,2,11,12,18,1
Y116A8C.25,12,90,68,39,37
Y116A8C.26,69,100,128,78,94
Y116A8C.27,90,115,112,57,84
Y116A8C.28,110,97,126,61,63
Y116A8C.29,81,211,181,220,57
Y116A8C.3,59,201,224,520,83
Y116A8C.30,146,165,141,85,152
Y116A8C.32,357,896,809,441,529
Y116A8C.33,23,18,47,37,3
Y116A8C.34,91,233,192,130,165
Y116A8C.35,1149,2755,2645,1953,2079
Y116A8C.36,1491,3100,2735,1845,2407
Y116A8C.37,0,5,0,1,0
Y116A8C.38,14,16,13,21,9
Y116A8C.4,5,10,0,12,2
Y116A8C.40,5,4,26,34,4
Y116A8C.42,962,1714,1149,858,1441
Y116A8C.43,6,12,78,55,15
Y116A8C.44,4,4,5,8,2
