transcript_stable_ID,Nr01,Nr02,Nr03,Nr04,Nr05,Nr06,Nr07,Nr08,Nr09,Nr10,Nr11,Nr12
Y69A2AL.1,12,6,9,13,10,11,16,27,41,19,37,32
F46B3.5,1,0,0,0,0,0,0,2,0,1,0,0
W05E7.1,455,289,359,227,356,326,255,375,284,255,301,319
T01B10.1,54,13,33,26,42,17,20,26,38,16,42,27
F41E6.2,838,367,643,448,654,501,407,575,607,504,598,570
T18H9.1a,7,4,5,3,5,5,4,5,8,5,5,9
F46H5.6,3,5,3,2,0,2,0,2,4,2,4,7
C37C3.4,0,0,0,1,0,1,0,1,0,0,0,1
C04E6.6,4,2,1,0,3,1,1,5,4,2,5,5
Y48G8AR.1a,104,70,74,41,69,83,124,171,142,116,101,200
F19C6.1,1119,689,755,495,693,913,846,1117,774,526,530,1024
W02B3.2,192,141,131,98,122,167,157,228,158,135,115,190
C24G6.7,14,5,14,5,14,4,19,28,24,18,17,26
C26F1.5,116,52,73,60,68,53,89,116,133,120,128,129
ZK512.9,5,4,6,2,7,2,7,9,16,11,14,5
F28A12.2,9,5,5,2,12,3,8,6,7,10,3,12
F32D1.4a,1,1,1,0,0,1,1,0,1,1,2,0
T03D8.4a,31,13,31,17,18,27,24,29,31,16,27,28
Y75B8A.20,53,24,53,35,61,39,134,141,149,128,153,169
Y65B4BR.6a,32,10,5,7,9,9,19,42,29,33,34,31
C56A3.1,19,11,6,13,20,9,14,13,14,16,12,13
T05C3.4,15,12,19,14,10,13,9,16,13,14,4,23
R02D3.6,1,0,1,1,0,2,3,0,1,1,2,1
T16G1.8,37,18,25,21,36,18,35,41,39,27,43,37
C23H5.9,4,0,3,2,2,4,0,4,1,2,1,2
ZC168.5,10,2,4,6,4,4,8,8,10,13,6,5
W03A5.3,18,10,15,8,13,12,12,23,12,23,15,11
E02A10.2a,0,0,0,0,0,0,0,0,0,0,1,0
F11E6.2,3,2,0,1,2,1,3,1,3,4,4,3
ZK643.8a,9,2,9,3,7,9,10,11,7,4,9,11
K02D7.6,11,5,12,7,5,5,5,5,5,9,7,5
F40C5.3,9,5,5,7,6,6,6,5,8,3,1,6
T24A6.15,0,0,1,1,0,0,0,2,1,1,0,0
T24A6.18,1,0,0,0,1,0,0,1,0,0,0,1
K03B8.7,12,4,5,3,7,5,2,7,11,8,9,2
T24A6.19,2,0,0,0,0,1,2,0,1,1,0,2
F42C5.7,246,113,192,131,201,169,181,250,196,200,188,253
Y47D7A.5,26,17,15,15,16,16,47,76,75,55,61,67
K10C2.5,29,6,15,14,18,6,20,18,17,13,22,13
T02E9.2a,5,1,2,0,2,3,5,9,5,3,7,7
ZC487.5,10,6,2,4,9,9,2,12,5,3,10,6
ZC487.4,4,2,4,2,2,3,2,6,0,3,2,4
ZC395.6,1677,544,910,897,1064,649,775,852,957,871,1139,917
K06H7.4,4815,1864,2959,2728,3159,2067,2332,2979,2832,2902,2901,2716
Y43F8C.20,11,6,5,4,7,8,1,6,3,1,6,12
T28C6.1a,112,62,68,35,75,77,80,102,70,58,60,120
C34D4.11a,11,3,4,2,6,4,3,6,2,5,4,4
F07C4.7,348,128,237,147,236,199,152,233,172,167,188,240
R06A10.2a,136,91,115,52,133,117,149,214,171,127,120,170
Y18D10A.5,1309,861,886,563,856,1053,1043,1492,1050,716,660,1242
C36B1.10,25,20,17,7,20,13,8,15,11,11,20,12
K06A4.3,559,217,343,291,320,227,279,421,350,394,405,354
F29F11.6,5946,3426,3516,2868,3555,4276,4474,5834,4185,2609,2508,4720
F56C9.1,12740,7163,7883,6539,7812,8541,8453,10894,8187,6901,5766,9403
W09C3.6,7,5,3,1,1,10,6,3,1,2,0,1
T03F1.5,6,8,3,1,2,9,4,6,3,3,4,1
R107.7,8791,3519,5835,5317,6465,4023,4315,5379,5159,6191,5814,4749
Y45G12C.2a,572,192,326,253,376,238,279,259,341,283,348,301
R11G1.3,26,13,13,13,16,7,13,22,16,11,25,11
F37B1.2,48,16,34,28,27,18,18,25,23,33,26,32
T26C5.1,3483,1106,2098,1660,2621,1387,1693,1705,2774,1785,3102,2065
F37B1.3,26,14,27,12,17,17,6,10,14,17,16,7
F37B1.4,50,23,31,27,30,32,25,27,36,26,20,27
F37B1.5,99,51,63,63,71,61,67,73,51,89,58,80
F37B1.6,3,1,2,2,2,2,0,2,2,2,1,2
F37B1.7,3,0,2,2,2,0,2,0,1,0,3,1
F37B1.8,30,13,27,22,39,22,30,32,29,24,36,30
K08F4.6,37,13,24,12,30,14,18,30,25,21,30,24
Y48E1B.10,389,198,280,201,258,212,267,341,288,298,238,288
ZK697.6a,37,19,29,22,32,19,23,24,31,30,34,39
F21H7.1,684,237,499,405,571,331,444,490,609,503,813,521
T28A11.11,11,4,9,5,11,5,7,14,20,7,12,12
F37B1.1,111,54,85,69,101,69,56,82,61,53,64,69
F37F2.3,1,1,4,4,6,4,2,2,3,3,1,5
Y53F4B.29,1562,574,1073,835,1221,681,769,889,1063,962,1255,890
Y53F4B.30,2306,917,1537,1212,1819,1049,1226,1317,1705,1259,1825,1333
Y53F4B.31,382,143,281,217,308,181,215,253,261,242,342,233
Y53F4B.32,85,30,43,34,52,24,41,42,48,47,42,37
K08F4.11,57,25,39,33,50,31,44,50,69,41,68,48
ZK546.11,59,16,46,24,49,31,18,25,29,38,28,22
Y53F4B.35,17,11,8,9,11,5,8,9,6,11,11,11
Y53F4B.37,16,7,6,8,8,5,4,11,10,16,6,12
C02A12.1,48,11,29,23,29,20,26,33,34,47,26,34
Y1H11.1,2,2,0,0,0,0,0,3,0,1,1,2
Y1H11.2,34,16,38,15,25,14,22,22,20,28,32,30
R07B1.4,1297,540,825,610,959,650,733,964,942,928,1048,909
Y32G9A.1,0,0,0,3,1,0,2,0,1,0,0,4
F35E8.8,169,61,129,88,147,71,98,93,137,95,137,90
Y53F4B.33,344,138,235,181,249,163,187,234,254,194,246,204
K08F4.7,2107,657,1347,992,1670,890,748,869,1354,875,1570,1105
F56B3.10,21,11,16,9,14,19,14,18,12,10,13,12
R13D7.7,108,39,68,54,72,48,40,63,85,55,89,65
D1053.1,799,345,626,462,645,435,460,672,663,615,770,639
Y71F9AL.5,360,137,274,216,262,145,182,194,284,189,287,246
F13A7.10,53,34,29,30,30,38,26,48,27,39,15,36
R03D7.6a,713,277,554,477,609,360,402,460,477,516,648,468
F11G11.3,843,273,586,441,700,346,468,482,698,521,853,523
F11G11.2,8734,4204,5722,5155,6169,4498,4801,6192,5136,6124,5530,5566
F11G11.1,4,1,0,2,6,1,1,1,5,2,4,4
R05F9.5,119,30,78,44,74,43,30,64,79,66,80,75
ZK1320.1,899,365,640,580,633,432,562,655,788,716,805,677
D2024.7,72,27,45,29,57,39,24,51,41,35,55,48
C29E4.7,250,85,165,105,163,106,107,90,167,131,203,132
C02D5.3,10,5,7,4,8,4,5,2,10,6,12,7
K10F12.4a,115,48,77,48,56,80,80,100,84,50,71,82
Y46G5A.31,4522,2712,2475,2220,2458,3086,2984,3790,2528,1972,1436,3359
K04D7.3a,13490,4778,8962,7096,10315,5907,6913,8327,9868,8575,11372,8776
C05C12.3,1329,528,816,606,1024,626,829,968,1204,874,1250,1017
F54D1.5,60,17,41,23,43,37,35,61,49,42,52,53
ZC504.5,36,12,18,21,20,32,24,28,33,11,19,20
K09E4.5,21,6,6,11,13,11,12,11,6,7,10,10
ZK622.2,26,3,18,16,14,17,13,13,19,10,25,18
T10G3.6a,2960,892,1855,1483,2069,1211,1359,1455,2075,1469,2275,1566
H01A20.2,370,156,241,188,262,201,205,341,285,199,245,255
H01G02.1a,653,227,505,326,574,338,364,371,673,500,688,489
H01G02.3a,43,16,16,16,21,18,17,40,29,30,19,26
H01G02.4,0,0,0,0,0,0,0,0,0,0,0,0
H01M10.1,309,207,272,198,258,205,211,291,291,296,300,306
H01M10.2,9,1,7,2,8,2,7,6,16,11,4,16
H02F09.2,0,2,2,0,2,1,1,0,4,1,1,2
H02F09.3,77,33,64,34,36,36,47,44,58,44,54,46
H03A11.2,378,135,202,175,270,117,161,200,193,181,226,172
H03E18.1,95,67,83,33,72,97,125,203,175,119,139,192
H03E18.2a,6,2,6,2,6,6,3,5,7,9,6,5
H03G16.1,0,0,0,0,0,0,1,0,0,0,1,0
H03G16.5,76,20,40,31,63,28,33,39,64,39,58,38
H03G16.6,3,2,1,1,4,1,3,3,4,3,2,2
H04D03.2a,2,1,0,3,0,0,0,0,0,1,1,0
H04D03.3,1,0,0,0,0,2,0,0,0,2,0,0
H04D03.4,245,111,158,137,174,157,126,184,186,158,166,198
H04J21.1,6,2,8,2,6,1,5,4,4,3,5,3
H04M03.11,0,0,1,0,1,1,0,3,5,1,2,5
H04M03.12a,32,13,15,12,26,9,16,17,28,14,14,19
H04M03.3,1143,682,615,541,646,775,756,920,628,538,442,835
H05C05.1a,885,520,550,379,568,683,622,756,692,494,411,792
H05C05.2a,42,20,24,24,31,23,31,25,22,20,21,34
H05C05.3,0,1,0,1,1,0,0,1,2,1,0,0
H05L14.1,5,1,3,0,2,1,3,4,1,0,2,2
H05L14.2a,2269,1284,1062,1046,1097,1472,1382,1657,1186,843,584,1487
H06A10.1,97,41,53,62,81,51,52,63,74,64,103,83
H06H21.11,1383,647,890,725,865,640,761,946,820,954,760,777
H06H21.8a,201,62,125,105,159,82,111,99,138,109,170,108
H06I04.1a,37,19,24,20,17,15,20,30,20,12,24,31
H06I04.3a,383,158,215,192,233,204,201,220,218,183,175,211
H06I04.5,1,1,1,3,1,2,0,0,2,0,2,1
H06I04.6a,265,127,172,137,201,135,167,193,198,146,200,186
H08J19.1,4,0,2,5,0,1,1,2,1,1,1,4
H08M01.1,2,1,2,0,1,1,0,1,1,0,1,2
H09F14.1a,24,13,14,12,12,10,15,15,17,14,27,14
H09G03.1,34,11,28,16,21,23,10,21,21,13,23,10
H10D12.2,20,8,8,6,15,8,8,9,10,16,18,11
H10D18.1,3,3,5,6,3,0,3,11,5,3,8,4
H10D18.5a,45,30,29,17,35,16,12,37,19,29,39,32
H10E21.1a,166,45,102,93,131,76,64,97,100,99,109,91
H10E21.4,35,16,33,19,38,15,59,96,113,72,117,98
H10E21.5,88,45,83,28,80,97,79,130,101,71,81,110
H11E01.3,272,182,220,138,237,235,261,372,310,224,241,344
H12D21.10a,225,78,157,125,167,131,138,184,201,157,213,193
H12D21.11,2,1,0,0,1,1,1,0,0,0,1,1
H12D21.2a,0,0,0,0,0,0,0,0,0,0,0,0
H12D21.3,0,0,0,0,0,0,0,0,0,0,0,0
H12D21.5,1,0,0,2,3,0,2,1,0,0,2,2
H12D21.6,3,1,4,2,1,0,7,4,7,1,3,5
H12D21.9,49,11,34,29,43,17,30,42,56,36,70,54
H12I13.1,0,0,2,0,0,1,1,2,1,0,0,1
H12I13.3,0,0,0,0,0,0,0,0,0,0,0,0
H12I13.5,6,4,1,0,4,4,5,0,4,1,4,4
H12I13.6,7,2,8,5,4,5,3,5,7,3,6,9
H12I19.8,0,0,0,0,0,0,0,0,0,0,0,0
H13N06.2,59,23,51,27,44,33,46,73,64,45,61,64
H13N06.7,3,0,0,1,1,0,2,0,0,1,1,1
H14A12.3,1891,1112,1167,1012,1014,1244,1205,1567,1140,876,663,1323
H14A12.5,475,158,249,264,281,199,204,227,287,205,313,219
H14E04.2a,100,65,65,66,67,78,77,76,67,59,42,96
H14E04.3,124,35,75,72,91,43,45,73,63,63,77,46
H14N18.2,0,0,0,0,0,1,1,0,2,4,2,1
H16D19.3,0,0,0,0,0,0,0,0,0,0,0,0
H16D19.4,31,12,15,15,24,19,18,27,18,18,14,17
H17B01.5,3,3,9,0,1,4,1,5,3,2,1,6
H18N23.2a,328,189,223,153,217,246,262,348,260,154,171,285
H19J13.2,0,0,0,0,0,0,0,0,0,0,0,0
H19N07.3a,564,266,319,313,405,306,354,417,451,317,415,336
H20E11.1a,691,212,377,292,499,281,462,458,639,418,694,507
H20E11.2,223,71,129,117,145,99,96,131,185,117,207,128
H20E11.3,4,0,6,7,11,3,5,5,6,6,5,7
H20J04.1,3,1,0,1,0,1,1,1,1,1,1,2
H20J04.6,1020,454,521,492,674,519,517,657,613,470,505,629
H20J04.7,0,0,0,0,0,0,0,0,0,0,0,0
H20J04.9,925,258,523,424,565,361,401,402,566,446,670,509
H21P03.2,3138,1748,1724,1596,1629,1962,1956,2392,1631,1646,1038,1971
H22K11.3,8,5,10,4,6,4,6,8,8,7,6,8
H23L24.1,3,1,4,1,1,2,1,6,5,4,6,3
H23N18.5,38,17,19,16,23,18,38,46,53,40,69,48
H23N18.6,1,2,3,5,10,1,3,8,6,3,5,9
H24G06.1a,101,33,65,47,71,68,88,116,99,60,97,107
H24K24.2a,116,39,74,53,92,65,75,86,66,58,92,88
H24K24.3a,247,168,161,125,140,169,170,209,178,120,141,164
H25K10.1,697,311,496,329,544,345,368,420,528,393,485,442
H25K10.2,0,0,0,0,0,0,0,0,0,0,0,0
H25K10.4,12,3,3,4,15,5,6,8,8,11,14,13
H25P19.1,708,415,388,328,373,455,446,568,361,256,258,473
H27A22.1a,81,41,47,42,57,32,51,57,51,39,46,53
H27M09.5,15,4,6,7,8,9,4,6,8,6,10,3
H28G03.1a,1330,617,887,612,1017,1073,1141,1390,1218,693,953,1115
H28G03.2a,304,226,203,152,185,234,220,279,225,164,144,290
H28G03.3,0,0,0,0,0,0,0,1,0,2,0,0
H29C22.1,1478,517,1179,787,1232,762,880,1032,1514,1043,1573,1310
H31B20.2,0,0,0,0,0,0,0,0,0,0,0,0
H31G24.1,2,1,1,0,1,0,2,5,2,0,2,3
H31G24.3,219,90,115,140,123,117,123,154,110,150,89,126
H32C10.1a,15,9,10,8,5,7,10,9,10,3,12,7
H32K16.2,22,9,21,21,22,23,14,25,32,11,20,39
H34C03.2a,7930,4561,4518,3888,4336,5475,5354,6727,4752,3708,2895,5787
H34I24.1,11,1,5,2,5,2,4,5,5,13,4,5
H34I24.2,4574,1875,2902,2134,3724,2252,3042,3101,4419,2850,4352,3334
H35B03.1,223,108,189,101,183,150,162,261,209,224,236,249
H35B03.2b,864,392,444,418,511,486,501,635,429,414,375,555
H35N09.1,1,1,1,1,0,1,2,2,0,0,1,0
H35N09.2,70,52,48,39,40,55,56,79,49,40,55,45
H37A05.2,96,42,67,52,63,41,59,65,90,62,68,70
H37A05.4a,227,111,151,96,150,147,128,190,145,95,97,164
H38K22.4,0,0,0,0,0,0,0,0,0,0,0,1
H38K22.6,0,1,0,0,1,2,0,0,1,1,2,0
H38K22.7,0,0,1,0,0,0,0,1,0,0,0,0
H39E20.1,5,1,1,0,3,0,1,1,5,4,3,1
H39E23.2,2,2,1,1,1,1,2,0,2,2,4,0
H39E23.3,0,0,0,0,0,0,0,0,0,0,0,0
H40L08.1,1298,671,849,641,904,821,834,1110,950,870,848,969
H40L08.3,62,28,33,38,47,37,35,39,40,26,45,43
H41C03.1,242,122,208,159,232,167,196,247,281,255,283,261
H41C03.2,2,1,3,3,5,2,2,0,3,3,1,2
H41C03.3,375,150,225,181,310,196,255,265,334,257,357,261
H42K12.3,360,184,307,169,283,255,319,514,464,411,382,478
H43E16.1a,395,184,224,188,298,215,273,296,287,153,238,249
H43I07.1a,889,492,505,467,481,531,560,645,493,432,362,579
R09B5.6,4132,1570,2380,2027,3190,1773,2702,2781,3613,2505,3769,2870
C30H6.6,352,188,278,201,220,196,218,282,195,309,196,242
F43E2.4,3857,1739,1983,1783,2015,2067,2036,2560,2111,1663,1535,2273
F57A10.3,2587,1425,1578,1411,1620,1592,1704,2071,1548,1498,1263,1836
W04C9.1a,1130,477,650,484,880,588,669,675,862,556,830,748
Y48G8AL.11a,1212,582,623,584,816,625,666,769,726,663,586,730
Y50E8A.16,348,178,205,175,233,193,218,263,244,249,191,268
Y57G11C.1,0,0,0,0,0,0,0,0,0,1,0,0
ZK484.2a,338,113,220,193,249,168,198,212,253,259,303,207
F53B2.6,859,526,746,426,724,695,686,1079,857,664,659,849
C07A12.1a,210,102,159,125,183,139,159,241,195,166,218,194
ZC395.7,1682,547,1048,960,1260,708,804,843,1092,965,1317,1012
C16C10.11,4819,2507,2985,2347,3445,2882,3051,3369,3217,2124,2555,3180
F13D11.2a,1243,626,983,662,887,855,1157,1614,1502,888,1232,1390
C46A5.9,8448,4272,4718,4140,4842,4958,4941,6666,5089,5118,3713,5706
F40E10.1,1397,733,1139,637,950,929,1085,1489,1238,1060,1044,1258
ZK1055.1,9290,5546,4954,4213,4468,5855,5659,7225,4865,3580,2645,6058
T06E4.1,7025,3467,3738,3696,3994,3785,3801,4795,3857,3738,3003,4281
F58A4.3,3345,1945,2017,1801,1927,2123,2074,2617,1885,1881,1252,2237
T03F1.9,5569,3056,3021,2645,2861,3410,3312,4055,2988,2420,1757,3427
Y110A7A.1a,141,66,74,66,78,65,67,83,98,66,73,76
C53A5.3,6280,3918,3872,3223,3761,4724,4556,6043,4062,2936,2375,4815
C08B11.2,2620,1181,1530,1533,1696,1323,1416,1819,1485,1851,1377,1619
R06C1.1,3073,1518,1738,1543,1894,1860,1843,2337,1792,1706,1487,2034
C10E2.3a,739,468,537,355,462,594,569,756,611,409,389,695
F41H10.6a,1353,809,698,649,804,846,867,1013,791,547,396,948
ZK829.2,21,4,4,5,2,6,6,5,4,7,4,12
R148.6,6344,2127,3891,3424,4367,2513,2993,3234,3999,3511,5172,3443
C26D10.2a,13551,7016,8809,7683,9278,7783,8294,10681,8722,9257,7903,9282
C36B7.7,68,27,49,36,60,27,28,46,64,39,68,44
ZK287.8a,3,1,1,1,2,0,1,2,4,5,2,5
T14F9.3,783,400,658,407,602,617,547,876,644,756,599,891
C14C11.3,1404,555,970,714,1117,656,879,1033,1307,997,1365,1118
Y39A1C.4,1221,806,724,545,609,960,837,1168,771,630,379,1033
Y51F10.5,1489,826,825,805,848,931,910,1166,898,867,590,1039
Y70D2A.2,140,80,107,71,108,95,103,156,132,136,98,152
W06D4.1,2897,1124,2041,1422,2130,1368,1577,1954,2210,2079,2510,1930
C07G1.5,3686,2032,2086,1783,1950,2319,2454,3083,2147,1775,1321,2620
ZC101.3,152,74,130,71,140,92,166,300,225,187,222,276
Y57G11C.17a,105,60,94,52,91,75,132,146,156,126,119,141
K02E10.2a,59,28,52,28,38,35,43,60,42,28,50,50
F38A6.3a,542,241,363,273,456,330,394,444,493,325,477,490
C30G7.1,195,95,157,137,180,116,137,181,171,147,199,195
Y73B6BL.9a,2816,1658,2147,1373,2062,2082,1818,2620,2194,1655,1538,2166
F22F1.1,4056,2180,3042,1998,2856,2620,2537,3588,2861,2210,2451,3009
C18G1.5,7525,4796,4466,3647,4246,5095,4946,5971,4009,2934,2119,4971
B0414.3,6748,4177,3897,3334,3683,4601,4280,5373,3736,2746,1820,4295
F59A7.4,59,24,36,32,32,28,25,48,40,28,18,49
C01B10.5a,324,179,244,165,222,216,311,445,366,318,360,387
T05E8.2,15,5,5,4,8,3,6,8,3,4,7,5
F28B3.7a,5418,3180,2975,2483,2836,3837,3531,4732,3184,2412,1756,4042
R12B2.4,4607,2066,2570,2327,2645,2503,2419,3050,2675,2551,2108,2705
ZK1127.11,1822,762,999,1120,1107,899,935,1166,982,1113,949,1047
T09E8.2,4739,2428,2405,2314,2349,2749,2811,3666,2580,2425,1553,3000
ZK381.1a,4771,1972,2891,2921,3271,2173,2467,2945,2542,3234,2974,2703
F15G9.4a,25,12,11,19,16,8,20,14,14,11,25,12
D1086.4a,1401,460,897,778,989,572,709,670,880,723,988,718
T04A11.6,2075,1137,1036,1022,1020,1268,1208,1537,1055,878,625,1276
T07G12.12a,3540,1169,2066,1909,2379,1405,1647,1899,2113,1927,2410,1929
F21C3.3,3629,1345,2346,2045,2627,1551,1751,2153,2229,2411,2743,2153
C26F1.7a,832,357,586,498,614,443,530,592,554,661,611,597
ZK370.3a,109,60,75,70,70,69,84,67,62,70,58,64
T10C6.14,5,3,6,5,3,4,1,6,4,6,6,4
ZK131.4,0,0,0,0,0,0,0,0,0,0,0,0
ZK131.5,0,0,0,0,0,0,0,0,0,0,0,0
ZK131.6,0,0,0,0,0,0,0,0,0,0,0,0
ZK131.7,0,0,0,0,0,0,0,0,0,0,0,0
ZK131.8,0,0,0,0,0,0,0,0,0,0,0,0
ZK131.9,0,0,0,0,0,0,0,0,0,0,0,0
ZK131.10,0,0,0,0,0,0,0,0,0,0,0,0
K06C4.5,0,0,2,1,0,0,1,1,2,1,0,1
K06C4.10,12,2,4,5,3,5,3,9,5,8,5,7
K06C4.11,0,0,0,0,0,0,0,0,0,0,0,0
T10C6.13,14,8,13,12,13,8,11,6,16,12,8,9
K06C4.4,0,0,0,0,0,0,0,0,0,0,0,0
K06C4.3,0,0,0,0,0,0,0,0,0,0,0,0
K06C4.12,0,0,0,0,0,0,0,0,0,0,0,0
M163.3,16144,9007,11543,7703,11292,10420,9835,13215,11223,8631,8973,11590
ZK131.2,0,0,0,0,0,0,0,0,0,0,0,0
ZK131.1,0,0,0,0,0,0,0,0,0,0,0,0
K06C4.13,0,0,0,0,0,0,0,0,0,0,0,0
K06C4.2,0,0,0,0,0,0,0,0,0,0,0,0
F35H10.11,0,0,0,0,0,0,0,0,0,0,0,0
T10C6.12,38,23,28,12,22,21,14,27,26,27,23,21
F35H10.1,0,0,0,0,0,0,0,0,0,0,0,0
F17E9.12,48,14,33,27,30,19,20,17,23,16,23,19
F17E9.10,122,59,78,64,65,78,52,80,60,41,34,80
F17E9.13,0,0,0,0,0,0,0,0,0,0,0,0
F17E9.9,0,0,0,0,0,0,0,0,0,0,0,0
C50F4.13,1233,666,812,655,919,699,780,1027,962,932,816,938
C50F4.7,2726,822,1643,1330,1899,1172,1253,1470,2082,1329,2377,1558
K03A1.6,12,7,5,7,16,9,8,16,12,6,12,10
F45F2.2,0,0,0,0,0,0,0,0,0,0,0,0
T10C6.11,9,4,4,4,4,4,4,2,4,4,3,3
C50F4.5,1656,699,1232,991,1254,789,960,1276,1300,1468,1514,1218
F08G2.3,2,0,0,0,0,0,0,0,0,0,0,1
F08G2.2,0,0,0,0,0,0,0,0,0,0,0,0
F08G2.1,0,0,0,0,0,0,0,0,0,0,0,0
B0035.10,0,1,1,0,1,0,0,0,0,0,0,1
B0035.9,0,0,0,0,0,0,0,0,0,0,0,0
B0035.7,0,0,0,0,0,0,0,0,0,0,0,0
B0035.8,2,2,3,2,0,0,1,1,2,1,0,0
F07B7.5,0,0,0,0,0,0,0,0,0,0,0,0
F45F2.3,0,0,0,0,1,1,0,1,1,0,2,0
F07B7.9,0,0,0,0,0,0,0,0,0,0,0,0
F07B7.10,0,0,0,0,0,0,0,0,0,0,0,0
F07B7.4,0,0,0,0,0,0,0,0,0,0,0,0
F07B7.3,0,0,0,0,0,0,0,0,0,0,0,0
F07B7.11,0,0,0,0,0,0,0,0,0,0,0,0
F54E12.1,0,0,0,0,0,0,0,0,0,0,0,0
F54E12.3,0,0,0,0,0,0,0,0,0,0,0,0
F54E12.5a,0,0,0,0,0,0,0,0,0,0,0,0
F54E12.4,0,0,0,0,0,0,0,0,0,0,0,0
F55G1.2,65,37,33,33,33,37,37,37,29,37,20,37
F45F2.13,5,0,1,1,1,0,1,5,2,1,3,0
F55G1.11,151,93,114,92,96,90,95,110,81,133,91,88
F55G1.10,37,25,23,22,22,23,28,34,25,23,10,26
F55G1.3,65,38,41,32,33,42,28,49,42,28,20,41
F22B3.2,14,11,10,6,6,7,14,11,8,13,8,17
F22B3.1,3,2,1,5,1,0,2,2,0,5,4,0
H02I12.7,0,0,0,0,0,0,0,0,0,0,0,0
H02I12.6,0,0,0,0,0,0,0,0,0,0,0,0
T23D8.5,167,74,128,93,120,87,80,118,75,129,79,108
T23D8.6,517,293,287,273,297,306,329,441,312,291,186,385
E03A3.3,1,1,2,2,7,3,4,0,2,3,5,1
F45F2.4,1,0,0,0,2,0,1,1,1,0,0,0
E03A3.4,2,1,5,3,0,0,1,2,0,0,1,3
F45E1.6,797,410,639,440,653,487,531,725,693,757,702,671
Y49E10.6a,9512,5075,6354,4949,6541,5991,6005,7996,6471,5302,4847,6613
W05B10.1,5186,3059,2914,2686,2924,3299,3476,4101,2740,3180,1725,3331
F45F2.12,1,0,0,0,0,0,0,0,0,0,0,0
ZK131.3,0,0,0,0,0,0,0,0,0,0,0,0
B0304.1a,41,16,35,16,30,14,26,25,26,19,33,21
ZK682.4,10,3,6,4,6,7,6,13,12,6,9,10
F58A4.7a,224,92,124,118,168,166,153,170,185,108,167,148
C28C12.8,13,5,12,5,14,6,10,8,11,9,3,12
F48D6.3,32,10,20,11,22,13,21,28,33,21,27,37
C18A3.8,391,154,236,201,280,233,260,299,301,231,292,296
C43H6.8,6,2,3,1,5,1,2,3,5,4,4,4
DY3.3,227,95,160,117,184,99,124,145,225,134,230,203
F38C2.2,6,4,4,5,7,6,7,8,10,5,10,6
F57C12.3,8,4,5,3,7,5,6,5,9,5,12,3
M05B5.5a,371,172,245,193,301,262,275,388,303,218,268,303
C17C3.7,4,0,5,0,4,0,5,2,1,2,7,2
C17C3.8,16,4,8,6,10,6,8,6,9,8,9,8
C17C3.10,4,2,2,5,4,2,0,5,4,2,2,0
F31A3.2,0,1,0,0,0,0,1,0,0,0,0,0
F31A3.4,3,1,2,0,1,2,2,1,1,0,1,2
T24B8.6,341,194,303,210,277,236,253,384,280,278,263,341
W02C12.3a,37,12,24,14,20,15,24,19,27,16,17,17
F38C2.8,0,0,2,0,0,1,0,0,0,0,2,1
Y105C5B.29,11,4,11,9,8,8,14,9,23,26,21,15
Y39A3CR.6,60,25,35,24,33,41,35,50,37,21,25,50
T01D3.2,10,2,13,4,10,6,11,8,13,10,16,14
T05G5.2,6,1,10,3,4,3,5,9,8,4,3,8
T15H9.3,35,21,32,30,21,21,38,37,36,31,50,32
C02B8.4,25,17,22,20,18,20,20,21,33,20,25,33
Y48B6A.14,18635,10998,13307,8940,13201,13305,13209,18147,13859,10084,9353,15484
F47D12.4a,220,120,165,116,155,152,159,218,170,154,120,187
T05A7.4,3845,1692,3226,2400,3176,2155,2207,3048,3040,3630,3506,2897
Y17G7A.1,7053,4441,4102,3433,3834,5158,4679,5482,3403,2650,1978,4473
C32F10.5,8644,3787,4627,4634,5265,4412,4505,5493,4703,4911,4102,4929
T20B12.8,8024,3475,4836,4653,5089,4000,4061,5075,4603,5478,4544,4817
F45E4.9,5960,1826,3523,3012,4145,2247,2590,2812,3926,2730,4542,3361
Y51A2D.4,132,83,90,60,77,78,87,117,100,54,79,110
Y51A2D.5,125,102,136,43,57,141,114,206,60,51,38,148
M01F1.5,431,186,241,211,374,204,292,322,388,311,377,352
R13H4.4a,129,63,67,62,60,88,85,93,74,75,54,73
K05C4.6a,4089,2398,2397,1910,2253,2626,2528,3346,2375,1834,1468,2775
W02B9.1a,258,167,143,82,148,216,176,277,195,153,95,244
W09D6.6,2153,1247,1235,1023,1302,1369,1403,1802,1271,867,920,1504
C44C10.8,384,139,268,217,266,201,199,261,276,257,313,228
E04A4.4a,185,86,80,80,77,76,78,78,90,79,72,82
W06B11.4a,40,22,27,32,44,21,36,57,64,38,80,54
C18E3.8,2100,848,1324,1259,1491,940,1138,1348,1245,1495,1394,1199
F43D2.4a,13,15,11,9,13,10,17,17,16,10,12,17
Y39B6A.48a,10,18,11,7,12,15,24,31,30,20,18,21
W02B8.5,14,7,11,4,8,3,11,12,12,11,11,11
T12A2.16a,13,5,21,8,8,4,9,12,13,10,14,19
K07A12.6,25,7,21,14,15,13,20,22,23,15,39,19
C13G3.2,176,44,103,87,137,63,97,127,180,108,175,141
Y48B6A.9,10,9,16,12,11,9,11,11,14,10,13,10
T21C12.2,7612,3156,5276,3470,5921,3804,4006,4734,5606,4225,5864,4800
F20B6.8a,1,3,3,1,3,3,2,7,2,3,0,4
