transcript_stable_ID,Nr01,Nr02,Nr03,Nr04,Nr05,Nr06,Nr07,Nr08,Nr09,Nr10,Nr11,Nr12
C33D3.1,698,289,452,276,543,358,409,503,665,420,570,489
K02B9.4a,499,248,376,256,397,311,362,536,493,399,448,531
C39B10.6a,20,4,17,14,17,13,14,9,16,14,25,21
F52C12.5,221,126,153,104,148,134,180,285,207,156,168,232
C18G1.2a,72,34,62,35,61,53,46,64,63,48,64,54
F10B5.6,4213,2087,2286,2182,2543,2348,2413,2973,2402,2286,1665,2648
F54C8.3,4130,2024,2465,2176,2516,2402,2374,3136,2496,2719,2149,2749
Y80D3A.2a,3286,2036,1911,1455,1777,2381,2011,3009,1947,1387,1060,2514
T04A8.14,10013,5785,5574,4707,5359,6619,6151,8596,5814,5245,3422,7210
K10D2.6,4585,2513,2649,2153,2770,2920,2832,3491,2794,1939,1998,3196
K04H4.1a,478,270,304,213,308,300,363,568,430,338,315,420
F32D8.6,9510,3984,6101,5440,7140,4482,5236,6240,6837,6100,6484,6007
M01D7.6,2531,1449,1544,1424,1488,1557,1594,2002,1414,1503,955,1651
F58E10.2,91,42,60,36,52,42,27,48,50,43,61,53
F58E10.5,50,16,27,30,29,18,17,19,33,26,37,31
F01F1.10a,3,2,2,3,5,4,6,5,2,2,2,1
T21B10.2a,17,8,10,13,13,11,11,12,4,9,6,11
ZK809.4a,5290,3299,3069,2550,2822,3673,3357,4380,2828,2021,1711,3797
K09A9.3,2734,1628,1993,1291,1993,1919,2033,2574,2240,1649,1861,2441
K02E11.1,3,3,2,2,2,5,3,6,0,2,1,1
R11E3.6a,3292,1680,1771,1585,1867,2012,1923,2544,1964,1474,1295,2202
C44H4.7a,9,6,3,3,8,8,4,11,10,3,7,10
T20G5.5,12,5,11,10,19,8,12,21,16,15,16,16
Y111B2A.11,2895,1746,1809,1278,1795,2101,1936,2699,1961,1414,1260,2322
K08C7.3a,74,55,70,31,69,60,57,89,79,62,62,73
T04C10.2a,1250,700,846,600,860,940,1024,1385,1009,606,697,1095
Y57G11C.24a,241,123,178,130,197,193,270,251,283,168,241,282
R09A1.1a,7787,5164,4557,3621,3986,5699,5276,7198,4469,3172,2316,5901
T07A9.5a,805,346,494,477,506,350,437,506,478,501,481,484
W09B6.3a,1615,884,862,840,834,1043,1015,1240,832,632,560,1020
Y38F2AR.1a,933,435,469,464,517,506,535,668,519,370,331,541
C01G8.5a,276,163,141,111,191,204,193,233,215,164,167,249
Y105E8B.8a,234,118,129,104,139,128,148,178,129,117,98,160
K09E9.2,946,470,717,445,648,588,618,824,702,732,617,751
T01D1.2a,72,40,30,39,51,43,49,47,48,37,26,62
F22A3.1a,706,213,386,318,561,371,529,546,815,423,732,602
C42D8.4a,10,8,4,9,4,7,5,9,11,8,13,8
F32A7.3a,6,2,7,2,3,3,4,8,7,14,6,7
H38K22.1,4353,2248,2276,2155,2439,2583,2585,3295,2519,2647,1757,2936
F22B5.1,1004,440,713,658,684,489,488,658,558,769,706,621
Y105E8A.22,645,428,433,288,375,430,399,625,414,496,285,570
C33D9.1b,15,2,6,6,9,1,8,7,13,10,13,11
F35H8.5,229,180,195,108,166,210,234,299,260,181,183,308
F20D12.5,363,142,273,212,262,165,207,307,267,343,334,279
F26H11.5,1841,639,1224,1071,1299,815,894,992,1151,1015,1251,908
R09B3.1a,416,221,235,223,234,254,265,301,245,207,141,237
C43E11.8,1821,897,1072,903,1099,1133,1078,1423,1105,1320,885,1245
Y105E8B.2a,1684,962,945,911,940,1052,1093,1435,1035,869,622,1175
Y48A6B.5,1655,751,939,928,1067,890,837,1040,922,881,858,953
Y73B6BL.3,1385,794,802,739,772,886,844,1143,743,808,582,973
F59C6.4,4704,1400,2787,2253,3199,1769,2002,2005,3047,2228,3576,2335
B0564.1a,12,11,4,6,6,13,15,13,4,2,2,8
Y6D11A.1,1763,786,1139,1130,1226,966,939,1249,1022,1460,938,1024
F31D4.1,2095,741,1247,1193,1446,883,1053,1219,1226,1226,1340,1179
F41G3.14,1908,781,1153,1161,1266,916,958,1236,1108,1260,1154,1174
F37C12.13a,2030,806,1306,1223,1490,915,1029,1251,1176,1283,1429,1121
H35N03.1,15,5,8,13,14,8,11,13,16,12,12,18
F12F3.1a,4,1,1,1,0,3,0,3,1,2,0,0
C49A1.4a,26,10,18,19,19,13,8,17,18,15,22,18
F01D4.3,0,0,0,0,3,0,1,0,0,0,0,1
F01D4.5a,815,202,454,383,552,260,304,358,485,333,587,414
F01D4.8,35,19,43,25,32,17,26,27,30,41,37,36
F01D5.1,325,138,185,174,266,138,202,226,254,221,250,221
F01D5.10,15,6,11,11,10,10,11,23,13,10,24,16
F01D5.2,118,61,76,55,96,43,60,65,70,57,79,68
F01D5.3,418,162,311,242,323,184,237,193,325,264,391,229
F01D5.5,253,129,130,131,233,123,224,178,164,118,89,177
F01D5.6,51,25,42,30,36,37,89,115,93,83,85,84
F01D5.7a,0,0,0,0,0,0,0,0,0,0,0,0
F01D5.8a,388,154,245,162,282,178,255,229,275,209,340,236
F01E11.3,27,17,17,11,15,22,34,32,39,35,30,43
F01F1.11,6698,2065,3789,3459,4570,2589,2965,3272,4300,3409,4575,3336
F01F1.14,79,35,64,64,60,39,54,47,55,50,46,50
F01F1.15,853,436,618,469,566,526,564,669,621,544,473,625
F01F1.2,4662,1379,2653,2187,3167,1737,1850,1989,3111,2016,3478,2381
F01F1.3,943,388,538,479,662,450,477,514,654,478,662,537
F01G10.10,96,40,53,49,85,40,88,101,117,88,111,103
F01G10.4,0,0,0,0,1,0,0,0,0,0,0,1
F01G10.5,4,5,0,1,1,3,0,2,0,0,2,1
F01G10.6,35,7,22,12,22,9,14,20,34,19,29,24
F01G10.9,72,34,46,36,58,37,67,78,67,59,69,73
F01G12.1,0,0,0,0,0,0,0,0,0,0,0,0
F01G4.4a,2003,1251,1023,907,1002,1250,1348,1499,1098,764,529,1306
F01G4.5,1535,444,905,820,1167,638,723,769,1061,802,1248,857
F01G4.6a,7433,3975,4542,3789,4783,5027,5080,6235,5068,3332,3740,5443
F02A9.1,19,8,14,13,14,8,11,6,20,11,21,12
F02A9.7,6,4,5,1,6,2,1,4,4,2,6,4
F02C12.1,434,184,244,188,276,219,238,298,321,249,293,312
F02C12.2,2,0,1,1,7,0,0,1,0,0,1,0
F02C12.3,35,12,23,16,29,16,19,23,19,20,44,36
F02C9.1,0,0,0,0,1,0,0,0,0,0,0,0
F02C9.2,1,1,0,1,2,1,2,0,2,1,0,0
F02D10.2,0,0,0,0,0,0,0,0,0,0,0,0
F02D10.3,0,1,0,0,2,0,0,1,0,0,0,0
F02D10.6,246,102,161,169,171,117,120,171,155,182,152,160
F02D8.1,1,2,3,0,2,0,2,1,1,1,1,1
F02E11.2a,26,11,16,16,17,16,14,29,22,20,17,20
F02E11.3,17,5,19,12,9,9,11,10,10,16,5,12
F02E11.4,12,2,4,4,6,8,5,3,7,10,12,3
F02E8.4,2366,1378,1271,1166,1190,1526,1419,1903,1353,1252,709,1601
F02E9.1,1441,576,918,809,1037,644,793,818,861,902,940,861
F02E9.10a,128,60,73,66,83,75,57,96,68,66,47,66
F02E9.3,20,4,16,9,11,11,8,11,10,7,9,15
F02E9.5a,255,121,180,150,177,125,167,172,193,137,205,201
F02E9.7,3409,1257,2045,2011,2553,1530,1741,1958,1993,2001,2379,1961
F02H6.1,252,122,107,123,108,137,130,171,107,124,83,133
F02H6.2,1360,793,812,727,741,875,824,1076,771,610,536,935
F02H6.3a,712,209,370,323,448,265,281,328,404,344,406,381
F02H6.4a,1801,1007,1093,983,949,1078,1109,1438,1019,1296,669,1182
F02H6.6,4,0,1,0,3,2,4,4,2,2,1,1
F02H6.7,0,0,0,0,0,0,0,0,0,0,0,0
F07A11.1,20,7,12,10,13,12,14,20,23,9,10,14
F07A11.4a,565,239,359,266,464,328,418,508,559,349,458,518
F07A5.2,21,15,8,21,16,11,20,20,12,9,11,18
F07A5.4,134,49,104,62,92,62,110,110,168,97,178,119
F07B10.4a,37,8,19,16,27,28,21,14,27,31,33,30
F07B10.7a,8,2,6,4,3,3,4,8,4,3,8,5
F07B7.1,0,0,0,0,0,0,0,0,0,0,0,0
F07B7.12,5,4,3,5,4,2,2,4,6,7,9,6
F07B7.13,0,0,0,0,0,0,0,0,0,0,0,0
F07B7.14,0,0,0,0,0,0,0,0,0,0,0,0
F07B7.2,0,0,0,0,0,0,0,0,0,0,0,0
F07B7.8,0,0,0,0,0,0,0,0,0,0,0,0
F07C3.2,82,27,44,45,69,35,65,77,115,78,114,88
F07C3.3,17,4,8,8,11,12,16,12,13,6,13,13
F07C3.9,137,44,75,52,102,43,66,81,127,76,151,87
F07C4.10,0,0,0,0,0,0,0,0,0,0,0,0
F07C4.11,1,0,0,0,0,0,1,1,1,1,1,1
F07C4.6,0,0,0,1,0,1,0,1,3,4,0,1
F07C6.2,356,106,222,191,259,119,178,220,283,215,367,222
F07C6.3,312,88,199,175,233,134,161,146,226,177,261,190
F07C6.4a,750,410,394,319,363,481,499,622,460,307,249,560
F07C6.6,19,15,6,14,15,11,21,19,29,23,39,27
F07D3.3,1,0,2,0,0,0,1,0,0,0,0,1
F07E5.4,0,0,0,0,0,1,0,1,0,1,0,0
F07E5.5,1509,829,966,760,1005,949,998,1236,957,871,679,1118
F07E5.7,0,0,0,0,0,0,0,1,0,0,0,0
F07E5.8,1,2,0,0,2,1,3,1,4,3,3,4
F07E5.9,6,2,0,3,2,4,2,5,6,3,4,5
F07F6.1,15,10,8,5,5,9,8,16,11,8,10,9
F07F6.2,29,11,20,18,32,15,16,20,29,24,31,15
F07F6.4,2922,1688,1690,1350,1541,1909,1828,2441,1723,1391,1056,2050
F07F6.7,134,38,76,81,89,70,77,83,89,67,96,81
F07F6.8,3486,1204,2117,1792,2478,1519,1647,1977,2509,1848,2883,2127
F07G11.1,1,0,0,0,0,0,2,2,0,1,0,1
F07G11.2,0,0,1,0,0,0,0,0,0,0,0,0
F07G11.3,0,0,0,2,0,0,0,2,1,2,1,0
F07G11.4,1,0,0,2,0,0,1,0,0,1,0,2
F07G11.7,0,0,0,0,0,0,0,0,0,0,0,0
F07G6.10,139,62,163,62,148,107,110,135,216,152,208,216
F07G6.2,0,0,1,1,1,0,0,0,0,0,1,1
F07G6.3,0,0,1,0,0,0,0,0,0,0,0,0
F07G6.5,0,0,1,1,0,0,2,0,0,0,0,1
F07G6.8,1,1,1,2,1,0,4,4,5,1,1,1
F07G6.9,0,0,0,0,0,0,0,0,0,0,0,0
F07H5.10,2134,1105,1352,1291,1322,1271,1290,1760,1174,1684,1015,1358
F07H5.13,1342,483,847,640,1086,677,758,869,1278,734,1318,1003
F07H5.6,4,3,3,2,3,5,6,9,11,9,5,10
F07H5.7,15,9,16,7,9,8,15,15,12,16,17,24
F07H5.8,97,34,72,51,86,41,70,53,91,61,95,93
F08A8.5a,3,0,0,1,1,0,0,3,0,0,1,0
F08A8.8,101,35,73,46,73,42,46,56,75,56,92,69
F08B12.4a,3597,1613,2335,1903,2802,1791,2296,2644,2773,2530,2816,2379
F08B4.3,92,43,67,48,84,41,48,53,41,62,69,49
F08B4.7,3425,1516,1844,1778,2358,1644,1835,2117,2078,1639,1649,2008
F08B6.1,1213,360,734,575,865,395,437,490,811,547,924,620
F08C6.5,31,17,21,16,19,13,18,26,36,30,28,16
F08D12.12,10,7,6,4,12,6,10,6,8,5,7,10
F08D12.2,135,83,67,80,120,72,69,91,76,51,32,83
F08D12.3,56,18,25,23,46,25,35,34,42,17,17,32
F08D12.4a,6,5,7,6,4,11,3,9,5,5,7,9
F08D12.7,264,100,188,133,164,106,108,159,189,145,178,132
F08F1.3,95,24,53,58,52,46,41,57,69,60,80,59
F08F1.4a,94,35,57,37,70,44,52,54,69,72,104,62
F08F1.9,4,3,3,3,5,2,2,1,1,4,7,4
F08F3.1,5,3,9,4,7,6,7,12,8,16,11,10
F08F3.10,9,3,9,2,2,0,4,3,6,6,5,11
F08F3.4,1190,436,897,627,1014,679,560,890,892,769,1172,1064
F08F3.6,2111,1189,1136,1067,1137,1357,1308,1678,1126,862,659,1401
F08F3.8,15,15,11,12,10,8,7,8,6,12,15,10
F08F8.10a,64,40,38,31,34,37,36,41,21,28,22,40
F08F8.4,7033,2156,3885,3518,4734,2626,3000,3140,4541,3113,5004,3665
F08F8.6,34,8,18,13,14,4,17,12,13,15,10,14
F08F8.7,3134,1037,1938,1631,2289,1321,1450,1703,2011,1871,2432,1735
F08F8.9a,51,21,38,19,21,33,31,34,21,28,15,39
F08G12.1,537,302,406,265,406,419,393,543,452,398,373,509
F08G12.11,1,0,1,0,3,1,0,3,2,2,6,2
F08G12.3,265,96,159,153,190,135,134,183,174,171,180,175
F08G12.5,143,42,84,73,108,48,70,78,126,73,134,93
F08G2.4,536,222,340,337,377,235,266,367,379,401,375,323
F08G2.5,318,85,177,128,232,108,143,143,200,102,178,160
F08G2.7,377,214,264,172,249,265,294,346,315,229,249,312
F08G2.8,26,7,17,10,19,11,17,19,18,7,8,14
F08G5.3a,22,10,16,15,28,9,19,24,25,10,29,21
F08H9.2,6,4,4,2,4,2,5,7,1,2,4,3
F08H9.3,22,13,20,15,17,15,8,14,16,6,12,8
F08H9.4a,10,2,5,5,4,3,3,4,4,2,4,4
F09A5.2,64,49,40,46,50,32,59,72,61,51,58,59
F09A5.3a,6,2,2,1,4,3,3,4,6,3,8,3
F09B12.3,1262,584,818,661,1041,693,744,782,974,615,967,754
F09B12.5,6,2,4,2,8,6,11,14,5,6,4,5
F09B9.4,367,123,240,210,279,174,222,277,294,299,373,244
F09B9.5,42,16,29,23,37,15,23,31,41,33,47,28
F09C12.2,1,2,0,4,1,2,1,4,1,2,0,4
F09C12.6,5,1,7,10,6,4,4,15,12,9,13,6
F09C12.8,4,3,7,0,4,5,3,2,2,2,5,0
F09C3.2,89,40,68,33,51,47,47,67,55,64,49,58
F09C6.1,35,19,31,21,27,14,18,23,24,21,28,14
F09C6.10,12,1,17,6,16,4,15,11,3,2,7,5
F09C6.11a,5,5,3,2,5,2,8,4,3,4,8,9
F09C6.12,48,11,20,29,29,16,22,26,51,27,44,28
F09C6.13,32,14,16,25,19,17,16,12,7,19,13,26
F09C6.14,20,3,11,11,13,3,16,8,19,2,15,16
F09C6.15,0,0,0,0,0,0,0,0,0,0,0,0
F09C6.16,0,0,0,0,0,0,0,1,0,0,0,0
F09C6.3,50,19,19,29,21,18,24,19,22,28,38,25
F09C8.1,2161,880,1485,1142,1745,1064,1382,1503,1872,1703,1995,1618
F09C8.2,1370,860,1173,604,1052,1106,1139,1585,1332,953,1018,1458
F09D12.2,14,5,9,10,15,2,16,12,17,12,12,20
F09E10.1,195,84,176,97,188,138,92,132,190,140,159,182
F09E10.5,0,0,2,2,2,4,1,1,1,7,1,3
F09E10.6,93,33,63,63,71,43,77,86,119,86,165,103
F09E10.7a,6,6,8,4,10,4,4,10,7,10,5,13
F09E5.11,3702,1083,2177,1716,2604,1396,1632,1659,2510,1760,2883,2012
F09E5.12,15,9,11,10,9,4,11,12,12,23,5,12
F09E5.14,220,84,139,103,208,107,114,154,216,155,233,158
F09E5.16,33,29,43,25,39,29,23,42,29,38,41,35
F09E5.3,4458,1701,2762,2544,3112,2013,2261,2725,2733,2641,3090,2568
F09E5.7,3212,1618,1799,1646,1943,1767,1946,2372,1880,1850,1391,2142
F09E5.8,2663,873,1549,1330,1766,1039,1168,1299,1699,1258,1966,1339
F09F7.5a,4,4,2,2,6,1,4,6,2,4,1,7
F09F7.6,328,173,284,242,307,192,198,257,260,280,325,258
F09F9.1,106,28,61,54,60,42,58,54,78,65,101,67
F09F9.2,59,33,51,41,51,34,124,134,126,152,146,162
F09F9.3,5,0,6,5,9,4,1,2,6,5,3,4
F09F9.4,178,119,156,96,170,127,180,254,206,174,177,239
F09F9.5,2,2,3,2,0,2,5,5,2,2,5,4
F09G2.1a,504,242,337,238,372,283,323,346,465,293,407,382
F09G2.2,3469,2087,2007,1740,1952,2483,2467,3051,2126,1507,1272,2604
F09G2.8a,343,162,175,172,201,146,182,205,184,188,180,191
F09G8.10a,11,3,6,4,7,5,8,11,7,7,16,11
F09G8.5,315,120,224,156,206,145,187,184,315,187,283,234
F09G8.7,1104,615,669,581,716,627,714,871,648,603,512,679
F10A3.1,2,0,1,2,3,5,2,3,7,3,6,4
F10A3.11,2,0,1,1,3,1,5,5,15,6,9,2
F10A3.12,2,0,0,0,1,0,1,1,1,0,1,1
F10A3.16,0,0,0,0,0,0,0,0,0,0,0,0
F10A3.17,1304,412,794,610,1073,529,724,725,1087,701,1317,819
F10A3.4,22,15,27,10,13,27,17,29,28,16,28,26
F10A3.7,0,0,0,0,0,0,1,0,0,0,1,0
F10B5.2,1752,788,979,1028,1145,846,876,1134,959,1239,918,1115
F10B5.3,6,0,3,1,1,2,1,2,2,2,1,1
F10B5.8,3446,1844,1879,1721,1937,2037,2002,2569,1839,2092,1167,2152
F10C1.1,0,0,0,0,0,0,0,0,0,0,0,0
F10C1.3,1,2,2,1,0,0,1,0,0,1,0,0
F10C1.8,76,35,53,36,71,42,48,45,78,46,90,67
F10C1.9a,726,244,505,385,558,288,407,360,623,421,708,474
F10C2.3,77,29,63,41,68,30,56,56,77,53,86,76
F10C2.4,5351,2825,2717,2596,2774,3061,3123,3848,2887,2275,1941,3348
F10C2.5,1987,838,1094,980,1249,1024,1101,1412,1234,1115,1062,1209
F10C2.7,2,1,1,3,0,0,0,2,2,1,2,2
F10D11.2,2942,1168,1918,1852,1934,1382,1433,1852,1667,2038,1829,1686
F10D11.3,7,1,2,4,5,1,0,0,0,1,3,0
F10D11.4,2,1,1,0,0,0,0,0,1,0,1,0
F10D11.5,19,9,4,7,8,8,12,8,12,5,7,8
F10D11.6a,96,46,60,43,90,72,132,218,171,150,127,202
F10D2.10,278,130,230,155,217,179,177,227,245,195,241,233
F10D2.8a,92,35,43,47,62,32,36,41,68,45,70,45
F10D7.1,40,24,23,14,29,18,17,27,23,22,26,33
F10D7.2,560,275,372,295,410,318,388,494,370,453,331,421
F10D7.4a,21,8,24,17,21,7,17,12,36,23,30,21
F10D7.5a,200,89,116,88,93,118,160,156,113,84,86,125
F10E7.1,155,60,89,74,139,83,101,109,131,104,119,119
F10E7.11,57,40,30,33,36,27,37,33,38,22,17,50
F10E7.2,425,213,214,206,262,209,216,292,222,170,177,272
F10E7.3,0,0,0,0,1,1,1,0,0,0,2,0
F10E7.5,7423,2717,4718,4408,4892,2932,3459,4076,4330,4438,5355,4053
F10E7.6,2367,734,1453,1196,1724,933,1065,1106,1680,1132,1876,1304
F10E7.9,214,97,159,108,160,109,185,274,242,216,232,230
F10E9.1,7,7,10,13,6,7,6,9,8,4,7,7
F10E9.10,7,1,4,1,3,3,3,3,8,1,6,6
F10E9.11,3898,1122,2268,1928,2716,1406,1646,1649,2643,1733,3078,2019
F10E9.12,598,160,358,267,464,241,269,289,406,292,473,335
F10E9.2,61,29,43,40,34,15,41,21,35,28,35,37
F10E9.3,2289,1380,1377,1138,1275,1519,1515,1938,1429,1029,887,1591
F10E9.4,4161,1182,2178,1862,2728,1407,1614,1771,2702,1791,2967,2084
F10E9.5,3826,1101,2049,1873,2460,1395,1575,1608,2475,1710,2866,1875
F10E9.7,3712,1068,2203,1858,2529,1365,1546,1629,2395,1803,2837,1857
F10G2.1,2136,732,1377,1191,1469,866,990,1152,1363,1379,1806,1270
F10G2.2,17,4,7,8,15,9,4,11,14,7,5,11
F10G2.4,189,62,124,92,154,83,81,92,137,89,138,105
F10G2.7,4,0,6,4,1,2,1,5,1,4,2,0
F10G7.10a,441,262,283,227,261,257,254,359,280,235,233,312
F10G7.12,1,0,2,3,0,1,3,2,0,1,0,0
F10G7.5a,40,20,27,18,19,36,27,44,33,26,25,30
F10G7.6,1,1,0,0,1,0,2,3,2,2,2,0
F10G7.9a,194,84,80,104,100,118,114,146,133,75,89,107
F10G8.2,4,1,1,1,2,1,2,5,2,1,2,2
F10G8.8a,40,24,34,24,22,18,29,41,41,39,30,40
F10G8.9a,385,165,232,214,257,174,180,204,218,237,241,265
F11A1.2,0,0,0,0,0,0,1,0,0,0,0,0
F11A10.5,5839,2682,3346,3463,3725,2889,3341,4252,3206,4228,2990,3515
F11A10.6a,969,506,687,565,647,538,643,773,598,785,631,666
F11A5.13,0,0,0,0,0,0,0,0,0,0,0,0
F11A5.15,34,6,26,22,19,17,20,19,19,13,28,29
F11A5.16,0,0,0,0,0,0,0,0,0,0,0,0
F11A5.17,1,0,1,0,0,0,1,0,1,0,0,1
F11A5.3,0,1,0,1,0,0,0,0,0,0,0,0
F11A5.4,0,0,0,0,0,0,2,0,1,1,0,0
F11A5.5a,0,0,0,0,0,0,1,0,1,0,1,0
F11A5.9,1175,668,825,505,740,854,876,1340,922,618,643,1199
F11C1.1,525,176,330,299,401,235,250,280,425,258,467,343
F11C1.4,19,4,9,12,20,13,13,11,21,13,11,13
F11C1.7a,53,28,41,30,31,31,36,46,42,43,34,48
F11C3.1,194,84,102,90,115,101,97,153,140,106,130,99
F11C7.2,24,17,22,13,19,17,15,33,13,26,17,22
F11C7.6a,7,6,11,8,11,18,8,9,8,4,7,10
F11C7.7,7,2,7,0,3,3,10,5,9,2,5,4
F11D11.12,15,8,10,7,10,12,7,16,8,7,14,13
F11D11.3,1,0,0,1,2,0,3,0,2,3,1,2
F11D11.4,0,0,0,0,0,0,0,0,0,0,0,0
F11D11.6,0,0,2,0,0,0,0,0,0,0,0,0
F11D5.1a,54,33,49,37,55,31,37,57,61,41,58,52
F11D5.5,8,3,5,2,7,8,3,11,13,8,7,13
F11D5.6,1,0,0,0,0,0,0,0,0,0,0,0
F11D5.7,11,2,3,4,7,3,7,1,10,3,7,1
F11E6.10a,16,3,8,10,14,6,7,15,19,10,20,10
F11E6.11a,49,13,38,27,50,22,31,43,60,26,53,53
F11E6.3,1674,922,1357,715,1224,1196,879,1381,1082,909,971,1202
F11E6.4a,87,27,52,43,69,52,58,60,77,43,70,70
F11E6.6,49,18,34,36,50,23,30,36,47,25,43,32
F11E6.7,6109,3574,3374,2865,3176,3862,3604,4765,3368,2495,1998,4032
F11E6.8a,193,85,156,91,159,141,211,262,280,221,254,239
F11E6.9,0,0,0,0,0,0,0,0,0,0,0,0
F11F1.1a,119,63,95,56,117,85,99,137,107,81,88,142
F11F1.4,0,1,0,0,0,0,0,0,0,0,0,0
F11F1.5,0,0,0,0,1,0,0,0,0,0,1,0
F11F1.8,0,2,2,1,1,0,2,1,1,1,0,5
F11G11.13,8,7,10,4,7,4,3,9,5,4,11,6
F11G11.14,0,0,0,0,1,0,0,0,0,0,0,0
F11G11.4,2,2,2,2,3,1,3,1,0,4,2,2
F11G11.5,1921,1130,1227,949,1222,1249,1308,1652,1325,938,995,1389
F12A10.1,184,57,117,87,159,135,100,164,195,96,158,134
F12A10.2,0,0,0,0,0,0,0,0,0,0,0,0
F12A10.6,0,0,0,0,0,0,0,0,0,0,0,0
F12A10.7,0,0,1,0,1,3,1,1,0,0,1,1
F12A10.8,1129,551,582,578,602,606,659,818,554,718,424,614
F12A10.9,1,0,0,0,2,1,1,2,1,0,0,0
F12D9.2,0,0,2,1,0,0,0,1,0,0,0,0
F12E12.1,885,447,579,507,564,492,494,613,502,693,451,528
F12E12.11,959,446,617,483,806,477,629,687,733,578,792,610
F12E12.12,15,1,6,8,8,1,7,8,1,6,10,3
F12E12.2,1,2,0,1,0,0,1,4,0,1,1,0
F12E12.3,27,13,22,6,14,12,17,18,9,9,18,17
F12E12.6,151,49,59,78,104,54,68,60,70,57,101,60
F12F6.1,5142,3055,3040,2550,2923,3390,3319,4599,3212,2873,2124,3855
F12F6.7,6108,2173,3505,3274,4232,2499,2969,3367,3572,3564,3943,3380
F12F6.8,123,57,92,70,104,70,76,103,131,69,100,100
F13A2.1,0,0,0,0,2,1,1,4,1,0,0,1
F13A2.2,1,0,1,0,1,0,2,1,5,1,1,1
F13A2.3,0,1,0,0,0,1,1,0,0,0,0,0
F13A2.4,237,106,95,106,133,89,125,134,141,105,106,136
F13A2.5a,0,0,0,0,1,0,0,0,0,1,1,0
F13A2.6,0,0,0,0,0,0,0,0,0,0,1,0
F13A2.9,1,0,0,0,0,0,1,1,0,0,0,0
F13A7.1,2,3,3,2,3,4,6,3,0,2,1,2
F13A7.11,149,44,97,76,85,56,73,98,102,81,110,91
F13A7.12,11,3,6,7,7,9,20,22,23,20,22,19
F13A7.14,1577,881,838,736,868,1047,1023,1275,854,678,499,1107
F13A7.7,3,1,1,0,0,0,0,1,1,1,0,1
F13B12.1,8030,4082,4517,4011,4529,4569,4610,5766,4413,3693,3456,4997
F13B12.2,371,154,232,200,326,205,228,247,354,242,365,295
F13B12.3a,98,33,48,32,47,36,69,62,93,45,71,73
F13B12.4a,27,12,22,20,30,19,38,53,73,45,69,55
F13B12.6,2066,1168,1095,955,1053,1293,1373,1736,1228,1025,669,1427
F13B12.7,0,0,0,0,0,0,0,0,0,0,1,0
F13B6.1,20,9,14,7,21,18,11,13,22,20,15,17
F13B6.2,879,268,513,413,663,385,460,431,748,393,765,509
F13B6.3,93,56,124,51,105,59,53,80,118,77,92,84
F13B9.1a,51,38,39,20,36,35,35,47,44,20,28,41
F13B9.2,25,6,25,17,24,14,29,35,49,27,37,29
F13C5.1,174,49,98,88,111,71,96,117,122,83,116,101
F13C5.2,2134,1221,1614,1113,1593,1511,1604,2239,1885,1546,1477,1983
F13C5.3a,2,0,1,0,1,0,2,4,3,3,4,7
F13C5.5,155,70,110,94,149,68,108,145,124,150,178,136
F13D11.3,172,46,90,92,93,68,54,72,107,80,143,90
F13D11.4,183,89,177,105,173,118,178,278,242,274,259,254
F13D12.10a,30,15,16,27,21,16,23,30,27,15,25,24
F13D12.3,561,303,406,267,476,386,359,479,453,354,407,494
F13D12.5,1676,708,936,976,1110,898,937,1133,971,915,887,1046
F13D12.6,16699,9199,9293,7713,14761,10180,12301,12100,12266,6139,8828,12176
F13D12.8,80,45,63,53,60,46,49,87,84,61,72,66
F13D12.9,365,197,250,162,232,250,256,329,273,237,207,311
F13D2.1a,265,144,175,147,217,139,156,234,227,176,174,223
F13E6.1,2836,1402,2001,1446,2173,1718,1951,2469,2480,1932,2185,2272
F13E6.2,24,12,10,8,14,12,15,35,25,28,19,29
F13E9.1,2891,1450,1535,1592,1692,1547,1748,2192,1650,1814,1406,1844
F13E9.10,0,0,0,1,3,0,0,2,0,0,0,0
F13E9.11a,160,88,140,81,158,125,160,236,217,207,215,213
F13E9.12,16,5,19,13,17,10,8,10,19,14,18,18
F13E9.13,127,54,104,63,116,74,94,87,103,103,110,95
F13E9.14,31,5,18,11,17,7,9,10,6,8,17,11
F13E9.15,18,13,27,10,27,9,17,24,19,19,18,28
F13E9.16,0,0,0,0,1,0,1,0,1,0,0,0
F13E9.4,0,0,0,0,0,0,0,0,0,1,0,0
F13E9.5,4,1,0,3,4,4,1,2,1,1,5,1
F13E9.8,0,0,0,0,0,0,0,0,0,1,0,0
F13E9.9a,2,0,0,0,2,0,0,1,0,0,1,1
F13G3.10a,118,40,66,69,79,48,44,54,65,68,76,63
F13G3.12,92,28,51,47,69,41,48,53,59,54,64,44
F13G3.3a,1,2,0,0,0,0,0,2,0,1,0,0
F13G3.6,988,527,586,535,605,582,575,766,621,649,515,655
F13G3.7a,287,100,169,166,198,138,172,215,205,140,196,223
F13H10.1,14,4,7,8,12,3,3,7,13,9,11,6
F13H10.3a,184,78,104,93,153,109,122,110,125,92,127,123
F13H10.5,64,50,48,42,70,50,83,139,115,123,115,133
F13H10.6a,367,175,279,170,286,213,242,317,283,241,260,346
F13H10.8a,2606,967,1702,1306,1951,1240,1458,1550,1792,1525,1975,1694
F13H10.9,32,21,45,22,29,16,32,42,47,45,37,30
