external_gene_name,Uniq_reads_num.5784560.,Uniq_reads_num.5230459.
F14D7.6b,1,2
F14D7.6c,5,2
F14E5.2a,58,32
F14E5.2b,4,1
F14E5.3,5,43
F14E5.4,18,60
F14E5.5,7,4
F14E5.8,2,26
F14F11.2,6,6
F14F3.3,115,81
F14F7.1,617,1827
F14F9.5,20,38
F14F9.8,1,1
F14H12.1,8,1
F14H12.3,14,45
F14H12.4a,4,6
F14H12.6,7,5
F14H12.7,8,9
F14H3.12,3,3
F14H3.3,259,134
F14H3.4,344,157
F14H3.6,1277,826
F14H8.1b,113,373
F15A2.2,14,36
F15A2.5,41,55
F15A2.6a,1,2
F15A4.10,19,18
F15A4.11,49,27
F15A4.12,21,18
F15A4.2,16,5
F15A4.5,6,18
F15A4.6,103,306
F15B10.1a,38,25
F15B10.2,1374,862
F15B10.3,6,3
F15B9.1,125,123
F15B9.10,691,624
F15B9.3a,13,31
F15B9.5b,4,21
F15B9.7,8,5
F15C11.1,17,26
F15C11.2b,5,3
F15C11.2c,1,1
F15D3.1a,349,394
F15D3.1b,5,4
F15D3.6,475,334
F15D3.7,509,414
F15D4.2,140,86
F15D4.3,174,106
F15D4.5,23,110
F15D4.6,2,7
F15D4.8,8,35
F15E11.15a,1,2
F15E6.2,19,33
F15E6.3,7,5
F15E6.4,55,85
F15G9.1a,14,33
F15G9.4a,16,65
F15G9.4b,6,11
F15G9.5,9,27
F15H10.1,507,692
F15H10.3,307,166
F16A11.1a,2,3
F16B12.4,161,139
F16B3.1,4,3
F16B4.12b,1,1
F16B4.4,4,14
F16B4.5b,2,2
F16B4.9,1,1
F16C3.2,7,3
F16D3.2,1894,1121
F16F9.5,4,6
F16H11.1,11,10
F16H11.3,361,159
F16H11.5,75,71
F16H6.10,10,6
F17A9.2,1227,775
F17A9.3,79,136
F17A9.4,131,211
F17B5.8,2,3
F17C11.1,146,188
F17C11.10,3250,1560
F17C11.11a,54,60
F17C11.13,1,2
F17C11.17,337,528
F17C11.2,3,13
F17C11.4,49,107
F17C11.5,14,39
F17C11.6,17,41
F17C11.7a,133,67
F17C11.8,629,361
F17C11.9b,27,24
F17C8.2,1,10
F17C8.4,114,223
F17C8.9,10,28
F17E5.1a,13,25
F17E9.1,4,1
F17E9.10,15,2
F17E9.4,388,301
F17H10.1,390,658
F17H10.2b,160,206
F18A1.2,1639,798
F18A1.4a,8,4
F18A1.5,2683,1564
F18A1.6b,2,2
F18A1.7,3245,1663
F18A1.8,450,282
F18A11.1,777,416
F18A11.3,43,43
F18C12.2b,23,12
F18C12.3,313,236
F18C12.4,1,8
F18C5.10,922,1546
F18C5.2,1627,910
F18C5.4,61,181
F18C5.5,19,31
F18E2.1,416,722
F18E2.2,2210,1145
F18E3.13,14,6
F18E3.7a,54,136
F18E9.3,23,34
F18E9.4,1,1
F18F11.1,27,37
F18F11.5,14,18
F18G5.3,10,31
F18G5.4,2,2
F18G5.6,82,160
F18H3.1,21,31
F18H3.3a,775,1511
F18H3.4,276,424
F18H3.5a,90,58
F19B10.1,63,48
F19B10.2,78,41
F19B2.5,5492,10153
F19B6.1b,79,37
F19B6.2a,891,632
F19C7.1,498,1002
F19C7.2,23,97
F19C7.3,9,12
F19C7.7,3,1
F19F10.12,638,358
F19G12.10,6,6
F19H6.1,16,35
F19H8.1,422,956
F19H8.2,60,131
F20A1.1,63,172
F20A1.10,44,102
F20A1.6a,3,3
F20B4.6,17,49
F20B6.2,1842,1891
F20B6.9,1,2
F20C5.1b,27,27
F20C5.2c,4,2
F20C5.3c,240,144
F20C5.6,50,60
F20D1.1,90,66
F20D1.10,33,37
F20D1.2,361,268
F20D1.3,1446,1323
F20D1.9,168,237
F20D12.2,1740,1090
F20D12.4,2488,1416
F20D12.5,10,13
F20D6.4b,20,34
F20D6.4d,1,1
F20D6.6,7,61
F20D6.8,5,12
F20G2.2,86,96
F20G2.3a,5,15
F20G4.3,10022,5816
F20H11.1,459,275
F20H11.2,3229,1876
F20H11.3,6258,5479
F20H11.4,14,119
F20H11.5,938,1220
F21A10.1b,2,8
F21A3.3,1,7
F21C10.10,808,1834
F21C10.11a,1,1
F21C10.3b,3,2
F21C10.8b,1,4
F21C10.9,24,24
F21C3.3,178,146
F21C3.4a,23,8
F21C3.4b,7,6
F21C3.5,541,315
F21D12.3,10,15
F21D5.1,1982,858
F21D5.2,860,437
F21D5.3,45,51
F21D5.4,71,55
F21D5.5,378,182
F21D5.6,716,407
F21D5.7,1754,1128
F21E9.3,15,27
F21F3.1,135,311
F21F3.3,5,148
F21F3.5,4,28
F21F3.6,1499,1524
F21F3.7,89,76
F21F8.3,3137,4171
F21F8.4,192,217
F21F8.7,6583,7279
F21G4.1,24,36
F21G4.4,43,27
F21H11.2a,1383,557
F21H12.1,622,341
F21H12.5,343,271
F21H12.7,1,3
F21H7.1,15,4
F21H7.5,25,353
F22A3.2,75,180
F22A3.6a,1880,4183
F22A3.6b,1,1
F22B3.1,60,23
F22B3.2,4,4
F22B5.1,184,92
F22B5.10,596,476
F22B5.2,857,597
F22B5.3,3,6
F22B5.4,2,9
F22B5.5,22,97
F22B5.6,11,25
F22B5.7,4774,2680
F22B5.9,1814,1078
F22B7.13,176,100
F22B7.5a,30,32
F22B7.5b,65,44
F22B7.6a,186,100
F22B7.9,70,82
F22B8.6,25,30
F22B8.7,54,104
F22D3.2c,272,222
F22D3.6,25,18
F22D6.1,39,125
F22D6.12,1,11
F22D6.15,7,17
F22D6.2,1741,1617
F22D6.3a,2536,1356
F22D6.4,339,350
F22D6.5a,2898,1569
F22D6.6,1107,632
F22D6.8,28,13
F22D6.9,200,167
F22E10.3,17,61
F22E12.4c,2,1
F22E5.13,9,17
F22E5.9,104,60
F22F1.1,99,144
F22F1.3,1,2
F22F4.1,6,2
F22F4.2,528,225
F22F4.4,52,91
F22F7.1a,83,114
F22F7.5,64,29
F22G12.4,606,369
F22H10.3,214,312
F23A7.1,4,2
F23B12.4a,32,60
F23B12.5,3578,2583
F23B12.6,1023,574
F23B12.7,2415,1307
F23B12.8b,5,3
F23B12.9,2,9
F23B2.11,34,54
F23B2.13,53,77
F23B2.4,7,12
F23B2.5a,1,8
F23B2.6,2518,1531
F23C8.13,1,1
F23C8.3,3,1
F23C8.4,1095,652
F23C8.5,950,1105
F23C8.6,784,672
F23C8.8,51,119
F23C8.9,328,214
F23D12.11,93,257
F23D12.6,3,8
F23D12.7,19,60
F23F1.1,446,265
F23F1.10,108,71
F23F1.2,1,4
F23F1.3,5,7
F23F1.4,25,35
F23F1.5,515,326
F23F1.8a,25,5
F23F1.9,812,565
F23F12.12,15,33
F23F12.3,6,5
F23F12.6,2988,1969
F23F12.9a,1,3
F23H11.1,588,291
F23H11.3,910,657
F23H11.4a,431,254
F23H11.5,1096,1284
F23H11.7,9,29
F23H11.8a,1,1
F23H11.9a,18,19
F23H12.1,20,34
F23H12.2,443,364
F23H12.3b,2,4
F23H12.4,52,47
F23H12.8,18,71
F23H12.9a,19,40
F23H12.9b,21,84
F25B3.4,26,58
F25B3.5,44,57
F25B3.6,3138,1829
F25B4.1,513,550
F25B4.2,150,100
F25B4.4,219,133
F25B4.6,282,195
F25B4.7,448,305
F25B4.8a,11,5
F25B4.9,61,204
F25B5.2,1591,879
F25B5.3e,14,19
F25B5.4a,9605,7592
F25B5.6a,13,19
F25B5.7a,257,164
F25C8.4,22,50
F25D1.1a,85,79
F25D1.5,3,1
F25D7.1,796,604
F25D7.2,1544,1046
F25E2.2b,321,590
F25E2.3,8,27
F25E2.5a,181,126
F25E5.5,23,50
F25E5.8a,34,65
F25F8.2,5,8
F25G6.3a,5,9
F25G6.4,2,4
F25G6.8,874,537
F25H2.1,166,81
F25H2.10,25885,19958
F25H2.11,5493,4585
F25H2.12a,14,13
F25H2.13,1319,784
F25H2.2,207,135
F25H2.4,660,399
F25H2.5,7989,5489
F25H2.6,1224,766
F25H2.8,1710,1085
F25H2.9,1870,1126
F25H5.1b,2,7
F25H5.1f,9,29
F25H5.3a,37,34
F25H5.3b,4,22
F25H5.3c,4,9
F25H5.4,57649,38253
F25H5.6,121,75
F25H5.8,72,118
F25H8.1a,10,10
F25H8.2,886,428
F25H8.5b,101,296
F25H9.6,262,130
F25H9.7,40,30
F26A1.1,1081,635
F26A1.10,3,32
F26A1.9,1,4
F26A3.1,199,184
F26A3.3,3252,1767
F26A3.4,33,79
F26A3.5,11,107
F26A3.7,526,306
F26A3.8,1272,732
F26B1.3,5122,2510
F26B1.8,27,370
F26D10.10,2330,1093
F26D10.3,83855,69169
F26D10.9a,168,338
F26D11.11b,301,236
F26D11.12,15,29
F26D12.1a,14,18
F26D2.2,1023,824
F26E4.1,1911,1230
F26E4.10a,5,5
F26E4.11,1385,984
F26E4.2,5,14
F26E4.3,55,49
F26E4.4,1107,736
F26E4.5,4,45
F26E4.6,1064,1247
F26E4.8,6587,4179
F26E4.9,975,1080
F26F12.1a,3834,8304
F26F12.2,2,11
F26F12.3a,65,122
F26F12.7,5464,3194
F26F12.8,1,2
F26F2.7,641,356
F26F2.8,1,4
F26F4.1,1306,706
F26F4.10a,2265,1326
F26F4.10c,1,1
F26F4.11,464,274
F26F4.12,223,131
F26F4.13,101,63
F26F4.2,18,83
F26F4.4,921,681
F26F4.5,513,302
F26F4.6,508,281
F26F4.8,181,158
F26F4.9a,253,153
F26G1.2b,27,23
F26G1.4,5,14
F26G1.7,11,92
F26G1.9,1,1
F26G5.1a,4,1
F26G5.1b,8,6
F26G5.9,1889,1262
F26H11.1,515,264
F26H11.2f,445,342
F26H11.5,166,240
F26H11.6,342,183
F26H9.1,870,469
F26H9.2,1025,594
F26H9.4,193,149
F26H9.5,718,479
F27B10.1,5,8
F27B3.6,16,12
F27C1.1,45,531
F27C1.2a,17,10
F27C1.2b,55,35
F27C1.3,2,35
F27C1.4,9,12
F27C1.6,1010,597
F27C1.7b,51,37
F27C1.8,52,27
F27C8.4,92,75
F27C8.6,3950,1932
F27D4.1,1278,1229
F27D4.2a,734,451
F27D4.4a,1597,1079
F27D4.5,583,532
F27D4.8,68,47
F27D9.1a,197,144
F27D9.2,16,17
F27D9.5,1483,2225
F27D9.6,28,38
F27E11.1,2,5
F27E11.2a,3,3
F27E11.3a,2,1
F27E5.1,169,262
F27E5.4,1,2
F27E5.7,2,2
F27E5.9,2,2
F28A10.6,552,721
F28A12.3,4,11
F28A12.4,89,611
F28B12.1,2,10
F28B12.2a,2,1
F28B12.3,2399,1194
F28B12.6,1,3
F28B3.10,142,113
F28B3.4,289,152
F28B3.5a,191,104
F28B3.6,116,92
F28B3.7a,3801,2188
F28B3.9,153,105
F28B4.4,1,5
F28C1.2,71,71
F28C6.10,1,7
F28C6.2,817,438
F28C6.3,887,434
F28C6.5,54,36
F28C6.6,1595,930
F28C6.7a,1226,999
F28C6.7b,1,1
F28C6.8,215,145
F28D1.1,1334,719
F28D1.10,1849,906
F28D1.11,112,70
F28D1.2,26,23
F28D1.5,38,236
F28D1.7,6275,5275
F28D1.9,28,30
F28D9.4,188,95
F28E10.1e,1,1
F28F5.3b,1,1
F28F5.6,27,21
F28F8.1,9,14
F28F8.2,133,321
F28F8.3,129,105
F28F8.5,238,170
F28F8.6,592,387
F28F8.9a,185,121
F28F8.9c,37,13
F28F9.1,1,3
F28H1.1,128,175
F28H1.2,2493,5928
F28H1.3,3510,2039
F28H1.4a,3,5
F28H6.1a,7,26
F28H6.2,5,3
F28H7.3,130,393
F29A7.6,146,68
F29B9.1,138,115
F29B9.10,89,51
F29B9.11,1076,1222
F29B9.2a,4,6
F29B9.2b,16,17
F29B9.4a,263,162
F29B9.5,60,76
F29B9.6,1646,1115
F29B9.7,3,50
F29C12.3c,829,505
F29C12.4,1481,983
F29C4.1a,6,1
F29C4.2,252,419
F29C4.6,407,236
F29C6.1a,82,134
F29D10.4,1651,953
F29D11.2,2281,1231
F29F11.1,1751,885
F29F11.3,334,209
F29F11.6,927,638
F29G6.3a,2620,3861
F29G9.1,144,74
F29G9.2a,37,40
F29G9.3,204,131
F29G9.4b,28,60
F29G9.5,3331,2256
F30A10.1,16,16
F30A10.10,3568,1965
F30A10.12,4,67
F30A10.13a,3,3
F30A10.14,25,58
F30A10.3,749,377
F30A10.6,1481,991
F30A10.9,220,183
F30B5.1,49,16
F30B5.4,235,175
F30B5.7,1,5
F30F8.10a,37,27
F30F8.3,649,335
F30F8.8,895,507
F30F8.9a,23,18
F30F8.9b,10,6
F31B12.1d,1,3
F31B12.3f,11,11
F31B9.3,64,54
F31C3.1,1476,2139
F31C3.4,503,269
F31C3.6a,11,23
F31D4.1,326,214
F31D4.3,5412,4426
F31D4.4,43,73
F31D4.8,8,23
F31D4.9,111,173
F31D5.2,17,25
F31E3.1,19,27
F31E3.2b,14,26
F31E3.3,946,571
F31E3.5,119501,83261
F31E9.6,22,10
F31F6.6,29,51
F31F7.1a,2,19
F32A11.1,458,314
F32A11.2,473,266
F32A11.3,35,356
F32A5.2a,2,5
F32A5.2b,2,2
F32A5.3,448,637
F32A5.4a,317,467
F32A5.6,16,35
F32A5.7,171,114
F32A6.4a,130,137
F32A7.3a,1,1
F32A7.4,928,504
F32A7.6,61,86
F32B4.2,15,144
F32B5.4,2,16
F32B5.8,2064,4501
F32B6.1,79,68
F32B6.3,375,208
F32B6.4,7,92
F32B6.5,71,925
F32B6.6,18,180
F32B6.8b,26,22
F32D1.10,5622,3066
F32D1.2,283,414
F32D1.5,2904,1963
F32D1.6,658,344
F32D1.7,787,396
F32D8.11,2,3
F32D8.12a,4,5
F32D8.13,34,12
F32D8.14,721,412
F32D8.4,286,144
F32D8.5a,11,2
F32D8.5b,4,1
F32D8.6,674,588
F32D8.9,18,48
F32E10.2,505,409
F32E10.3,11,15
F32E10.4,2879,1646
F32E10.5,466,324
F32E10.6,2470,1582
F32E10.9,83,46
F32G8.4,131,240
F32G8.6,80,91
F32H2.2,123,90
F32H2.3,3233,1814
F32H2.4,449,277
F32H2.7,35,274
F32H5.1,45,59
F32H5.7,16,23
F33A8.1,2027,1229
F33A8.2,7,14
F33A8.3,965,1153
F33A8.4,888,456
F33A8.5,632,604
F33A8.7,4,3
F33C8.1b,6,3
F33C8.3,62,161
F33C8.4,16,49
F33D11.10,1221,769
F33D11.11,1056,770
F33D11.12,354,208
F33D11.2,8,68
F33D11.3,1,1
F33D11.9a,742,425
F33D4.1a,4,2
F33D4.3,4,21
F33D4.4,531,375
F33D4.5,1236,698
F33D4.6b,11,11
F33D4.7,85,48
F33D4.8,120,90
F33E11.1,8,6
F33E11.3,941,557
F33E11.6a,7,3
F33E11.6b,192,110
F33E2.2c,274,212
F33E2.4,2,1
F33E2.5,30,17
F33G12.2,182,118
F33G12.3,518,320
F33G12.4,1030,572
F33G12.5,1772,1112
F33G12.6a,12,15
F33G12.7,134,72
F33H1.1a,47,26
F33H1.2,682,300
F33H1.3,1435,724
F33H12.7,23,5
F33H2.3,344,209
F33H2.6,401,241
F33H2.7,68,30
F34D10.2,1133,611
F34D10.3,5,6
F34D10.5,1,6
F34D10.6b,3,5
F34D10.8,3,21
F34D6.3,7,8
F34H10.3,50,36
F35A5.2,9,24
F35A5.3,7,8
F35A5.4,3,2
F35A5.8a,2,1
F35A5.8b,3,5
F35B12.10,3,7
F35B12.2,8,15
F35B12.3,92,224
F35B12.5,1476,870
F35B12.6,1,9
F35B12.7,42,75
F35B12.9,36,114
F35B3.4,10,2
F35C11.1,2,6
F35C11.5,851,440
F35C11.6,34,79
F35C11.7,4,5
F35C12.2a,2,4
F35C5.1,1,12
F35C5.11,1,3
F35C5.12,12,10
F35C5.6,2058,3607
F35C5.8,187,185
F35C5.9,27,16
F35C8.4,169,182
F35C8.5,229,392
F35C8.6,223,524
F35D11.1,2,1
F35D11.3,134,179
F35D11.4,48,50
F35D11.5,144,121
F35D11.7,1,1
F35D2.3,10,5
F35D6.1b,105,66
F35E12.6,260,732
F35E12.8a,23,17
F35E12.9b,3,4
F35E8.11,3,1
F35E8.12,7,1
F35E8.8,6,4
F35F10.6,7,23
F35G12.10,3172,1759
F35G12.11,111,58
F35G12.12,761,508
F35G12.1a,782,616
F35G12.2,1627,1084
F35G12.3a,654,382
F35G12.3b,72,35
F35G12.5,285,147
F35G12.6,5,4
F35G12.7,76,42
F35G12.9,150,94
F35G2.1a,194,121
F35G2.2,151,116
F35G2.4,36,75
F35H10.10,129,226
F35H10.4,684,1193
F35H10.6,169,128
F35H10.7,542,339
F35H12.3,148,76
F35H12.5a,27,23
F35H8.2,7,4
F35H8.6,219,224
F36A2.10,15,193
F36A2.11,2,42
F36A2.12,6,53
F36A2.1a,8,2
F36A2.1d,2,3
F36A2.2,596,363
F36A2.3,273,387
F36A2.4,7,13
F36A2.6,8840,7192
F36A2.7,3715,4861
F36A2.8,109,78
F36A2.9b,135,59
F36A4.10,30,80
F36D1.1,60,45
F36D1.7,3,1
F36D3.1,162,93
F36D3.4,5,148
F36D4.2,235,148
F36D4.3a,6,5
F36D4.3b,5,2
F36D4.3c,1,2
F36D4.5a,12,10
F36F12.3b,1,1
F36F12.4,5,1
F36F12.7,2,7
F36F12.8,181,93
F36F2.1a,3,5
F36F2.3a,2256,1571
F36F2.4,456,321
F36F2.6,1131,751
F36F2.7,1,6
F36G3.1,81,127
F36G3.2,13,37
F36G9.14,1,3
F36H1.1,733,669
F36H1.10a,7,8
F36H1.2b,24,22
F36H1.2d,1,1
F36H1.4c,12,15
F36H1.6,921,862
F36H12.1,4,15
F36H12.2,165,115
F36H12.4,5,25
F36H12.7,11,144
F36H12.8,7,120
F36H2.1b,27,26
F36H2.2,597,319
F36H5.2a,25,34
F36H9.3,321,232
F37A4.1,1767,1007
F37A4.2,702,376
F37A4.8,3236,1769
F37A4.9,1606,753
F37A8.4,29,72
F37B1.1,26,94
F37B1.2,4,5
F37B1.4,19,24
F37B12.2,1112,753
F37B12.3,371,252
F37B4.2,11,45
F37B4.7,937,515
F37C12.1,734,537
F37C12.10,14,10
F37C12.11,2051,2107
F37C12.13a,619,402
F37C12.18,9,94
F37C12.2,926,587
F37C12.3,490,460
F37C12.4,6490,5095
F37C12.7,5349,3091
F37C12.9,11531,9499
F37C4.2,2,12
F37C4.5a,529,876
F37D6.1,1411,814
F37D6.2b,7,2
F37D6.2c,42,15
F37D6.6,8,11
F37E3.1,1843,944
F37E3.3,5,103
F37H8.1,27,14
F37H8.3a,11,15
F37H8.4,2,35
F37H8.5,991,2176
F38A1.1,32,73
F38A1.5,28,67
F38A3.1,149,225
F38A3.2,36,50
F38A5.13,3138,1617
F38A5.1a,13,8
F38A5.2a,31,27
F38A5.2b,10,15
F38A5.3a,60,25
F38A5.6,2,40
F38A5.7,89,82
F38A6.3b,5,2
F38A6.3d,5,11
F38A6.4,1,2
F38A6.5,54,86
F38B2.4a,203,380
F38B2.6,10,27
F38B6.5a,2,1
F38B7.2b,4,2
F38B7.5,930,449
F38C2.4,1,3
F38E1.3,12,72
F38E1.7,987,520
F38E1.9,338,158
F38E11.1,56,113
F38E11.2,391,664
F38E11.3,43,74
F38E11.7,1,3
F38E9.5,152,153
F38H4.10,237,143
F38H4.6,2,46
F38H4.7,901,507
F38H4.8a,205,140
F38H4.9,1602,1013
F39B2.1,1183,666
F39B2.10,3922,3310
F39B2.11,1063,661
F39B2.2,1021,770
F39B2.3,279,214
F39B2.4b,6,7
F39B2.5,174,128
F39B2.6,4699,4238
F39B2.7,100,66
F39B3.2,3,1
F39C12.2b,2,3
F39E9.11,4,5
F39F10.4,2,2
F39G3.5a,2,8
F39G3.7,49,62
F39G3.8,32,31
F39H11.1,426,306
F39H11.2b,8,8
F39H11.3,1911,1131
F39H11.5,1777,985
F39H12.1,62,31
F39H12.3,97,218
F39H2.1,19,46
F39H2.2a,129,70
F39H2.3,411,276
F39H2.4,392,198
F39H2.5,687,427
F40A3.1,25,40
F40A3.2,67,153
F40A3.3a,71,53
F40A3.4,2,1
F40A3.6,124,247
F40B5.1,39,19
F40E10.1,3,3
F40E10.3,1775,3372
F40E10.5,3,9
F40E10.6,615,919
F40E3.2,568,316
F40E3.5,10,79
F40F11.1,10841,8784
F40F11.3,286,300
F40F12.5,2647,1975
F40F12.7,124,136
F40F12.9a,3,3
F40F4.2,2370,4523
F40F4.3,251,507
F40F4.4a,8,20
F40F4.7,137,133
F40F8.1,423,244
F40F8.10,8888,7240
F40F8.11,1374,791
F40F8.12,1,1
F40F8.4,34,90
F40F8.5,732,1411
F40F8.7,450,613
F40F8.9,236,88
F40F9.1a,1,3
F40F9.2,82,82
F40F9.3,15,126
F40F9.6a,5,10
F40F9.6b,27,13
F40F9.7a,15,22
F40F9.9,19,24
F40G9.11,364,223
F40G9.17,158,95
F40G9.2,16,12
F40G9.3,847,556
F40G9.5,10,9
F40H3.1b,63,84
F40H3.2,6,24
F40H3.4,3,12
F40H6.1,2,42
F41B4.1,144,225
F41B4.3,39,42
F41B4.4b,10,22
F41B5.3,5,15
F41C3.11,7,27
F41C3.2,55,98
F41C3.4,217,143
F41C3.5,4754,10488
F41C3.8a,9,15
F41C6.1,7,9
F41D9.2b,2,4
F41D9.5,3,11
F41E6.12,16,11
F41E6.13a,44,30
F41E6.13b,3,1
F41E6.15,15,44
F41E6.2,336,797
F41E6.5b,2,6
F41E6.6,438,859
F41E6.9,1064,682
F41E7.2,13,32
F41E7.4,9,13
F41E7.5,31,65
F41F3.2,65,58
F41F3.3,61,34
F41F3.4,1361,1710
F41G3.1,6,14
F41G3.10,149,502
F41G3.12,6,12
F41G3.14,224,133
F41G3.4,6,23
F41G3.5,6,44
F41G3.6,620,276
F41G4.2b,615,902
F41G4.3a,12,28
F41G4.4,1,5
F41G4.8,10,33
F41H10.11,915,634
F41H10.3a,488,277
F41H10.4,597,411
F41H10.6a,35,26
F41H10.6c,5,10
F41H10.7,231,177
F41H10.8,93,195
F42A10.1,2487,1391
F42A10.3,43,149
F42A10.4a,7,12
F42A10.4b,23,16
F42A10.5,1868,969
F42A10.6,193,404
F42A10.7,69,280
F42A10.9,84,119
F42A8.1,30,91
F42A8.2,2832,2598
F42A8.3,532,302
F42A9.2,1197,831
F42A9.3,1,31
F42A9.5,41,70
F42A9.6,108,35
F42A9.8,76,36
F42C5.10,491,787
F42C5.7,92,154
F42C5.8,27512,22805
F42C5.9,223,396
F42D1.2,310,570
F42D1.3,10,21
F42E11.2a,41,34
F42E11.4,252,555
F42F12.2,9,36
F42F12.4,14,42
F42F12.7,66,340
F42F12.9,32,55
F42G10.2,53,36
F42G4.2,15,188
F42G4.3a,718,1460
F42G4.5b,2,4
F42G4.7,83,68
F42G8.10a,568,572
F42G8.11,83,81
F42G8.12,1582,1720
F42G8.4,35,63
F42G8.5,21,15
F42G8.6,292,138
F42G9.1a,59,32
F42G9.2,17,7
F42G9.5a,41,32
F42G9.6b,64,45
F42G9.6c,11,6
F42G9.9b,1,1
F42H10.6,35,27
F43C1.2a,1249,648
F43C1.3,272,147
F43C1.4,161,110
F43C1.5,8,16
F43C1.6,320,192
F43C1.7,2,1
F43C11.3,16,27
F43C11.7,24,56
F43C11.9,111,61
F43C9.2,51,153
F43D2.1,624,308
F43D2.4a,8,14
F43D2.6,55,158
F43D9.3b,4,5
F43D9.4,15823,12523
F43D9.5,121,82
F43D9.6,47,40
F43E2.1,284,282
F43E2.2,769,573
F43E2.3,19,36
F43E2.4,2013,1394
F43E2.5,2773,2431
F43E2.7a,1750,1253
F43G6.11a,37,72
F43G6.4,14,26
F43G6.7,40,28
F43G6.8,32,60
F43G6.9,5115,2788
F43G9.1,2332,1923
F43G9.10,2570,1532
F43G9.13,164,112
F43G9.2a,175,133
F43G9.2b,12,8
F43G9.3,156,153
F43G9.4,494,310
F43G9.5,869,492
F43G9.9,1746,1080
F43H9.1,46,62
F43H9.2a,3,3
F43H9.2b,5,26
F43H9.3,264,131
F43H9.4,12,27
F44A2.1b,732,387
F44A2.3,8,8
F44A2.5b,24,43
F44A6.1a,17,22
F44A6.1b,26,31
F44A6.2,192,92
F44A6.4,12,31
F44A6.5,13,14
F44B9.10,2,1
F44B9.2,119,239
F44B9.4a,435,224
F44B9.5,353,271
F44B9.6,2603,1769
F44B9.7,1112,632
F44C4.3,2367,5834
F44C4.4a,96,53
F44C4.5,19,24
F44C8.10,15,26
F44C8.2,19,19
F44C8.4,24,36
F44C8.5a,1,2
F44C8.8,25,28
F44D12.2,48,75
F44D12.3,10,78
F44D12.4,59,747
F44D12.5,10,106
F44D12.9a,31,31
F44E2.2c,2059,1061
F44E2.6a,10,5
F44E2.7a,39,14
F44E2.7c,9,9
F44E2.8,1305,631
F44E2.9,68,39
F44E5.1,615,915
F44E7.2,122,71
F44E7.4b,65,40
F44E7.5a,201,163
F44E7.9,187,116
F44F4.11,502,805
F44F4.2,1426,641
F44F4.6,1,2
F44F4.7,1,3
F44F4.9,1,12
F44G3.14,2,4
F44G3.6,69,89
F44G4.1,1247,792
F44G4.2,708,714
F44G4.3,72,48
F44G4.4a,1,4
F44G4.4c,26,22
F44G4.8b,8,12
F45B8.1,97,74
F45B8.2,24,20
F45C12.4,3,3
F45C12.7,96,38
F45D11.9,58,37
F45D3.2,10,18
F45D3.3,24,94
F45D3.4a,395,590
F45D3.4b,4,12
F45D3.5,1531,994
F45E1.1,3,5
F45E1.6,50,115
F45E10.1a,3,2
F45E10.2b,42,50
F45E12.1,402,239
F45E12.3,1027,635
F45E12.5a,229,123
F45E12.5b,302,228
F45E12.6,1,1
F45E4.1,13,14
F45E4.11,23,39
F45E4.2,2074,1460
F45E4.5,3,2
F45E4.8,34,64
F45E4.9,853,430
F45F2.10,2180,1162
F45F2.3,13,34
F45F2.9a,62,38
F45G2.10,249,181
F45G2.2a,17,7
F45G2.3,981,480
F45G2.4,482,324
F45G2.7,84,54
F45G2.8,142,95
F45G2.9,29,28
F45H10.2,357,436
F45H10.3,577,531
F45H10.4,12,27
F45H11.2,509,398
F45H11.5,44,30
F45H11.6,2,9
F46A9.1,9,184
F46A9.2,4,50
F46A9.4,1605,928
F46A9.5,1259,1206
F46A9.6,76,43
F46B3.4b,4,17
F46B6.12,186,151
F46B6.3a,1,4
F46B6.3b,112,63
F46B6.7,5336,3528
F46C3.1,1283,1804
F46C3.6,1,9
F46C5.1,1,2
F46C5.10,4,6
F46C5.2,2,1
F46C5.4,1,1
F46C5.8,503,292
F46C5.9,1278,849
F46C8.1,2,2
F46C8.3,30,52
F46C8.6,7,5
F46E10.11,3,7
F46E10.1a,13,18
F46E10.2,2,1
F46E10.8,41,35
F46E10.9,699,579
F46F11.10,208,114
F46F11.2,18016,7628
F46F11.4,77,77
F46F11.5,982,1322
F46F11.6,1155,734
F46F11.7,139,92
F46F11.8,660,408
F46F2.2a,1,1
F46F2.2c,1,5
F46F2.3,90,265
F46F3.4a,210,103
F46F5.6,1,37
F46F6.1a,249,254
F46F6.4a,3,5
F46G10.1a,97,170
F46G10.2,16,39
F46G10.4,20,12
F46G10.5a,147,319
F46G10.6,133,361
F46G11.2,3,2
F46H5.3a,263,531
F46H5.7a,858,1844
F46H5.7c,4,6
F46H6.1,229,304
F46H6.2a,12,19
F46H6.5,1,1
F47A4.5,432,415
F47B10.1,553,524
F47B10.5,15,22
F47B10.7,48,62
F47B10.9,59,63
F47B7.1,71,171
F47B7.7a,14,25
F47B8.10,5,18
F47B8.11,29,216
F47B8.3,16,43
F47B8.8,11,46
F47C10.2,1,3
F47D12.4b,2,2
F47D12.4c,43,24
F47D12.6,12,11
F47G3.2,29,8
F47G4.3,10,10
F47G4.4,93,34
F47G4.7,427,680
F47G6.1,33,21
F47G6.3,2,75
F47G9.1,999,725
F47H4.1,216,145
F48A11.1,64,50
F48A11.4,431,273
F48A9.1,19,27
F48B9.4,7,21
F48C1.5,402,269
F48C1.6,786,555
