external_gene_name,L4440_1,L4440_2,L4440_3,Y37A1B_5_1,Y37A1B_5_2,Y37A1B_5_3
F47G4.13,0,0,0,0,0,0
ZK617.11,0,0,0,0,0,0
C25A11.7,0,0,0,0,0,0
C23F12.8,0,0,0,0,0,0
F07G11.10,0,0,0,0,0,0
C12C8.6,0,0,0,0,0,0
F18G5.10,0,0,0,0,0,0
K08A8.14,0,1,0,1,0,1
F47B8.17,0,0,0,0,0,0
F57B7.8,0,0,0,0,0,0
R13H7.19,0,0,0,0,0,0
F59C12.9,0,0,0,0,0,0
F53B1.11,0,0,0,1,0,0
F35G2.13,0,0,0,0,0,0
Y38F2AL.8,0,0,0,0,1,0
C09D8.8,0,0,0,0,0,0
W06D12.8,0,0,0,0,0,0
C40H5.12,0,0,0,0,0,0
K11G9.10,0,0,0,0,0,0
F47G3.8,0,0,0,0,0,0
F55A8.5,0,0,0,0,0,0
C08F8.12,1,2,0,0,0,1
C09D8.9,0,0,0,0,0,0
C24A11.11,0,0,0,0,0,0
C47E8.13,0,0,0,0,0,0
W09B12.4,0,0,0,0,0,0
ZC190.13,0,0,0,0,0,0
F55A12.14,0,0,0,0,1,0
Y38C1BA.5,0,0,0,0,1,0
F09A5.13,0,0,0,0,0,0
F58A3.7,0,0,0,0,0,0
ZK1025.14,0,0,0,0,0,0
T02C5.6,0,0,0,0,0,0
K02H8.3,0,0,0,0,0,0
F22E12.8,0,0,0,0,0,0
F52B5.9,0,0,0,0,0,0
C24A11.12,0,0,0,0,0,1
C56E10.5,0,0,1,0,0,0
Y58A7A.10,0,0,0,0,0,0
C24D10.47,0,0,0,0,0,0
R09F10.15,0,0,0,0,1,0
R03D7.12,0,0,0,0,0,0
ZK1128.10,0,1,0,0,0,0
C30A5.13,0,0,0,0,0,0
C10F3.12,0,0,0,0,0,0
ZK662.7,0,0,0,0,0,0
C35A11.8,0,0,0,0,0,0
T06A1.8,0,0,0,1,0,0
K02G10.11,0,0,0,0,0,0
C06A1.11,0,1,0,0,1,0
C24A8.10,0,0,0,0,0,0
C09B7.7,1,0,1,0,1,0
C08C3.9,0,0,0,0,0,0
T02C12.6,0,0,0,0,0,0
K03E5.6,0,0,0,0,0,0
R04F11.16,0,0,0,0,0,0
F58F12.9,0,0,0,0,0,0
Y41E3.458,0,0,0,0,0,0
D2024.14,0,0,0,0,0,0
H28G03.8,0,0,0,0,0,0
F32G8.9,0,0,0,0,0,0
M03C11.10,0,0,1,0,0,0
F59G1.11,0,0,0,0,0,0
F32A6.9,0,0,0,0,0,0
F25H8.11,0,0,0,0,0,0
F36F2.11,0,0,0,0,1,0
F56H11.11,1,2,2,0,2,0
F07C3.14,0,0,1,1,0,1
H01G02.10,0,0,0,0,0,0
ZK525.6,0,1,0,1,0,0
C43F9.16,0,2,0,0,1,1
C43G2.28,0,0,0,0,0,0
K11H3.10,0,1,0,0,0,0
W04D2.9,0,0,0,0,0,0
T05B4.17,1,0,0,0,0,0
C16B8.7,0,0,1,0,0,0
F26F12.13,3,14,0,0,4,3
F12F3.6,0,0,0,0,0,0
C36F7.16,0,0,0,0,0,0
E03A3.11,0,0,0,0,0,0
F56H6.17,0,0,0,0,0,0
C50A2.5,0,0,0,0,0,0
K06G5.7,0,0,0,0,0,0
F58B6.7,0,0,0,0,0,0
M79.10,0,0,0,0,0,0
C04F12.15,0,0,0,0,0,0
C48A7.10,0,0,0,0,0,0
C34F11.11,1,4,1,1,1,1
C04C11.12,0,0,0,0,0,0
F35A5.11,0,0,0,0,0,0
T06H11.12,0,0,0,0,0,0
R11B5.7,0,0,0,0,0,0
Y60A3A.35,0,0,0,0,0,0
C47G2.16,0,0,0,0,0,0
T06H11.13,0,0,0,0,0,0
C46A5.14,0,0,0,0,0,0
W06H8.11,1,1,1,0,0,0
T21D9.5,1,0,2,0,0,0
F14D1.3,0,0,0,0,0,0
M03A1.10,0,0,0,0,0,0
VC5.8,0,0,0,0,0,0
F38B6.12,0,0,0,0,0,0
T22B7.12,0,0,0,0,0,0
T10H9.10,0,0,0,0,0,0
Y53C10A.19,0,0,0,0,0,0
T04F8.13,0,0,0,0,0,0
F16F9.11,0,0,0,0,0,0
C14A11.10,0,0,0,0,0,0
F31F7.6,2,1,0,0,0,1
ZK381.45,0,0,0,0,1,0
E02C12.15,0,0,0,0,0,0
C24A8.11,0,0,0,0,0,0
ZK287.12,0,0,0,0,0,0
W02B12.17,0,0,1,0,0,0
F16F9.12,0,0,0,2,0,0
Y73F8A.1168,0,0,0,1,1,0
F56F3.11,2,0,0,0,1,1
F46C5.11,0,0,0,0,0,0
ZK381.46,0,0,0,0,0,0
F56D12.11,0,0,0,0,0,0
F12D9.11,0,0,0,0,0,0
T26E3.15,0,0,0,0,0,0
C11G6.6,0,0,0,0,0,0
W05B2.12,0,0,0,0,0,0
F25H2.16,1,0,1,0,1,1
C34H3.11,0,1,0,1,0,0
F19D8.5,0,0,0,0,0,0
C17H12.31,0,0,0,0,0,0
F52H2.11,0,0,0,0,0,0
T27D12.9,0,0,0,0,0,0
C48A7.11,0,0,0,0,0,0
F41G3.22,0,0,0,0,0,0
T07H6.7,0,0,0,0,0,0
C12D12.9,0,0,1,0,0,0
C53D6.20,0,0,0,0,0,0
F59H5.5,2,1,1,0,1,0
Y18D10A.28,0,1,0,0,0,0
F35A5.12,0,0,0,0,0,2
K07A9.6,0,0,0,0,0,0
ZK973.18,0,0,0,0,0,0
Y57A10A.41,2,0,1,2,2,3
Y48G8AL.18,0,0,0,0,0,0
Y53H1C.8,0,0,0,0,0,0
K08F8.10,0,0,0,0,0,0
D1022.14,0,0,1,0,0,0
K03H4.5,0,0,0,0,0,0
Y54F10BM.19,0,0,0,0,0,0
M03F4.12,0,0,0,0,0,0
C17E4.17,0,0,0,0,0,0
C52E4.15,0,1,1,0,0,3
M88.10,1,0,0,0,0,0
T25E4.3,0,0,0,0,0,0
F59F3.10,0,0,0,0,0,0
F13E6.9,0,0,0,0,0,0
C34D1.10,0,0,0,0,0,0
B0414.10,0,0,0,0,0,0
C06A6.10,0,0,0,0,0,0
C54D2.11,0,0,0,0,0,0
Y38C1AA.16,1,0,2,1,1,1
K03H1.19,1,1,0,0,1,1
B0495.18,0,0,0,0,0,0
C02D4.7,0,0,0,0,0,0
F21C10.14,0,0,0,0,0,0
C43C3.8,0,0,0,1,0,0
F40B5.6,0,0,0,0,2,0
T01D3.9,0,0,0,0,0,0
F18C5.14,1,0,0,0,0,0
F55F3.6,0,0,0,1,0,0
B0336.15,1,0,0,0,0,0
K01B6.8,0,0,0,0,0,0
C18A3.20,0,0,0,0,1,0
T07F12.8,0,1,0,1,0,0
B0207.15,0,0,0,0,0,0
F22H10.9,0,0,0,0,0,0
F56E3.12,0,0,1,0,0,0
K02A4.7,0,1,0,0,0,0
F29F11.12,0,1,0,0,0,0
C07A12.12,0,0,0,0,0,0
ZK1193.8,0,0,0,0,0,0
C46H11.12,0,0,0,0,0,0
C03E10.9,0,0,0,0,0,0
Y67D8C.17,0,0,0,0,0,0
C18C4.14,0,0,0,0,0,0
C18D1.15,0,1,0,0,1,1
T24D11.3,0,0,0,0,0,0
F46H5.10,0,1,0,0,0,1
T25D1.5,0,0,0,0,0,0
T11A5.9,0,0,0,0,0,0
C02B4.9,0,0,0,0,0,0
T13B5.11,0,0,0,0,0,0
Y47D3B.17,0,0,0,0,0,0
T02E9.19,0,0,0,0,0,0
ZK617.12,0,0,0,0,0,0
C34F11.12,0,0,0,0,0,0
C34E11.12,0,0,0,0,0,0
C29H12.9,0,0,0,0,0,0
D2024.15,1,0,0,1,0,0
T06F4.10,0,0,0,0,0,0
K12F2.3,0,1,1,0,0,0
Y39H10A.9,0,0,0,0,0,0
R173.8,0,0,0,0,0,0
C48E7.13,0,0,0,0,0,0
F31E8.14,0,0,0,0,0,0
F59D12.12,0,0,0,0,0,0
C54A12.7,0,0,0,0,0,0
F58G1.12,0,0,0,0,1,0
C16E9.17,0,0,0,0,0,0
C41A3.9,0,0,0,0,1,0
F40H3.10,0,1,0,0,1,0
K09A9.10,1,0,0,0,0,0
T19A5.8,1,5,1,3,1,1
B0041.10,0,0,0,0,0,0
K03C7.9,0,0,0,0,0,0
F53B2.15,0,1,0,0,0,0
F25D7.6,0,0,0,0,0,0
Y59E1B.5,0,0,0,0,0,0
M02G9.6,0,0,0,0,0,0
F55F1.8,0,0,0,0,0,0
F44C4.11,0,0,0,0,0,0
ZK617.13,0,0,0,0,0,0
R151.16,0,1,1,0,0,0
F13H6.15,0,0,0,0,0,0
M70.8,0,0,0,0,0,0
C24A3.12,0,0,0,0,0,0
F56E3.13,0,0,0,0,0,0
Y51A2D.31,0,0,0,0,0,0
T14F9.14,0,0,0,0,0,0
C12D8.23,0,0,0,0,0,0
T07D3.11,0,1,1,0,0,0
F25H10.5,0,0,0,0,0,0
H34C03.19,1,0,2,0,1,0
W03G11.14,0,1,1,0,0,2
F47B10.10,0,0,0,0,0,0
F44E8.44,0,0,0,0,0,0
T19E7.25,2,0,1,1,0,1
W06B3.5,0,0,0,0,0,0
Y102A11A.10,0,0,0,0,0,0
F53F4.23,0,0,0,0,0,0
C25F6.17,0,0,1,0,0,1
R134.4,0,0,0,0,0,0
F12D9.12,0,0,0,0,0,0
F12F6.15,0,0,1,0,0,0
C04A11.7,0,0,0,0,0,0
F35D2.11,0,1,0,0,0,0
T08A9.17,0,0,0,0,1,0
Y69E1A.11,0,0,0,0,0,0
T21B10.10,0,0,0,0,1,0
C29E6.13,0,0,0,0,0,0
ZK867.12,0,0,0,0,0,0
K02A11.9,6,3,3,1,3,2
K08E5.12,0,2,0,0,0,1
F57B10.18,0,1,1,0,2,0
C36C9.7,0,0,0,0,0,0
F22A3.13,0,0,0,0,0,0
Y37E11AL.15,0,1,0,0,0,0
C09D8.10,0,0,0,0,0,0
M153.7,0,0,0,0,0,0
F26A10.14,0,0,0,0,0,0
F11A6.9,0,0,0,0,0,0
C33F10.20,0,0,1,2,0,0
R07G3.12,2,0,3,0,0,0
F37B12.8,0,0,0,0,0,0
Y18H1A.17,0,0,0,0,0,0
F42D1.9,0,0,0,0,0,0
F14B8.12,0,0,0,0,0,0
F52F10.8,0,0,0,0,0,0
T03F7.13,0,0,0,0,0,0
ZK617.14,0,0,0,0,0,0
C16D9.14,0,0,0,0,0,0
M04C9.9,0,0,0,0,0,0
F53B7.11,0,0,0,0,0,0
T05G5.14,0,0,0,0,0,0
T25E4.4,0,0,0,0,0,0
K01A12.6,0,0,0,0,0,0
F23H12.16,0,0,0,0,0,0
F42C5.13,0,0,0,0,0,1
F41E7.14,0,0,0,0,0,0
F57A10.7,0,0,0,0,0,0
F54G8.7,0,0,0,0,0,0
Y73B3A.25,1,0,3,4,2,6
F34D6.10,0,0,0,0,0,1
T01B10.11,1,0,0,0,1,0
T06E8.4,0,0,1,0,0,0
C45B2.12,0,0,0,0,0,0
T25F10.9,0,0,0,0,0,0
F28A12.5,0,1,0,1,0,0
ZK867.13,0,0,0,0,1,0
W03B1.16,0,0,0,0,0,0
F11D5.17,0,0,0,0,0,0
F28C1.12,0,0,0,0,1,0
F45B8.13,2,2,1,1,1,1
F55G1.19,0,0,1,0,0,1
F02E8.8,0,0,0,0,0,0
T13H10.10,0,0,0,0,0,0
F58H1.19,0,0,0,0,0,0
Y66A7AL.6,0,0,0,0,0,0
Y119D3B.23,0,0,0,0,0,0
H40L08.4,0,0,0,0,0,0
C09B8.14,0,0,0,0,0,0
W02B8.9,0,0,0,0,0,0
F11D5.18,0,1,0,0,1,0
C04C3.12,0,0,0,0,0,0
C05D2.16,0,0,1,0,0,0
R06C1.9,0,0,0,0,0,0
T25F10.10,0,0,0,0,0,0
C16E9.18,1,0,0,0,1,0
R155.6,0,0,0,0,0,0
F46C8.14,0,0,0,0,0,0
F14D12.9,0,0,0,0,0,0
C36F7.17,0,1,0,0,0,0
K08A8.15,1,0,1,0,1,0
C36B1.16,0,0,0,1,0,0
C34H3.12,0,1,1,0,0,0
C15H7.8,0,0,0,0,0,0
T22B7.13,0,1,0,0,0,0
T03G11.19,0,0,0,0,0,0
F26A10.15,0,1,0,0,0,0
C06G1.13,0,0,0,0,0,0
C05E11.14,1,2,1,2,1,1
T19D2.8,0,1,1,2,0,2
cTel3X.3,1,1,0,0,0,0
ZK512.14,0,0,0,0,0,0
Y51H7C.24,0,0,0,0,0,0
W10C8.11,0,1,1,0,1,0
ZK809.12,0,0,0,0,1,0
D2030.14,0,0,0,0,0,0
K09F5.9,0,0,0,0,0,0
K03A1.10,0,0,0,0,0,1
K04H4.12,1,0,0,0,0,0
ZC53.13,0,0,0,0,0,0
C27D11.3,2,0,0,1,0,0
C14F11.17,0,0,0,0,0,1
B0250.17,0,1,0,0,0,0
F01G12.12,0,0,1,0,0,1
F08B12.8,0,0,0,0,0,0
F47E1.12,0,0,0,0,0,0
ZC487.8,1,0,0,0,0,0
F15B9.12,1,0,2,1,0,0
M88.11,1,1,1,0,0,0
ZK185.8,0,0,0,0,0,1
T05C12.14,0,0,0,0,0,0
Y50E8A.21,0,0,0,0,0,0
Y59A8B.30,0,0,0,0,0,0
Y48A6C.7,0,0,0,0,0,0
F26F12.14,0,0,0,0,0,0
C49A1.14,1,0,0,0,0,0
ZK381.47,0,0,1,1,0,2
C18A3.21,0,0,1,0,0,0
T22B2.8,0,0,0,0,0,0
K11E4.9,0,0,0,0,0,0
F49E10.14,0,0,0,0,0,0
T24C2.7,0,0,0,0,0,0
B0344.4,0,0,0,0,0,0
F17E5.4,0,0,1,0,0,0
Y75B8A.51,0,0,0,0,0,0
F45F2.15,0,2,0,0,0,0
R11H6.8,0,0,0,0,0,0
F26E4.17,0,0,0,0,0,0
C31G12.10,0,0,0,0,0,0
F08B12.9,0,0,0,0,0,0
C25D7.18,1,0,1,1,2,0
Y46H3D.9,0,1,0,0,1,1
C06E1.15,0,0,0,0,0,0
F57B7.9,1,0,1,0,0,1
F08G5.14,0,0,2,0,0,0
F07A11.10,0,0,0,0,0,0
F43C11.15,0,0,0,0,0,0
C34H3.13,0,0,0,0,0,0
C56G2.19,0,0,0,0,0,0
T19D12.14,0,0,0,0,0,0
C04H4.6,0,1,0,0,0,0
H03A11.8,2,3,0,1,2,0
ZK836.10,0,0,0,0,0,0
ZK262.17,0,0,0,0,0,0
C05C9.9,0,0,0,0,0,0
F56D2.9,0,0,1,1,1,1
F37H8.9,1,0,0,0,0,0
Y54F10AM.13,0,0,0,0,0,0
T10D4.17,0,0,0,0,0,0
F43G6.14,0,0,0,0,0,0
T25D10.6,0,0,0,0,0,0
Y105C5B.1415,0,0,0,0,0,0
D1046.11,0,0,0,0,0,0
C14A11.11,0,0,0,0,0,0
ZK377.6,0,0,0,0,0,0
Y51A2D.32,0,0,1,1,0,0
F57B1.15,0,0,0,0,0,0
T23F1.9,0,0,0,0,0,0
F28C1.13,0,0,0,0,0,0
Y54G9A.14,0,0,0,0,0,0
C30C11.10,0,0,0,0,0,0
F58A6.12,2,0,1,0,0,0
H03E18.5,2,2,0,0,0,0
R10E11.11,0,0,0,0,0,0
B0416.9,0,0,0,0,0,0
C26E1.7,0,0,0,0,0,0
F01D5.14,0,0,0,0,0,0
C27F2.13,0,0,0,0,0,0
F52E10.10,0,0,0,0,0,0
C02C6.7,0,0,0,0,0,0
F13H6.16,0,0,0,0,0,0
F58A4.20,1,0,1,0,0,0
C53D6.21,0,1,0,0,2,1
H12D21.17,0,0,0,0,0,0
F08G2.15,0,0,0,0,0,0
C43D7.15,0,0,1,0,1,2
F57F10.2,0,0,0,0,0,0
K09B11.21,0,0,0,0,0,0
T10E10.11,0,0,1,0,0,0
K08E4.10,0,0,0,0,3,0
T18H9.9,0,0,0,0,0,0
F49H12.11,0,0,0,0,0,0
Y58A7A.11,0,0,0,0,0,0
Y22D7AR.19,0,0,0,0,0,0
F54D5.21,0,0,0,0,0,0
Y43F8C.26,0,0,0,0,0,0
Y106G6D.9,0,0,0,0,0,0
ZK389.1,0,0,0,0,0,0
C55A6.17,0,0,0,0,0,0
ZK816.7,0,0,0,0,0,0
F31E3.10,0,0,0,0,0,0
F48C11.7,0,0,0,0,0,0
ZC513.17,0,0,0,1,0,0
F53F8.9,1,2,0,0,0,1
ZC250.9,0,0,1,1,1,0
B0024.18,0,1,0,0,0,0
C47D2.3,0,0,0,0,0,0
T01C1.10,0,0,0,0,0,0
C14F11.18,0,0,0,0,0,0
R08B4.10,0,0,0,0,0,0
ZC504.12,0,0,0,0,0,0
F10G8.12,3,0,0,1,0,1
R09F10.16,0,0,0,0,0,0
Y37F4.12,0,0,0,0,0,0
R01E6.13,0,1,0,0,0,0
C48C5.6,0,0,0,0,0,0
T23F2.8,0,0,0,0,0,0
Y77E11A.17,0,0,0,0,0,0
F33D4.13,0,0,0,0,0,0
T08H4.8,0,0,0,0,0,0
F55B12.14,0,1,0,0,0,0
C01F4.7,0,0,0,0,0,0
C29E6.14,0,0,0,0,0,0
M04B2.10,1,1,1,0,4,0
Y49F6B.16,0,0,1,0,1,0
C09C7.2,1,0,0,0,0,0
H22K11.9,0,0,0,0,2,1
F30H5.7,1,0,0,0,0,0
T12B5.17,0,1,0,0,0,0
F01G12.13,0,0,0,0,0,0
F08F1.15,1,1,0,0,1,0
ZC53.14,0,0,0,0,0,0
Y45F10B.60,0,0,0,0,0,0
C18D1.16,0,0,0,0,0,0
F25B4.13,1,2,0,1,0,0
C07H6.14,0,0,0,0,0,0
F28H6.9,0,0,0,0,1,0
C14F5.9,0,4,0,0,0,1
C34H3.14,0,0,0,0,0,0
F18A1.9,0,0,0,0,0,0
C10G8.9,0,0,0,0,0,0
Y69A2AR.40,0,0,0,0,0,0
C44E12.4,0,0,0,0,0,0
F46F3.10,1,0,1,1,0,0
T26A5.10,0,0,0,0,0,0
F36G9.18,0,0,0,0,0,0
B0478.23,0,0,0,0,0,0
Y104H12D.8,0,0,0,0,0,0
T25D3.7,0,0,0,0,0,0
C44H4.9,0,0,0,0,0,0
C16D9.15,0,0,0,0,0,0
Y49G5B.3,0,0,0,0,1,0
H14E04.7,0,0,0,0,0,0
T27E4.18,0,0,0,0,0,0
C17D12.13,0,0,0,0,0,0
T01H3.8,1,0,0,0,0,0
C18B12.12,0,0,0,0,0,0
ZC504.13,1,0,0,0,0,0
F22F1.6,0,0,0,0,0,0
Y53F4B.57,0,0,0,0,0,0
F44E5.9,0,0,0,0,0,0
C44H4.10,2,6,5,2,6,6
T01G1.6,2,1,0,0,0,0
C34B4.13,0,0,0,0,0,0
F08G2.16,0,0,0,0,0,0
Y38C1AA.17,3,0,0,0,0,0
R04F11.17,0,0,1,0,0,0
C48D1.13,0,0,0,0,0,0
T09B4.16,0,0,0,0,0,0
R07B1.21,0,0,0,0,0,0
K01A12.7,0,1,0,0,0,0
C41G11.13,0,0,0,0,0,0
ZK682.10,0,0,0,0,0,0
Y41E3.459,1,0,0,0,0,1
K04H4.13,0,0,0,0,0,0
Y39A3CL.11,0,0,0,0,0,0
Y67D11A.3,0,0,0,0,0,0
T27B1.4,0,0,0,0,0,0
F49H12.12,0,0,0,0,0,0
T26C12.8,0,1,0,0,0,0
C07H6.15,0,0,0,1,0,0
F02D10.13,0,0,0,0,0,0
F53B1.12,0,0,0,0,0,0
T19B10.15,0,0,0,0,0,0
W04A4.7,0,0,0,0,0,0
ZK867.14,0,1,0,0,0,0
K11G12.9,0,0,0,0,0,0
Y17G9A.88,0,0,0,0,0,0
ZK180.11,1,0,0,0,0,0
F26F4.14,0,0,0,0,0,0
F21H12.8,1,0,0,0,0,0
F40H3.11,0,0,0,0,0,0
F52B10.16,0,0,0,0,0,0
Y38H6A.8,0,0,0,0,0,0
Y64G10A.355,0,0,0,0,0,0
Y94H6A.14,0,1,0,0,0,0
F31E8.15,0,0,1,0,1,0
F49E10.15,0,0,0,0,0,0
T02E9.20,0,0,0,0,0,0
F59A3.14,0,0,0,0,0,0
W01A8.11,0,0,0,0,0,0
W05B10.7,0,0,0,0,0,0
Y63D3A.12,0,0,0,0,0,0
F56A11.11,0,0,0,0,0,0
H30A04.4,0,0,0,0,0,0
F20D1.16,0,0,0,0,0,0
Y71H9A.4,0,0,0,0,0,0
K08A8.16,0,0,0,0,0,0
T24B8.14,0,0,0,0,0,0
ZK617.15,0,0,0,0,0,0
F42C5.14,0,0,0,0,0,0
Y73B6BL.276,0,0,1,0,0,1
W01C8.12,0,1,2,3,3,1
F12F6.16,0,0,1,0,0,1
T08G2.6,0,0,0,0,0,0
F19B6.7,0,0,0,0,0,0
C14F11.19,0,0,0,0,0,0
Y48A6B.15,0,0,0,0,0,0
C17G1.10,0,0,0,0,0,0
F22D3.8,4,4,0,0,1,2
F41C6.12,0,0,0,0,0,0
C32D5.16,0,0,0,0,0,0
T04G9.9,0,0,0,0,0,0
F39B2.13,0,0,0,0,0,0
EGAP3.2,0,0,0,0,0,0
Y40C5A.18,0,0,0,0,0,0
ZC334.15,0,0,0,0,0,0
F31F6.11,0,0,1,0,0,0
T24B8.15,0,0,0,0,1,1
F46F3.11,0,0,0,0,0,0
F14B8.13,0,0,0,0,0,1
ZK616.64,0,0,0,0,0,0
T28B4.11,0,0,0,0,0,0
T27A1.9,0,0,0,0,0,0
F11C7.9,0,0,0,0,0,0
F54D12.16,0,0,0,0,0,0
M01G4.6,0,0,0,0,0,0
C09B8.15,0,0,0,0,0,0
F58G11.9,2,1,1,0,1,1
K03B8.19,0,0,0,0,0,0
Y92C3A.7,0,0,0,0,0,0
F46C8.15,0,0,0,0,0,0
C33D12.12,0,0,0,0,1,0
W05E10.13,0,0,0,0,0,0
H06A10.3,0,0,0,0,0,0
T10B10.12,0,0,0,0,0,0
T28B4.12,0,0,0,0,0,0
ZC21.12,0,0,0,0,0,0
T09F3.6,0,0,0,0,0,0
F09D5.5,0,0,0,0,0,0
F53A9.12,0,0,0,0,0,0
R90.8,0,0,0,0,0,0
ZK525.7,0,2,0,1,0,0
F55C12.13,0,0,0,0,0,0
Y73B6BL.277,0,0,0,0,0,0
T19A5.9,0,0,0,0,0,0
Y39A1A.28,0,0,0,0,0,0
W06B3.6,1,0,0,0,0,0
F57G8.13,0,0,0,0,0,0
C04C11.13,0,1,0,0,0,0
C25B8.10,0,0,0,0,0,0
Y34B4A.15,0,0,0,0,0,0
F38B7.15,0,0,0,0,0,0
Y105E8A.43,0,1,0,0,0,0
Y97E10AL.4,0,1,0,0,0,0
C30F12.9,0,0,0,0,0,0
F25H8.12,0,0,0,0,0,0
ZC455.16,0,0,0,0,0,0
F26A10.16,0,0,0,0,0,0
Y64G10A.356,0,1,0,0,0,0
Y37D8A.27,4,2,2,2,2,1
cTel29B.1,0,0,0,0,0,0
Y71H10A.3,0,0,1,0,0,1
C05B5.14,0,0,0,0,0,0
F14F3.10,0,0,0,0,0,0
D2023.15,0,1,0,0,0,0
W01H2.7,0,0,0,0,0,1
F36D4.11,0,0,0,0,0,0
T01B7.12,0,0,0,0,1,1
T14G12.10,0,1,1,0,0,0
cTel17.2,0,0,0,0,0,0
ZK287.13,0,0,0,0,0,0
B0496.14,0,0,0,0,0,0
T20B12.11,0,0,0,0,0,0
F14F3.11,0,0,0,0,0,0
F02G3.4,0,0,0,0,0,1
F58A4.21,0,1,0,0,0,0
Y39B6A.79,0,0,0,0,0,0
F25H8.13,0,0,0,0,0,0
C10F3.13,0,0,0,0,0,1
Y17D7C.8,0,0,0,0,0,0
F43D2.12,0,0,1,0,0,0
F22E10.10,0,0,0,0,0,0
C44B7.17,1,0,0,0,1,0
F45E1.12,0,0,0,0,0,0
W06A7.8,0,1,2,0,0,0
B0563.14,0,0,0,0,0,0
C31H2.9,0,0,0,0,0,0
H13J03.2,0,0,0,0,0,0
F53F4.24,0,0,0,0,0,0
F18E2.12,0,0,0,0,0,0
T23B5.5,0,0,0,0,0,0
F28E10.12,0,0,0,0,0,0
F13H6.17,0,0,0,0,0,0
F42H10.13,0,1,0,0,0,0
F37E3.4,0,0,0,0,0,0
C09H10.13,0,1,0,2,0,1
F13H10.10,0,0,2,0,3,2
C25A11.8,0,0,0,0,2,1
C01C4.4,0,1,0,0,1,0
Y53C12B.9,0,0,0,0,0,0
ZK867.15,0,0,0,0,0,0
H01G02.11,0,0,1,0,2,0
C06E4.16,0,0,0,0,0,0
C05A9.5,0,0,0,0,0,0
F08F1.16,0,0,0,0,0,0
B0240.6,0,0,0,0,0,0
R193.4,0,0,0,0,0,0
C31H2.10,0,0,0,0,0,0
C34D1.11,0,0,0,0,0,0
M79.11,1,1,0,1,1,1
K02D7.7,0,0,0,1,0,0
C01A2.10,1,0,0,0,0,0
F35G2.14,0,1,0,0,1,2
K08A2.14,0,0,0,0,0,0
C54C6.9,2,0,1,0,0,0
K09A11.8,0,0,0,1,0,1
C17H12.32,0,0,0,0,0,0
F10D7.8,0,0,0,0,0,0
Y46E12A.7,0,0,0,0,0,0
C18D1.17,0,0,0,0,0,0
C34H3.15,0,0,0,0,0,3
F31F7.7,0,4,1,0,1,2
F48A11.9,0,0,0,0,0,0
W01B6.15,0,0,1,0,0,0
Y57E12B.5,0,1,0,0,0,0
C35C5.17,0,0,1,1,0,0
B0393.15,0,0,0,0,0,0
K10D6.13,0,0,0,0,0,0
F55A11.13,0,0,1,0,0,0
K03B8.20,0,0,0,0,0,0
Y23H5A.10,0,0,0,0,0,0
W04D2.10,0,0,0,0,0,0
Y46E12BL.6,0,0,0,0,0,0
F43D9.11,0,1,0,0,1,0
R04F11.18,0,0,0,0,0,0
C13G3.8,0,0,0,0,1,0
F43C9.6,0,0,0,0,0,0
ZK470.11,0,0,0,0,0,0
Y39B6A.80,0,0,0,0,0,0
ZC581.13,0,0,0,0,0,0
T04C9.8,0,2,1,0,3,1
C47E12.17,0,0,0,0,0,0
C26B2.13,0,0,0,0,2,1
F56D1.11,0,0,0,0,0,0
T09A5.19,0,0,0,0,0,0
T22B11.8,0,0,0,0,0,0
B0198.6,0,0,0,0,0,0
T26E3.16,0,0,0,0,0,0
H30A04.5,0,0,0,1,0,0
F08C6.13,0,0,0,0,0,0
VC5.9,0,0,0,0,0,0
M163.19,0,1,3,1,1,1
F52D10.10,0,0,0,0,0,0
F11H8.7,1,0,0,0,1,0
K04D7.13,0,0,0,0,0,0
F54D12.17,0,0,0,0,0,0
F11E6.21,0,0,0,0,1,0
K04G11.8,0,1,0,0,0,0
T19C11.1,0,0,0,0,0,0
F13D11.13,0,0,0,0,0,0
Y105E8A.44,1,0,0,0,1,0
Y119D3B.24,0,0,0,0,0,0
F21C10.15,0,0,0,0,0,0
Y7A5A.16,0,0,0,0,0,0
ZK377.7,0,1,2,0,0,0
Y116F11B.21,0,0,0,0,0,0
Y39B6A.81,0,0,0,0,0,0
C07G1.11,0,0,0,0,0,0
F54A3.10,0,1,1,0,1,0
F12F3.7,0,0,0,0,0,0
F26F12.15,0,0,0,0,0,0
T24D5.9,0,0,0,0,0,0
T05A1.17,0,0,0,0,1,0
C14C11.11,0,0,0,1,1,2
C06H2.9,0,0,0,1,0,0
T25C12.6,0,0,0,0,0,0
K02B12.12,0,0,0,0,0,0
ZK84.13,0,0,0,0,0,0
F23F1.11,0,0,1,0,1,0
F26A10.17,0,0,0,0,0,0
F54C9.17,0,2,0,2,1,0
C35A11.9,0,0,0,0,0,0
C54H2.9,0,0,0,0,0,0
Y7A9D.64,0,1,0,0,0,0
C42D8.15,0,0,0,0,0,0
C39F7.7,1,0,0,0,0,0
F31A3.6,0,0,0,0,0,0
M02B7.8,0,0,0,0,0,0
C43C3.9,0,0,0,0,0,0
F55D10.7,0,0,0,0,0,0
K09F5.10,0,0,0,0,0,0
Y6B3B.14,0,0,0,0,0,0
W03G11.15,0,0,0,0,0,0
K02G10.12,0,1,0,0,0,0
T16G1.16,0,0,0,0,1,0
