external_gene_name,L4440_1,L4440_2,L4440_3,Y37A1B_5_1,Y37A1B_5_2,Y37A1B_5_3
R04E5.14,0,0,0,0,0,0
T28B11.13,3,0,0,0,1,1
C29A12.13,1,0,0,0,0,0
B0285.16,0,0,0,0,1,1
K08A8.17,6,7,5,6,4,1
Y73F8A.1169,0,0,0,0,0,0
Y37A1B.332,0,0,0,0,1,1
T04C10.10,0,0,0,0,0,0
F39E9.23,0,0,0,0,0,0
T05A6.13,1,1,1,1,1,2
ZK836.11,0,0,0,0,0,0
C54D1.11,0,0,0,0,0,0
T28B11.14,0,0,0,0,0,0
Y37B11A.4,0,0,0,0,0,0
Y76F7A.4,0,0,0,0,0,0
T07F10.10,0,0,0,0,0,0
ZK381.48,0,0,0,1,0,0
T06E8.5,0,0,0,0,0,0
F46C8.16,1,0,0,0,1,0
C13G3.9,0,1,0,0,0,0
Y43D4A.162,0,0,0,0,0,0
Y116F11A.8,0,0,0,0,0,0
F31C3.15,17,15,14,9,26,26
ZK180.12,0,0,0,0,0,0
C12C8.7,0,0,0,0,0,0
Y82E9BR.29,0,0,0,0,0,0
T21C12.9,0,0,1,0,0,0
T22E5.14,0,0,0,0,0,0
F35H10.16,0,0,0,0,0,0
T26H2.14,1,1,0,0,0,0
F58H1.20,0,0,0,0,0,0
Y52B11A.16,0,0,0,0,0,0
C09D1.4,0,0,0,0,0,0
C54E4.7,0,0,0,0,0,0
F43G9.16,0,0,0,0,0,0
T16G1.17,0,0,0,0,0,0
F25H8.14,0,0,0,0,0,0
C32C4.14,0,0,0,0,0,0
C30A5.14,0,0,0,0,0,0
F13H6.18,0,0,0,0,0,0
T13H10.11,0,0,0,0,0,0
K03H9.9,2,1,0,0,0,0
C43G2.29,0,0,0,0,0,0
C18B12.13,0,0,0,0,0,1
H19M22.7,0,0,0,0,0,0
T22E5.15,0,0,0,0,0,0
K10C3.10,0,0,0,0,1,0
B0414.11,0,0,0,0,0,0
F08F3.14,0,0,0,0,0,0
T03G11.20,0,0,0,0,0,0
K07E3.10,1,2,1,0,1,1
T25F10.11,0,0,0,0,0,0
F25B5.11,0,1,4,0,0,2
R04F11.19,0,0,1,0,0,0
Y75B8A.52,0,0,0,0,0,0
F49E2.8,0,0,0,0,0,0
B0205.16,0,0,0,0,0,0
F56E3.14,0,0,0,0,0,0
Y62F5A.13,0,0,0,0,0,0
C07A4.8,0,0,0,0,0,0
F26F12.16,2,1,2,2,3,2
C30B5.13,0,1,0,0,0,1
W03G11.16,0,0,0,0,0,0
F59G1.12,0,0,0,0,0,0
T25C12.7,0,0,0,0,0,0
Y116F11A.9,0,1,0,0,0,0
C31H2.11,0,0,0,0,0,0
F37B12.9,0,0,0,0,0,0
C14B9.14,0,0,0,0,1,0
C02D4.8,1,0,0,0,0,0
R04F11.20,0,0,0,0,0,0
K09F5.11,0,0,0,0,0,0
Y43E12A.6,0,0,0,0,1,0
B0198.7,0,0,0,0,0,0
Y51H7C.25,0,0,0,0,0,0
T13H10.12,0,0,0,0,0,0
T09B9.7,0,0,0,0,0,0
K08A8.18,0,1,2,1,0,2
F25H10.6,0,0,0,0,0,0
C02E7.16,0,0,0,0,0,0
F20D1.17,0,0,0,0,0,0
F10C2.11,1,0,1,0,0,1
T04F3.7,0,0,0,0,0,0
H30A04.6,0,0,0,0,0,0
Y105E8A.45,0,0,0,0,0,0
F57A10.8,0,0,0,0,0,0
T28B11.15,0,0,0,0,0,0
C04C11.14,0,0,0,0,0,0
VC5.10,0,0,0,0,0,0
C40C9.13,0,0,0,0,0,1
C32A9.2,0,0,0,0,0,0
F32B5.12,0,0,1,0,0,0
T19A6.5,0,0,0,0,0,0
F40H3.12,0,0,0,0,0,0
C47C12.8,0,0,0,0,0,0
F58B4.10,0,0,0,0,0,0
C54H2.10,0,2,0,1,1,0
F10F2.11,0,0,0,0,0,0
F55D1.3,0,0,0,0,0,2
T06D8.13,0,0,0,0,0,0
C26B9.8,0,0,1,0,0,0
T01H8.6,0,0,0,0,0,0
K09A11.9,1,0,0,0,0,0
B0284.7,0,0,0,0,0,0
C07A4.9,0,0,0,0,0,0
C47E8.14,0,0,0,0,0,0
Y42A5A.9,0,1,0,1,0,0
K08A8.19,0,0,0,0,0,0
F33E2.11,0,0,0,0,0,0
Y73B6BL.278,0,0,0,0,0,0
T07F12.9,4,7,2,3,3,1
W07G9.3,0,0,0,0,0,0
T21H3.8,0,0,0,0,0,0
T07D4.6,0,0,0,1,0,0
R166.8,2,0,1,1,0,0
M79.12,0,0,0,0,0,0
R13H4.10,0,0,0,1,0,0
T24D3.3,0,0,0,0,0,0
F46C8.17,0,0,1,0,0,0
Y39G8C.8,0,0,0,0,0,0
ZK377.8,0,0,0,0,0,0
Y40B10A.10,0,0,0,0,0,0
F25H8.15,0,0,0,0,0,0
C26D10.8,0,0,0,0,0,0
B0457.12,0,0,0,0,1,0
K02G10.13,0,0,0,0,0,0
Y69E1A.12,0,0,1,0,0,0
Y119D3B.25,1,0,0,0,0,0
C13G3.10,0,0,0,0,0,0
F40E10.11,0,0,0,0,0,0
F35C12.4,0,0,0,0,0,0
Y37E11AL.16,0,0,0,0,0,0
C15F1.14,0,0,0,0,0,0
T07A5.8,0,0,0,0,0,0
Y77E11A.18,0,1,0,0,0,0
W06B11.8,0,0,0,0,0,1
T04C9.9,0,0,0,0,0,0
T12B3.8,0,0,0,0,0,0
Y22F5A.10,0,0,0,0,0,0
ZK678.11,0,0,0,0,0,0
F29C4.11,3,2,3,2,1,0
Y37A1B.333,0,0,0,0,0,0
W02B8.10,0,0,1,0,0,0
B0198.8,0,0,0,0,0,0
C15H9.12,0,0,0,0,0,0
ZK287.14,1,1,0,0,0,0
C11G10.7,0,0,0,0,0,0
K04C2.9,0,0,0,0,0,0
F31F7.8,2,0,0,0,1,0
F43G9.17,0,0,0,0,0,0
B0353.2,0,0,0,0,0,0
F58B6.8,0,0,0,0,0,0
Y65A5A.25,1,0,0,0,1,0
T08G5.18,0,0,0,0,0,0
C34G6.9,0,0,0,0,0,0
F26A10.18,1,0,0,0,0,0
Y60A9A.5,0,0,0,0,0,0
C50A2.6,0,2,3,0,0,1
T12D8.11,0,0,0,0,1,0
F26F12.17,0,0,0,0,0,0
F35B3.9,0,0,0,1,0,0
F54D12.18,0,0,0,0,0,0
C50H2.16,0,0,0,0,0,0
F57G12.7,0,0,1,0,0,0
R10H1.6,0,0,0,0,0,0
Y47H9C.18,0,0,0,0,0,0
C28A5.8,0,0,0,0,0,0
C40H5.13,0,0,0,0,0,0
T19C11.2,0,0,0,0,0,0
C54G7.13,0,0,0,0,0,0
C14F11.20,0,0,0,0,0,0
T21D9.6,0,1,0,0,0,0
K01F9.6,0,1,0,0,0,0
Y7A9D.65,1,1,0,1,0,0
Y39E4B.17,1,0,0,1,0,0
Y17D7A.5,0,0,0,0,0,0
Y39A3CL.12,2,2,1,2,1,1
cTel79B.1,0,0,1,0,0,0
T06H11.14,0,0,0,0,0,0
F07F6.10,0,1,0,0,0,0
C52G5.6,0,0,0,0,0,0
T14F9.15,0,0,0,0,0,0
C13B4.6,1,0,0,0,0,0
C17H12.33,0,0,0,0,0,0
C35C5.18,0,0,0,0,0,0
T28C12.9,0,0,0,0,0,0
F52H2.12,0,0,0,0,0,0
T19A5.10,0,0,0,0,0,0
C46G7.108,0,0,0,0,0,0
F44C4.12,0,0,0,1,0,0
C18A11.11,0,0,0,0,0,0
D1054.21,0,0,0,0,0,0
F46A9.8,0,0,0,0,0,0
T05A12.7,0,0,0,0,0,0
B0496.15,0,0,0,0,0,0
Y46E12BL.7,0,0,0,0,0,0
F38E11.22,0,0,0,0,0,0
C26E6.13,0,0,0,0,0,0
K09F5.12,0,0,0,0,0,0
T05G5.15,0,0,1,0,0,2
C18B2.8,0,0,0,0,0,0
T13H10.13,0,0,0,0,0,0
B0478.24,0,0,0,0,0,0
W07G1.13,1,0,1,0,0,0
F13D11.14,0,0,0,0,0,0
C11G10.8,0,0,0,0,0,0
F20H11.6,0,0,0,0,0,0
F28B4.6,0,3,0,0,0,1
T24D8.12,0,0,0,0,0,0
F54F11.4,0,0,0,0,0,0
Y51A2D.33,1,1,0,0,1,0
F42G9.10,0,0,0,0,1,0
F39C12.7,0,0,0,0,0,0
Y106G6H.17,2,0,0,0,0,0
R186.12,0,0,0,0,0,0
C25A11.9,0,0,0,0,0,0
T27A3.11,0,0,0,0,0,0
C01C4.5,0,0,1,0,0,0
C04F1.4,0,0,1,0,0,0
T01B10.12,0,0,0,0,0,0
F08F1.17,1,0,0,0,1,0
Y87G2A.22,0,0,0,0,0,0
F37H8.10,0,0,0,0,0,0
R02D5.14,1,9,1,1,4,2
W06H8.12,1,0,0,1,1,0
Y71G12B.36,0,0,0,0,0,0
F57C7.10,0,1,0,0,0,0
W04D2.11,0,0,0,0,1,0
Y48A6B.16,0,0,0,0,0,0
T10H4.19,0,0,1,0,0,0
M60.10,0,0,0,0,0,0
K10D6.14,0,0,0,0,0,0
C34F11.13,0,0,0,0,0,0
C09G12.18,0,0,0,0,0,0
T28C12.10,2,1,0,2,1,0
E01G4.8,0,0,0,0,0,0
Y46E12A.8,0,0,0,0,0,0
F08G5.15,0,0,0,0,0,0
Y77E11A.19,0,0,0,0,0,0
F57G12.8,1,0,0,1,0,0
C09H10.14,0,0,0,0,0,0
H30A04.7,0,0,0,0,0,0
F56E3.15,0,0,0,0,0,0
F54F3.5,0,0,0,0,0,0
T03A1.5,1,0,0,0,0,0
C06E4.17,0,0,0,0,0,0
C02D4.9,0,0,0,0,0,0
F52F12.13,0,0,0,0,0,0
R07G3.13,0,0,0,0,0,0
F37H8.11,0,1,0,0,0,0
H34C03.20,0,0,0,0,0,0
C49F8.10,0,0,1,0,0,0
K03E5.7,1,0,0,0,0,0
Y53F4B.58,0,0,0,0,0,0
T21B6.11,0,0,0,2,0,0
Y7A5A.17,0,0,0,0,0,0
T06H11.15,0,0,0,0,0,1
Y75B7AL.7,0,0,0,0,0,0
C23H5.13,0,0,0,0,0,0
R03E9.7,0,0,1,0,0,0
F32A6.10,0,0,0,0,0,0
T24B8.16,0,0,0,0,0,0
F49E10.16,1,0,0,0,0,0
F46F3.12,0,0,0,0,0,0
C05A9.6,1,4,1,0,0,1
C06A8.14,0,0,0,0,0,0
K07C10.7,0,0,0,0,0,1
Y22D7AL.17,0,0,0,0,0,0
F56E3.16,0,0,0,0,0,0
W09G3.14,0,0,0,1,0,0
C03C11.6,0,1,0,0,0,0
T14B4.14,0,0,0,0,0,0
ZK849.7,0,0,0,0,0,0
C29A12.14,0,0,0,0,0,0
M03E7.6,0,0,0,0,0,0
Y39B6A.82,0,0,0,0,0,0
F31A3.7,0,0,0,0,0,0
F35B12.13,0,0,0,0,0,0
C34G6.10,0,0,0,0,0,0
F52H3.9,0,1,0,0,0,0
C18H7.14,0,0,0,0,0,0
F13H6.19,0,0,0,0,0,0
F15A2.11,0,0,0,0,0,0
H37A05.5,0,0,0,0,0,0
K10D6.15,0,0,0,0,0,0
K10C3.11,0,0,0,0,0,0
B0523.6,0,0,0,0,0,0
R01E6.14,0,0,0,0,0,0
W05E10.14,0,0,0,1,0,0
W10C8.12,0,4,0,0,2,1
B0454.18,0,0,0,0,0,0
B0496.16,0,0,0,0,0,1
C11G10.9,0,0,0,0,0,0
F57G12.9,0,0,0,0,0,0
K08A8.20,1,0,1,1,0,4
D1005.8,0,0,0,0,0,0
Y39G10AR.30,0,0,1,0,0,0
B0395.7,0,0,0,0,0,1
Y40C7B.7,0,1,0,1,1,1
F32G8.10,0,0,0,0,0,0
T23E7.9,0,0,0,0,0,0
F13H6.20,0,1,1,0,0,0
T24D11.4,0,0,0,0,0,0
T21B10.11,0,0,0,1,0,0
F19C6.10,0,0,0,0,0,0
B0403.11,0,0,0,0,0,0
F45E1.13,1,0,0,0,0,2
ZC412.11,1,0,0,0,0,0
Y38F2AL.9,0,0,0,0,0,0
C44E12.5,0,0,0,0,0,0
Y53F4B.59,0,0,0,0,0,0
Y71F9B.20,2,0,0,0,0,0
T24B8.17,1,0,0,0,0,1
F35G2.15,0,0,0,0,0,0
F54D7.8,0,0,0,0,0,0
K01A6.14,1,1,0,0,0,0
F22F1.7,0,0,0,0,0,0
Y49F6B.17,0,0,0,0,0,0
C32D5.17,0,0,1,0,0,0
D2023.16,0,0,0,0,0,0
C08B11.11,0,1,0,0,0,0
C17D12.14,0,0,0,0,0,0
R166.9,2,0,0,0,0,0
T23E1.5,1,2,1,1,0,1
C09D4.8,0,0,0,0,0,0
C30A5.15,0,0,0,0,0,0
ZC506.7,0,0,0,0,0,0
T19B10.16,1,0,0,0,0,0
ZK418.12,0,0,0,0,0,0
F22E12.9,0,0,0,0,1,0
B0495.19,0,0,0,0,0,0
F45B8.14,0,1,2,0,2,0
C09B9.80,0,0,0,0,0,0
C56A3.12,0,0,0,0,0,0
M03D4.76,0,0,0,0,0,0
R03C1.5,0,0,0,0,0,0
C52E4.16,0,1,0,0,0,0
T04F3.8,1,0,1,0,0,0
C17H11.7,0,2,0,0,0,0
W09G10.7,0,0,0,0,0,0
C37H5.15,0,0,0,0,1,0
ZC250.10,0,0,0,0,0,0
R09F10.17,0,0,0,0,0,0
E01G6.4,0,0,0,0,0,0
W07G1.14,0,0,0,0,0,0
B0547.34,0,0,0,0,0,0
K06A4.11,0,0,0,1,0,0
W08F4.17,0,0,0,0,0,0
Y39A3A.8,0,0,0,0,0,0
R90.9,0,0,0,0,0,0
C09B7.8,0,0,0,0,0,0
F25G6.19,1,0,1,0,0,2
R04E5.15,0,0,0,0,0,0
ZK1067.10,0,2,0,0,0,0
Y71H9A.5,0,0,0,0,0,0
F44E7.14,0,0,0,0,0,0
C17F3.4,0,0,0,0,0,0
Y22F5B.1,0,1,1,1,1,0
K11G9.11,0,0,0,0,1,1
ZK994.10,0,0,0,0,0,0
T06F4.11,0,0,0,0,0,0
C39E6.11,0,0,0,0,0,0
ZK512.15,0,0,0,0,1,1
Y71H9A.6,0,0,0,0,0,0
H22K11.10,0,0,0,0,0,1
ZK945.12,0,0,0,0,0,0
C33D3.6,0,0,0,0,0,0
W06A7.9,0,0,0,0,0,0
C32E12.7,0,0,0,0,0,0
F46C5.12,0,0,0,0,0,0
ZK131.12,0,0,0,0,0,0
ZK617.16,0,0,0,0,0,1
Y75B8A.53,0,0,1,0,0,1
T02E9.21,1,0,0,0,0,0
K08F8.11,0,1,1,0,0,1
Y45F10B.61,0,0,0,0,0,0
T19F4.5,0,0,0,0,0,0
F09D5.6,0,0,0,0,0,0
C02D4.10,0,1,0,0,1,0
C30H6.19,0,0,0,0,0,0
Y71D11A.8,0,0,0,0,0,0
D1046.12,0,0,0,0,0,0
F13H8.14,0,0,0,0,0,0
C53C7.7,0,2,0,0,0,0
F46G11.14,0,0,0,0,0,0
T26H10.6,0,0,0,0,0,0
K04H4.14,0,0,0,0,0,0
C44H4.11,2,0,0,0,2,1
C08D8.4,0,0,0,0,0,0
F28B4.7,0,1,1,1,1,0
ZK1025.15,0,0,0,0,0,0
T10D4.18,0,0,1,0,0,0
E02A10.8,0,0,0,0,0,0
VC5.11,0,0,0,1,0,0
K06A4.12,0,0,0,1,1,0
T24C2.8,0,0,0,0,0,0
Y39A1A.29,0,0,0,0,0,0
F11D5.19,0,0,0,0,0,0
C05B5.15,0,1,4,2,0,0
F25D7.7,0,0,0,0,0,1
K06A5.9,0,0,0,0,0,0
F09C11.2,0,0,0,0,0,0
C14F11.21,0,0,0,0,0,0
F11D5.20,0,0,0,0,0,0
T01B4.6,1,0,0,0,0,0
W01A11.12,0,0,0,0,0,0
F54B11.13,0,0,0,0,0,0
C05C9.10,0,1,0,0,0,0
C37A5.12,0,1,0,0,1,0
Y71F9AL.19,0,0,0,0,1,0
DL2.1,0,0,0,0,0,0
C18E9.14,0,0,0,0,0,0
T11F9.26,0,0,0,0,0,0
C04G6.14,0,0,0,0,1,0
F18A1.10,0,0,1,0,0,0
F42A9.13,0,0,0,0,0,0
F15B9.13,0,0,0,0,0,0
F31D4.10,0,0,0,0,0,0
Y51A2B.13,0,0,0,0,0,0
D1081.15,0,0,0,0,0,0
T05A10.8,1,0,2,0,1,2
F45H7.11,0,0,0,0,0,0
W07E11.5,0,0,0,0,0,0
C45E1.9,1,1,0,0,1,0
K03B8.21,0,0,0,0,0,0
ZK973.19,0,0,0,0,0,0
R10E12.6,0,0,0,0,0,1
T08G2.7,0,0,0,0,0,0
C43C3.10,0,0,0,0,0,0
B0393.16,0,0,0,0,0,0
T07H6.8,0,0,0,0,0,0
C14F11.22,0,0,0,0,0,0
F52B10.17,2,0,0,0,1,0
ZK1321.5,0,0,0,0,0,0
F53A3.8,0,0,0,0,1,1
F43E12.4,0,0,0,0,0,0
H19M22.8,0,1,0,1,1,0
K08B12.10,0,2,1,0,1,0
R173.9,0,0,0,0,0,0
C34H3.16,0,0,0,0,0,1
Y51H7C.26,0,0,0,0,0,0
C44E12.6,0,0,0,0,0,0
ZC504.14,1,0,0,0,0,0
F17C8.11,0,0,1,0,2,0
T05A6.14,0,1,0,0,2,0
T25B6.9,0,0,0,0,0,0
W05B10.8,0,0,0,0,0,0
Y55D5A.10,0,0,0,0,0,0
ZK381.49,0,0,0,0,0,0
F31F6.12,0,0,2,0,0,0
K02B2.35,0,0,0,0,0,0
F54E4.12,0,0,0,0,0,0
ZK973.20,0,0,0,0,0,0
H30A04.8,0,0,1,0,0,0
F47B7.13,0,1,3,0,0,2
T27E4.19,1,0,1,0,0,0
F57B7.10,0,0,0,0,0,0
F49E7.4,0,0,0,0,0,0
C36F7.18,0,0,0,0,0,0
F46F2.10,0,0,0,0,0,0
F16F9.13,0,0,0,0,0,0
D1046.13,2,0,0,0,0,0
R07D5.6,0,0,0,0,0,0
T10H10.5,0,0,0,0,0,0
H36N01.2,0,0,0,0,0,0
Y52B11A.17,0,0,0,0,0,0
W06B11.9,0,0,1,0,0,1
H01G02.12,0,0,0,0,0,0
H36L18.3,0,0,0,0,0,0
C24A3.13,0,0,0,0,0,0
F53A9.13,0,1,0,0,1,1
W10C4.2,0,0,0,0,0,0
C56C10.14,0,0,0,0,0,0
C05B10.15,0,0,0,0,1,0
Y102A11A.11,0,0,0,0,0,0
F43G6.15,1,0,0,0,0,0
C42D8.16,0,0,0,0,0,0
F13H6.21,0,0,0,0,0,0
K03H9.10,4,1,3,1,3,2
F41G4.10,0,0,0,0,0,0
C25A8.9,0,0,0,0,0,0
R12B2.10,0,1,0,0,0,0
Y54G2A.64,0,0,0,0,0,0
AC3.15,0,0,0,0,0,0
C45B11.10,0,1,1,0,1,0
R13.8,0,0,0,1,0,0
F54D8.8,3,3,7,0,2,4
Y73B3A.26,0,0,0,0,0,0
K07A1.19,0,0,0,0,0,0
C45G7.9,0,0,0,1,0,0
Y56A3A.38,0,0,0,0,0,0
F32A11.9,0,2,0,0,0,0
H32C10.96,0,0,0,0,0,0
K09E9.10,0,1,1,0,0,0
W05H5.9,0,0,0,0,0,0
Y73B6BL.279,2,3,1,1,1,0
C47E12.18,0,0,0,0,0,0
Y57E12B.6,0,0,0,0,0,0
ZK377.9,0,0,0,1,0,0
R02D5.15,0,0,0,0,1,0
Y48A6B.17,0,0,1,0,0,0
C41G11.14,1,0,0,1,1,0
F02G3.5,0,0,0,0,0,1
T19C4.22,0,0,0,0,1,0
F45D3.9,0,0,0,0,0,0
T10E9.12,0,0,0,0,0,0
Y40C5A.19,0,0,0,0,0,0
Y38H6A.9,0,0,0,0,0,1
T21G5.8,0,1,0,0,0,0
K02A4.8,0,0,0,0,0,0
R11.7,0,0,0,0,0,0
F54F7.12,0,0,0,0,0,0
C07G1.12,0,0,0,0,0,0
C39E9.18,0,0,0,0,0,1
R01E6.15,0,0,0,0,0,0
F58H1.21,0,0,0,0,0,0
C05D12.10,0,0,0,0,0,0
C09G5.10,0,0,0,0,0,0
K05B2.7,0,0,0,0,0,0
ZK816.8,0,0,0,0,0,0
B0457.13,0,0,0,0,0,0
C04F6.8,1,1,0,0,0,0
R02D5.16,0,0,0,0,1,0
T04C12.23,0,1,0,0,0,0
PDB1.2,0,0,0,0,0,0
Y23B4A.5,0,0,0,1,0,0
R13H8.3,0,0,0,0,0,0
F47D12.10,1,3,1,0,1,0
R02D5.17,0,0,0,0,0,0
B0034.12,0,0,0,1,1,2
ZK550.42,0,0,0,0,0,0
C08D8.5,0,0,0,0,0,0
M153.8,0,0,0,0,0,0
F45H7.12,0,0,0,0,0,0
T01C8.9,0,0,0,0,0,0
T13H2.8,0,4,1,0,0,1
R10E12.7,0,0,0,0,0,0
F11D5.21,0,0,0,0,0,0
F31B9.5,0,0,0,0,0,0
K12D12.9,2,3,0,2,5,1
T23F2.9,0,0,3,0,1,1
F45H11.10,0,1,0,0,0,0
T27E4.20,0,0,0,0,0,0
F33C8.7,0,0,0,0,0,0
C41C4.14,1,0,1,0,0,0
F42D1.10,0,0,0,0,0,0
F26A10.19,0,0,0,0,0,0
C41G7.13,0,0,0,0,0,0
Y43F8C.27,0,0,0,0,0,0
C50E10.12,0,0,0,0,0,0
F22B3.15,1,1,1,0,0,0
F42E11.6,0,0,0,0,0,0
E02C12.16,0,0,0,0,0,0
F45B8.15,0,0,0,0,0,0
F16A11.7,0,0,0,0,0,0
F47B7.14,0,0,0,0,0,0
C02B4.10,2,0,0,0,0,0
C40H5.14,1,0,0,0,0,0
F13D11.15,0,0,0,0,0,1
EGAP3.3,0,0,0,0,0,0
C26G2.6,0,0,0,0,0,0
C05B10.16,0,0,0,0,0,0
C31H1.97,0,0,0,0,0,0
F56E3.17,0,0,0,0,0,0
R04F11.21,0,0,0,0,1,0
Y39G8C.9,1,1,0,0,1,0
F46H6.10,0,0,0,0,0,0
F35E8.19,0,0,0,0,0,0
F44E5.10,0,0,0,0,1,0
B0310.7,0,0,0,0,0,0
F29D10.7,0,0,0,1,0,0
ZK945.13,0,0,0,0,0,0
F17H10.7,0,0,1,0,0,0
C17G1.11,2,1,0,0,2,1
T06F4.12,0,0,0,0,0,0
Y69H2.20,0,0,0,0,0,0
Y38F1A.12,0,0,0,0,0,0
H14E04.8,1,1,1,0,0,0
F25B4.14,1,2,1,0,1,0
T03F7.14,1,2,1,0,0,0
C23H3.11,2,1,0,0,1,1
F14F3.12,0,1,0,0,0,0
C07A12.13,0,0,0,0,0,1
C56A3.13,0,0,0,0,0,0
Y66A7AL.7,0,2,0,0,1,0
F09E5.20,0,0,0,0,0,0
Y51A2D.34,1,0,0,0,0,0
B0454.19,0,0,0,0,0,0
F35D2.12,0,0,0,0,0,0
F45G2.11,0,0,0,0,0,0
F11D5.22,0,0,0,0,0,0
K01A6.15,0,0,0,0,0,0
F41E7.15,0,0,0,1,1,0
F52E4.13,0,0,0,0,0,0
C14F11.23,0,0,0,0,0,0
R13A1.15,0,0,0,0,0,0
F47F6.11,0,0,0,0,0,0
B0563.15,0,0,0,0,1,0
B0273.111,1,0,1,0,0,0
C32C4.15,0,0,0,0,0,0
B0310.8,0,0,0,0,0,0
F56F10.8,0,0,0,0,0,0
K11D2.6,1,0,1,0,0,0
R90.10,0,0,0,0,0,0
T27B1.5,0,0,0,0,0,0
M110.12,0,0,0,0,0,0
ZC190.14,0,0,0,0,0,0
F26A10.20,0,0,0,0,1,0
C48E7.14,0,0,0,0,0,0
F25F2.4,0,1,0,0,0,0
B0336.16,0,0,0,1,0,0
F14H12.13,0,0,0,0,0,0
ZK1098.13,1,0,2,2,0,1
T06H11.16,0,0,0,0,1,0
C24B9.17,0,0,0,0,0,0
T21E12.8,0,0,0,0,0,0
T06G6.15,0,0,1,0,1,0
C33F10.21,0,0,0,0,0,0
C14F11.24,0,0,1,0,0,0
Y95B8A.14,0,0,0,0,0,0
Y4C6B.98,0,0,0,0,0,0
F02D10.14,0,0,0,0,0,0
F48E3.13,0,0,0,0,0,0
C07H6.16,0,0,0,0,0,0
Y40B1A.5,0,2,0,1,0,0
W10C8.13,0,0,1,1,0,2
T05B4.18,0,0,0,0,0,0
C48D5.7,0,0,1,0,0,0
F21C10.16,0,0,0,0,0,0
F13H6.22,0,0,0,0,0,0
Y73A3A.2,0,0,0,0,2,0
ZK617.17,0,0,0,0,0,0
R11B5.8,0,0,0,0,0,0
C34H3.17,0,0,0,0,0,0
D1022.15,0,0,0,0,1,1
Y38F2AR.18,0,0,0,0,0,0
K01A6.16,1,1,1,0,1,2
F38B6.13,2,0,0,1,0,0
F52F10.9,0,0,0,0,0,0
C31G12.11,0,0,0,0,1,0
R06C1.10,0,0,0,0,0,0
K11E4.10,0,0,0,0,0,0
C17H12.34,0,0,0,0,0,0
ZK669.8,0,0,0,0,0,0
F46A8.12,0,1,0,1,0,0
C08G9.6,0,0,0,0,0,0
W04G3.14,0,0,1,0,0,0
B0286.8,0,1,0,1,1,0
F38E9.8,0,0,1,0,0,0
B0350.73,0,0,0,1,0,0
Y69H2.21,0,0,0,0,0,0
K06C4.21,0,0,0,0,1,0
Y48B6A.20,0,0,0,0,0,0
F57G12.10,1,7,0,0,1,2
F28E10.13,0,0,0,2,0,0
F08B12.10,0,0,0,0,0,1
C04A11.8,0,0,0,0,0,0
F01E11.10,0,0,0,0,0,0
C34F11.14,0,0,0,0,0,0
T19F4.6,0,0,0,0,0,0
Y105C5A.1277,0,0,0,0,0,0
C01B7.13,0,0,0,0,0,0
F26F12.18,0,1,0,0,0,0
C03A7.15,0,0,0,0,0,0
F13H6.23,0,0,0,0,0,0
R13F6.14,0,0,0,0,0,1
F29F11.13,0,1,2,0,1,1
C31G12.12,0,1,0,0,0,0
C13B9.5,0,0,0,0,0,0
ZK1290.20,0,0,0,0,0,0
B0495.20,0,0,0,0,0,0
F48A9.5,0,0,0,0,0,0
T22B7.14,0,1,0,0,0,0
T23F2.10,0,0,0,0,0,0
F42D1.11,0,0,0,0,0,0
F58D5.10,0,0,0,0,0,0
T01B4.7,0,0,0,0,0,0
M05B5.8,0,0,0,0,0,1
ZK970.10,0,0,0,0,0,0
C17G10.11,0,0,0,0,0,0
C18C4.15,0,0,0,0,0,0
F45E6.7,0,3,0,2,1,0
ZK836.12,1,0,0,0,0,0
ZK112.14,1,0,0,0,1,0
C34B4.14,0,0,0,0,0,0
T26H10.7,0,0,0,0,0,0
C01F6.13,2,0,0,0,0,5
H01G02.13,0,0,0,0,0,0
T19F4.7,0,5,2,0,1,1
F57B7.11,0,0,0,0,0,0
C54D2.12,0,0,0,0,0,0
Y41C4A.27,0,0,0,0,0,0
C05D9.11,0,0,0,0,0,0
M117.11,0,0,0,0,0,0
Y48G8AR.5,0,0,0,0,0,0
K08E4.11,0,0,0,0,0,0
W06H8.13,0,0,0,0,0,0
C06G1.14,0,0,0,0,1,0
M70.9,0,0,0,0,0,0
F35C11.11,0,0,0,0,0,0
Y69A2AR.41,0,0,0,0,0,0
C07A9.15,0,0,0,0,1,0
ZK836.13,0,0,0,0,0,0
C25A1.18,0,0,0,0,0,0
C06A6.11,1,1,0,1,1,0
R155.7,0,0,0,0,0,0
K07E12.4,0,0,0,0,0,0
F58G11.10,0,0,0,0,0,0
F09F9.12,0,0,0,0,0,1
Y102A11A.12,0,0,0,0,0,0
K10D6.16,0,0,0,0,0,0
C09B9.81,0,0,0,0,0,0
Y49G5B.4,0,0,1,1,0,0
Y106G6C.1,0,0,0,0,0,0
F36D1.17,0,0,0,0,0,0
R173.10,0,0,0,0,0,0
F09C3.8,0,0,0,0,0,0
ZK381.50,0,1,0,0,0,0
K01A11.7,0,0,0,0,0,0
Y54E5B.6,0,0,0,0,0,0
T24H7.7,0,0,0,0,0,0
R08D7.8,0,1,0,0,1,0
C07H6.17,1,1,1,1,2,0
F56B6.7,0,0,0,0,0,0
F28D1.20,0,0,0,0,0,0
C02C6.8,0,0,0,0,0,0
