wormbase_gene,Nr35.counts,Nr36.counts,Nr37.counts,Nr38.counts
WBGene00012632,63,46,51,50
WBGene00012633,29,31,30,57
WBGene00012634,87,78,50,91
WBGene00012617,0,0,0,0
WBGene00012621,1,2,0,0
WBGene00012622,13,6,12,13
WBGene00012635,109,115,87,107
WBGene00012636,0,0,2,0
WBGene00012637,4,7,2,6
WBGene00012638,0,1,2,1
WBGene00012640,106,127,102,122
WBGene00012649,1,2,1,0
WBGene00012652,1147,1056,1101,1226
WBGene00012654,44,59,48,53
WBGene00012655,13,12,14,16
WBGene00012656,2,1,3,2
WBGene00012642,2,2,4,3
WBGene00012657,75,99,110,124
WBGene00012658,2852,2753,2862,3127
WBGene00012659,2135,2073,2169,2263
WBGene00012660,480,514,497,564
WBGene00012643,937,906,928,997
WBGene00012648,166,136,149,124
WBGene00012662,88,63,77,88
WBGene00021433,1,0,1,2
WBGene00021434,10,13,11,7
WBGene00021435,15,17,18,21
WBGene00021436,3,4,8,5
WBGene00021438,7,5,7,7
WBGene00021440,2205,2259,2410,2384
WBGene00021441,92,102,54,214
WBGene00021442,3394,3692,3422,4113
WBGene00021443,10624,10720,10588,11665
WBGene00021447,0,3,1,2
WBGene00012664,30270,31617,30938,40055
WBGene00012672,1327,1268,1265,1482
WBGene00012675,710,743,682,823
WBGene00012679,3,5,0,2
WBGene00012684,0,2,1,0
WBGene00012686,154,149,143,144
WBGene00012688,12,6,6,9
WBGene00012666,1087,1033,927,1198
WBGene00012689,0,4,5,4
WBGene00012692,2384,2276,1867,2376
WBGene00012693,239,287,276,375
WBGene00012695,1558,1446,1491,1587
WBGene00012699,74,63,69,77
WBGene00012700,693,772,756,924
WBGene00012701,2016,1922,1757,2195
WBGene00012668,102,122,103,127
WBGene00012669,47,30,46,40
WBGene00012670,54,35,52,35
WBGene00012671,9,8,4,5
WBGene00012710,110,74,86,92
WBGene00021448,353,356,433,438
WBGene00012711,0,0,0,1
WBGene00012719,1183,1167,1027,1195
WBGene00012720,5,6,9,5
WBGene00012721,20,28,34,22
WBGene00012716,3159,3066,3181,3614
WBGene00012717,846,730,734,775
WBGene00021452,17,11,19,33
WBGene00021453,0,0,0,0
WBGene00021454,1,0,1,0
WBGene00021457,2,3,0,2
WBGene00021458,381,374,370,491
WBGene00021469,5958,5351,4860,5570
WBGene00021471,390,464,334,420
WBGene00021472,2,4,2,5
WBGene00021467,2954,2913,2904,3188
WBGene00012722,2851,2925,3203,3245
WBGene00012729,1,4,3,1
WBGene00012723,368,333,392,400
WBGene00012726,11,12,8,13
WBGene00012727,2,3,1,1
WBGene00012728,23,12,23,6
WBGene00012731,0,1,1,3
WBGene00021478,2,2,3,2
WBGene00021482,1388,1300,1365,1373
WBGene00044527,246,224,184,233
WBGene00021483,3,6,1,9
WBGene00021484,14,11,6,10
WBGene00021485,165,167,184,196
WBGene00021489,0,2,0,0
WBGene00021490,0,1,1,0
WBGene00021493,335,277,250,284
WBGene00021494,0,2,3,1
WBGene00012732,31,29,30,38
WBGene00012733,90,104,110,110
WBGene00012734,797,768,685,811
WBGene00199416,229,235,201,273
WBGene00012739,959,805,610,1083
WBGene00021496,28,28,25,30
WBGene00021497,397,360,317,314
WBGene00021500,9,12,8,3
WBGene00021502,1669,1728,1354,1793
WBGene00012741,2,3,0,0
WBGene00012747,1283,1162,1049,1192
WBGene00012748,10,7,13,7
WBGene00012742,2,1,3,0
WBGene00012743,3,1,4,0
WBGene00012744,15,19,19,15
WBGene00012746,0,1,0,2
WBGene00012749,2,1,0,1
WBGene00012757,92,59,90,101
WBGene00012758,262,178,216,210
WBGene00012760,3,2,0,5
WBGene00012761,0,0,0,1
WBGene00012753,14,19,14,23
WBGene00012754,1,1,1,0
WBGene00012755,164,151,190,178
WBGene00012756,1401,1328,1297,1409
WBGene00021504,2,5,7,2
WBGene00021505,83,74,67,68
WBGene00021506,5524,5697,5728,6197
WBGene00021507,4025,4101,3768,4095
WBGene00021508,1001,1005,1035,1053
WBGene00021509,42,37,51,39
WBGene00021511,10,10,19,15
WBGene00021514,1731,1698,1312,1783
WBGene00021516,105,70,74,91
WBGene00021517,6,14,4,9
WBGene00021519,91,73,70,81
WBGene00021520,22,15,22,22
WBGene00021524,10,9,3,8
WBGene00021525,345,318,259,350
WBGene00021512,2268,2286,2377,2513
WBGene00021513,418,412,427,486
WBGene00012762,5582,5296,4931,5558
WBGene00012771,1,0,0,0
WBGene00044003,3,0,2,0
WBGene00044979,1,0,6,6
WBGene00045146,32,23,21,24
WBGene00012764,10,2,3,3
WBGene00012765,10420,10461,9832,11261
WBGene00012766,340,361,329,390
WBGene00044901,162,146,163,148
WBGene00021526,17,12,9,17
WBGene00021529,235,227,214,212
WBGene00021530,19,11,7,20
WBGene00012776,259,204,227,249
WBGene00012778,11,10,5,12
WBGene00012780,25,25,14,39
WBGene00021531,155,139,120,136
WBGene00021532,66,72,49,71
WBGene00021533,502,457,507,588
WBGene00021536,3144,3112,2771,3418
WBGene00021537,11,11,3,14
WBGene00021539,3098,2822,2421,2972
WBGene00021540,43,41,49,55
WBGene00021541,2607,2444,2352,2641
WBGene00021542,284,230,218,234
WBGene00021543,453,431,492,471
WBGene00021544,220,183,178,239
WBGene00012782,3474,2909,2985,3318
WBGene00012783,298,262,249,314
WBGene00012784,15,16,12,14
WBGene00044922,55,74,46,89
WBGene00012785,4,0,2,1
WBGene00012786,30,27,13,30
WBGene00012787,3,1,2,1
WBGene00012788,5,6,0,2
WBGene00012789,16,19,8,9
WBGene00012790,0,0,0,0
WBGene00012791,25,15,25,14
WBGene00012792,23,15,14,24
WBGene00012794,412,383,353,361
WBGene00012795,281,320,262,316
WBGene00012841,0,0,0,0
WBGene00012844,0,0,0,0
WBGene00012796,600,437,416,535
WBGene00012799,1,1,0,1
WBGene00012807,741,780,702,865
WBGene00012803,8956,8397,8771,9409
WBGene00012804,1526,1504,1446,1614
WBGene00012806,250,202,250,266
WBGene00012808,4,0,3,5
WBGene00012809,3,2,0,1
WBGene00012811,71,56,81,74
WBGene00012812,2136,1984,2240,2159
WBGene00012820,0,1,0,1
WBGene00012821,28,34,35,20
WBGene00012822,1,1,0,1
WBGene00012823,24,12,28,30
WBGene00012824,12,16,17,8
WBGene00045415,0,1,0,3
WBGene00050911,4,12,8,13
WBGene00077688,0,0,0,0
WBGene00012813,4677,4153,4644,5097
WBGene00086559,2,2,5,6
WBGene00012814,771,656,829,734
WBGene00012817,17,14,20,17
WBGene00012819,36,36,39,39
WBGene00012833,5,4,7,5
WBGene00012834,724,708,736,785
WBGene00012836,0,0,0,0
WBGene00012837,2,1,0,0
WBGene00012838,1,4,1,3
WBGene00012839,5,3,2,4
WBGene00045344,0,0,1,0
WBGene00012825,1039,934,888,862
WBGene00012827,3,0,0,4
WBGene00012828,618,611,624,663
WBGene00012829,1325,1268,1403,1456
WBGene00012831,17,6,6,7
WBGene00021545,3314,3132,2710,3259
WBGene00012848,5,7,7,1
WBGene00012850,445,406,421,454
WBGene00012851,289,316,284,294
WBGene00012852,0,0,0,0
WBGene00012853,243,212,195,166
WBGene00012854,313,223,284,287
WBGene00012855,3,2,3,2
WBGene00012856,1,0,3,2
WBGene00077681,3,1,1,4
WBGene00021547,275,204,252,258
WBGene00012858,1113,962,746,967
WBGene00012869,972,846,697,881
WBGene00012874,0,0,0,0
WBGene00012875,1441,1157,1178,1103
WBGene00012876,2,6,3,7
WBGene00012871,0,0,0,0
WBGene00012872,0,0,0,0
WBGene00012873,0,0,0,0
WBGene00012877,1,1,5,2
WBGene00012878,504,512,506,514
WBGene00012880,943,839,704,976
WBGene00044256,21,19,16,20
WBGene00012892,5,8,11,6
WBGene00012893,0,2,2,3
WBGene00044257,2,0,4,0
WBGene00012883,47,27,54,19
WBGene00012885,1149,1113,1158,1268
WBGene00012886,33,26,22,34
WBGene00012887,2642,2604,2194,2581
WBGene00012859,94,64,64,94
WBGene00012861,296,254,267,247
WBGene00012862,0,0,0,0
WBGene00012863,57,38,58,36
WBGene00012864,471,477,487,500
WBGene00021563,1504,1576,1881,1591
WBGene00021564,894,867,928,900
WBGene00021565,32,35,39,39
WBGene00021573,0,0,0,0
WBGene00021574,0,0,0,0
WBGene00044131,0,0,0,0
WBGene00021566,0,0,0,0
WBGene00021567,0,0,0,0
WBGene00021569,0,0,0,0
WBGene00021554,4432,4799,4743,5183
WBGene00021555,2652,2639,2511,2823
WBGene00021556,200,195,173,197
WBGene00043666,2,3,2,3
WBGene00021557,169,162,144,195
WBGene00021558,371,305,333,323
WBGene00021559,3188,2956,2436,3064
WBGene00021561,12833,11940,11597,12496
WBGene00021578,5,1,4,1
WBGene00021589,48,35,51,45
WBGene00021590,109,97,92,118
WBGene00021591,2,1,0,0
WBGene00021592,0,0,2,2
WBGene00021593,16,10,15,15
WBGene00021595,2906,2870,2710,3179
WBGene00021598,15,12,19,12
WBGene00012905,1,1,5,0
WBGene00012906,102,111,103,98
WBGene00012908,3222,3256,3376,3511
WBGene00012910,52,59,51,70
WBGene00012912,2,8,6,16
WBGene00012913,1,2,0,0
WBGene00012916,266,274,196,266
WBGene00012917,28,29,33,27
WBGene00012919,34,31,39,48
WBGene00044164,11,5,11,10
WBGene00012899,243,222,207,261
WBGene00012900,95,109,106,128
WBGene00021600,3,9,10,7
WBGene00021601,0,0,1,1
WBGene00021604,155,163,170,192
WBGene00021605,599,529,358,590
WBGene00021606,32,35,29,30
WBGene00021607,150,147,108,156
WBGene00021608,0,1,0,0
WBGene00021612,0,0,1,0
WBGene00021614,510,389,343,410
WBGene00021615,0,0,0,0
WBGene00012922,272,247,228,256
WBGene00012926,5,5,5,6
WBGene00012927,577,581,527,619
WBGene00012931,59,78,74,113
WBGene00012932,1124,1114,1122,1236
WBGene00012937,9,11,10,5
WBGene00012938,40,33,24,34
WBGene00012924,9,2,6,6
WBGene00012940,73,51,47,45
WBGene00012941,190,163,157,167
WBGene00012942,207,159,231,131
WBGene00021623,0,0,0,0
WBGene00021624,8,6,2,5
WBGene00021625,1074,731,990,605
WBGene00021627,4,1,1,2
WBGene00021616,0,0,0,0
WBGene00021617,0,1,0,0
WBGene00021619,0,0,0,0
WBGene00021620,0,0,0,0
WBGene00021621,0,0,0,0
WBGene00021628,5773,5276,5466,5936
WBGene00021630,0,1,1,0
WBGene00021631,0,0,0,0
WBGene00021632,0,1,0,0
WBGene00021639,34,24,30,29
WBGene00021640,1475,1380,1342,1504
WBGene00021641,23,9,25,10
WBGene00021644,2477,2289,2169,2296
WBGene00021646,502,487,500,521
WBGene00021647,903,924,920,952
WBGene00021649,1565,1411,1315,1537
WBGene00021650,1,2,1,2
WBGene00021633,9,11,11,17
WBGene00021653,2,5,1,1
WBGene00044436,142,138,140,131
WBGene00044437,58,47,46,37
WBGene00045399,786,795,724,869
WBGene00021635,964,962,1024,962
WBGene00021637,1866,1600,1626,1836
WBGene00021638,621,595,514,670
WBGene00021654,96,74,104,90
WBGene00012958,108,99,66,82
WBGene00012959,11,10,7,11
WBGene00012960,122,111,70,116
WBGene00012961,60,65,54,66
WBGene00012945,0,0,0,0
WBGene00012946,6,16,14,14
WBGene00012947,117,78,87,102
WBGene00012955,0,3,2,2
WBGene00012951,1079,1148,1085,1191
WBGene00012952,4,9,13,6
WBGene00021655,1343,1207,1171,1386
WBGene00044466,157,154,164,210
WBGene00012964,1915,2158,1979,2394
WBGene00012968,227,238,203,220
WBGene00012969,6,11,4,12
WBGene00012970,265,220,213,235
WBGene00012974,73,71,90,88
WBGene00012977,1051,1013,947,1231
WBGene00012978,3701,3649,3559,3881
WBGene00012981,197,194,165,239
WBGene00012984,1617,1590,1553,1655
WBGene00012979,6,4,2,7
WBGene00012985,1,0,0,2
WBGene00012994,3308,3419,3381,3554
WBGene00012995,2719,2742,2754,2966
WBGene00012997,433,505,512,569
WBGene00012998,1381,1247,1234,1443
WBGene00012987,267,245,251,273
WBGene00012989,3440,3250,3105,3260
WBGene00021656,12,14,8,9
WBGene00013001,3541,3595,3514,3723
WBGene00013002,1323,1381,1411,1429
WBGene00013007,429,419,376,347
WBGene00013014,3018,2957,2759,3146
WBGene00013015,916,873,862,931
WBGene00013017,1266,1153,1202,1448
WBGene00013018,1703,1796,1687,1791
WBGene00013019,1580,1515,1401,1629
WBGene00013020,1712,1611,1751,1972
WBGene00013021,2112,2075,2113,2245
WBGene00013023,30,23,14,21
WBGene00021657,696,637,606,685
WBGene00021658,1684,1675,1779,2053
WBGene00021664,44,62,38,58
WBGene00021666,16,10,13,11
WBGene00021671,13,15,9,19
WBGene00021672,1,1,0,2
WBGene00021673,143,144,160,204
WBGene00021675,244,259,231,224
WBGene00021683,551,523,497,571
WBGene00044345,715,682,662,834
WBGene00021678,14,6,8,20
WBGene00021679,132,109,109,133
WBGene00021681,4555,4871,4592,4831
WBGene00021682,470,481,393,535
WBGene00021689,1699,1670,1729,1878
WBGene00021690,2,4,1,0
WBGene00021691,2051,2083,2058,2529
WBGene00021692,123,134,135,175
WBGene00021686,3491,3501,3295,3706
WBGene00021687,378,426,352,445
WBGene00021693,18,19,20,20
WBGene00021694,0,0,1,0
WBGene00021704,365,364,354,375
WBGene00021705,0,1,1,0
WBGene00021700,5,2,3,1
WBGene00021701,2,4,2,3
WBGene00021702,811,718,745,776
WBGene00044949,545,452,351,478
WBGene00013026,978,890,725,960
WBGene00013027,29,20,23,15
WBGene00013033,37,32,36,39
WBGene00013035,1153,1062,1138,1296
WBGene00013037,613,512,535,518
WBGene00013040,1049,947,812,958
WBGene00013044,0,0,1,0
WBGene00013045,0,0,0,0
WBGene00045239,138,150,132,146
WBGene00021713,38,46,27,40
WBGene00044376,2,2,3,3
WBGene00044377,1,1,1,0
WBGene00044378,0,0,0,0
WBGene00021715,555,579,516,648
WBGene00021718,0,0,0,0
WBGene00021720,5,5,5,2
WBGene00021721,1929,2057,2052,2221
WBGene00021724,9,11,4,5
WBGene00021728,56,49,50,68
WBGene00021729,3,0,0,0
WBGene00021730,314,309,328,407
WBGene00021731,32,23,25,46
WBGene00021732,1051,1008,1014,1120
WBGene00021151,1,0,1,2
WBGene00021153,1220,1203,1116,1320
WBGene00021154,0,0,1,1
WBGene00021155,3342,3253,2793,3628
WBGene00021156,71,38,61,74
WBGene00021157,123,132,114,133
WBGene00021158,145,100,94,104
WBGene00021159,543,532,517,588
WBGene00021161,325,295,316,340
WBGene00021734,43,29,41,36
WBGene00021735,5708,5168,4828,5572
WBGene00021737,0,0,2,1
WBGene00021738,1121,1121,1192,1218
WBGene00021739,86,92,98,121
WBGene00021740,10,11,7,14
WBGene00021741,15,17,25,23
WBGene00021743,732,610,596,712
WBGene00021745,25,21,20,27
WBGene00021746,0,3,3,0
WBGene00021747,114,115,117,156
WBGene00021748,1350,1435,1309,1447
WBGene00021749,2038,2092,2123,2201
WBGene00021750,301,309,353,328
WBGene00021751,4562,4194,4356,4376
WBGene00021758,419,423,360,434
WBGene00021753,3011,2895,2765,3265
WBGene00021756,1589,1651,1541,1830
WBGene00013046,15,13,19,17
WBGene00013053,4,1,2,1
WBGene00013054,7,6,9,7
WBGene00013055,8,12,3,17
WBGene00013047,1,0,0,0
WBGene00013048,141,108,112,129
WBGene00013049,2,0,1,0
WBGene00077445,0,0,1,0
WBGene00013060,1,1,2,0
WBGene00013061,0,1,2,4
WBGene00013062,0,3,3,5
WBGene00013066,0,0,0,0
WBGene00013068,0,0,0,0
WBGene00013069,1,0,0,0
WBGene00013070,1,0,1,1
WBGene00013071,2,0,0,0
WBGene00050907,2,1,0,0
WBGene00013072,0,0,0,0
WBGene00013080,1289,1344,1343,1394
WBGene00013081,127,113,74,320
WBGene00013083,424,409,416,411
WBGene00044210,57,37,36,43
WBGene00013075,2910,2678,3046,3081
WBGene00013076,2,16,5,4
WBGene00013087,0,1,0,0
WBGene00013088,24,14,9,16
WBGene00013089,0,0,0,0
WBGene00013090,3,1,2,2
WBGene00013091,65,50,44,55
WBGene00044438,483,439,384,397
WBGene00021763,8690,8937,8374,9403
WBGene00021764,1827,1925,1851,1966
WBGene00021765,3632,3413,3159,3631
WBGene00021768,4064,3908,3727,4536
WBGene00013094,3677,4111,4113,4174
WBGene00013098,81,65,71,72
WBGene00013107,9,10,5,11
WBGene00013109,1491,1443,1442,1648
WBGene00013116,1,1,0,1
WBGene00013117,0,0,0,0
WBGene00013119,341,297,308,360
WBGene00013101,71,66,89,92
WBGene00013102,0,0,0,0
WBGene00013103,1515,1329,1239,1412
WBGene00013104,86,67,120,79
WBGene00021776,14,7,8,5
WBGene00021778,2,5,2,2
WBGene00044645,0,0,2,0
WBGene00021779,672,768,708,818
WBGene00021788,58,62,58,52
WBGene00021790,92,86,85,99
WBGene00021791,26,29,22,28
WBGene00044439,0,0,0,0
WBGene00021781,1114,1135,1148,1348
WBGene00021785,674,698,684,824
WBGene00021786,3,1,0,2
WBGene00021787,6,6,4,2
WBGene00013129,1559,1446,1175,1468
WBGene00013123,3588,3486,3140,3536
WBGene00013124,406,334,352,315
WBGene00013127,1980,2124,2032,2400
WBGene00013130,0,1,2,1
WBGene00021792,2,0,1,0
WBGene00021793,0,0,2,3
WBGene00021794,3,5,2,4
WBGene00021795,743,624,614,801
WBGene00021796,41,51,34,46
WBGene00013138,7,8,3,8
WBGene00044805,1,0,0,0
WBGene00013136,866,832,860,877
WBGene00013137,3936,3900,3554,3842
WBGene00013139,2164,2116,1972,2196
WBGene00013141,107,120,104,123
WBGene00013142,3,2,2,4
WBGene00044158,2,5,0,0
WBGene00013143,2421,2114,1896,2143
WBGene00013146,33,13,16,24
WBGene00013148,2,0,1,4
WBGene00013149,82,63,54,71
WBGene00013157,5,7,3,7
WBGene00013158,6,3,3,2
WBGene00013159,44,29,33,27
WBGene00013160,4285,4137,3695,4496
WBGene00013161,265,228,175,339
WBGene00013162,5,5,4,3
WBGene00013163,1,4,6,3
WBGene00013164,2491,2393,2468,2718
WBGene00013165,9,5,1,6
WBGene00013166,188,171,197,214
WBGene00013167,926,885,850,928
WBGene00013169,50,48,37,50
WBGene00013170,63,52,50,72
WBGene00013171,127,95,104,103
WBGene00013173,492,308,409,298
WBGene00013175,3,7,0,3
WBGene00013176,2531,2452,2450,2786
WBGene00013152,2,4,4,7
WBGene00013153,1,4,1,5
WBGene00013156,5100,5277,4948,5732
WBGene00021799,72,48,56,51
WBGene00021800,3862,3756,3732,3999
WBGene00021801,1,0,0,2
WBGene00050917,4,2,1,3
WBGene00021803,1,2,1,0
WBGene00021804,8,7,6,6
WBGene00021805,3,5,1,2
WBGene00021806,11,13,12,8
WBGene00021807,8,5,8,5
WBGene00021808,606,574,592,666
WBGene00021809,4,3,2,4
WBGene00021812,506,441,421,517
WBGene00021813,2072,1951,1957,1922
WBGene00021814,269,274,271,299
WBGene00021815,633,590,538,688
WBGene00021816,3255,3298,3047,3519
WBGene00021817,124,107,116,115
WBGene00021818,476,473,464,473
WBGene00021819,13,4,4,12
WBGene00013178,1184,1167,1088,1228
WBGene00013181,2248,2085,2252,2322
WBGene00013182,0,3,2,6
WBGene00013186,4,3,3,4
WBGene00021821,829,843,757,900
WBGene00021822,0,0,0,0
WBGene00021830,1326,1327,1374,1528
WBGene00021831,4143,3877,3627,4084
WBGene00021832,1667,1589,1327,1713
WBGene00021833,2,1,1,0
WBGene00021835,681,658,621,655
WBGene00021828,2190,2004,2024,2086
WBGene00021837,3,3,4,2
WBGene00021838,219,186,194,224
WBGene00021841,1412,1430,1345,1611
WBGene00021842,2743,2716,2483,2793
WBGene00021843,1659,1651,1445,1795
WBGene00013195,23,23,26,14
WBGene00013189,218,216,243,276
WBGene00013190,5,5,6,2
WBGene00013192,1,5,0,7
WBGene00013193,920,906,817,996
WBGene00013194,0,0,1,0
WBGene00013198,73,79,72,92
WBGene00013200,1243,1253,1110,1401
WBGene00013202,2280,2098,2019,2225
WBGene00013203,517,414,423,493
WBGene00013204,1479,1363,1146,1363
WBGene00021847,2449,2421,2305,2662
WBGene00021853,558,605,554,646
WBGene00021849,2089,2066,2105,2137
WBGene00021850,191,157,145,146
WBGene00021852,1756,1552,1654,1572
WBGene00021854,1499,1389,1405,1458
WBGene00021855,721,774,735,809
WBGene00021866,111,133,111,131
WBGene00021867,107,120,105,110
WBGene00021858,49,57,35,62
WBGene00021861,103,98,64,105
WBGene00021863,687,663,626,727
WBGene00013212,1982,1799,1737,2029
WBGene00013219,1831,1700,1659,1866
WBGene00013221,48,57,46,77
WBGene00013213,1487,1410,1285,1638
WBGene00013214,3265,3363,3184,3513
WBGene00013215,98,80,60,85
WBGene00013216,1100,1055,1055,1195
WBGene00013218,438,441,361,441
WBGene00021875,20,22,30,11
WBGene00021876,1519,1225,1482,1379
WBGene00021877,620,578,396,605
WBGene00021878,3,7,0,5
WBGene00021880,15,17,16,14
WBGene00021881,16,10,21,13
WBGene00021883,2889,2947,3325,3547
WBGene00021884,57,50,61,63
WBGene00021885,86,70,85,113
WBGene00021886,63,58,67,76
WBGene00021889,2,0,0,6
WBGene00021890,7005,6438,6452,7390
WBGene00021891,78,66,88,69
WBGene00021892,279,329,274,346
WBGene00021894,46,37,40,48
WBGene00021898,397,341,393,449
WBGene00023484,240,235,220,218
WBGene00043061,1,0,1,2
WBGene00044495,37,25,33,31
WBGene00044485,26,33,27,36
WBGene00044486,0,1,0,1
WBGene00044487,4,1,0,0
WBGene00044488,521,512,493,502
WBGene00044491,4,5,4,9
WBGene00044492,29,30,19,43
WBGene00044493,303,257,281,258
WBGene00045397,81,61,52,83
WBGene00013208,1540,1643,1662,1681
WBGene00013210,722,814,812,831
WBGene00013211,65,68,61,87
WBGene00021899,3835,3365,2785,3621
WBGene00021900,1385,1370,1212,1456
WBGene00021906,3545,3643,3582,3892
WBGene00021907,2,3,0,3
WBGene00021908,6,7,2,9
WBGene00021909,444,487,476,503
WBGene00021911,14,13,12,6
WBGene00021912,654,595,619,682
WBGene00044401,18,10,15,10
WBGene00021915,630,619,717,758
WBGene00021916,0,3,0,0
WBGene00021917,122,109,118,103
WBGene00021918,16,25,22,14
WBGene00013224,4095,3950,3420,4085
WBGene00021928,242,227,188,218
WBGene00021930,1866,1905,2080,2093
WBGene00021931,22,20,19,16
WBGene00021923,499,445,491,517
WBGene00021926,1623,1482,1346,1489
WBGene00021933,1343,1352,1411,1517
WBGene00021938,3304,3172,3333,3385
WBGene00044742,49,39,52,42
WBGene00044757,30,28,36,38
WBGene00021939,512,466,541,571
WBGene00021943,1053,985,1019,1130
WBGene00044460,12,6,2,5
WBGene00044459,185,158,165,199
WBGene00021953,2,2,1,0
WBGene00013235,2563,2459,2401,2762
WBGene00013236,865,918,876,947
WBGene00013237,1357,1348,1343,1754
WBGene00013225,4019,4022,4124,4104
WBGene00013239,1338,1410,1369,1513
WBGene00013240,1216,1091,941,1062
WBGene00013242,239,227,237,264
WBGene00013243,1340,1232,1238,1341
WBGene00013244,111,147,174,182
WBGene00013227,516,520,574,557
WBGene00013228,3593,2997,2727,3381
WBGene00013246,1020,1035,913,1071
WBGene00013256,5665,5274,4855,5608
WBGene00013257,87,88,78,90
WBGene00013247,327,342,311,374
WBGene00013264,31,28,29,30
WBGene00013266,1598,1657,1548,1735
WBGene00013267,971,844,969,1030
WBGene00013269,537,523,515,578
WBGene00013248,150,135,169,180
WBGene00013270,7029,6833,6819,7827
WBGene00013249,158,117,119,117
WBGene00013250,533,425,358,510
WBGene00013252,226,210,220,212
WBGene00013253,1038,947,857,989
WBGene00013274,7,8,5,4
WBGene00013278,131,149,145,133
WBGene00013279,1,0,0,1
WBGene00013280,82,89,84,85
WBGene00013288,0,2,2,0
WBGene00044047,55,56,43,47
WBGene00013286,1,0,2,0
WBGene00013287,3,3,2,3
WBGene00021956,12564,12033,12022,13484
WBGene00021957,1,0,0,0
WBGene00021958,0,0,0,0
WBGene00021959,2413,2344,2453,2818
WBGene00021960,882,890,969,1229
WBGene00044612,113,92,94,129
WBGene00021961,0,0,0,0
WBGene00021964,1,2,0,1
WBGene00013290,5,6,1,1
WBGene00013292,248,222,208,200
WBGene00013293,1,2,0,2
WBGene00013295,75,49,67,68
WBGene00013296,4,0,1,2
WBGene00013297,3174,3038,2495,3195
WBGene00013298,10,8,7,5
WBGene00013310,31,38,33,22
WBGene00013313,11,14,12,9
WBGene00013315,21,9,7,7
WBGene00013316,0,1,4,0
WBGene00013317,383,289,227,259
WBGene00013318,2,4,0,1
WBGene00013301,4603,4308,4061,4509
WBGene00013321,957,857,822,856
WBGene00013322,79,66,70,81
WBGene00013323,1056,1032,1138,1240
WBGene00013325,864,844,850,984
WBGene00013327,65,39,51,59
WBGene00013328,39,42,36,55
WBGene00013329,21,17,19,20
WBGene00013330,0,1,1,1
WBGene00013331,105,88,113,73
WBGene00013332,1272,1236,1101,1280
WBGene00013333,56,51,47,55
WBGene00013335,32,34,42,42
WBGene00013337,0,0,0,1
WBGene00077762,0,1,2,4
WBGene00013303,24,23,18,28
WBGene00044258,243,271,248,310
WBGene00044741,0,0,0,0
WBGene00045282,0,0,0,0
WBGene00013305,0,0,0,0
WBGene00013306,152,127,134,169
WBGene00013307,19166,18729,16181,20046
WBGene00021965,57,50,51,54
WBGene00021974,6,5,4,8
WBGene00021966,49,53,39,72
WBGene00021967,4,3,2,4
WBGene00021968,1,3,0,3
WBGene00021969,11,14,9,13
WBGene00021971,23,22,14,15
WBGene00021975,158,135,134,146
WBGene00021976,41,26,11,22
WBGene00021977,412,393,339,406
WBGene00021978,41,42,34,32
WBGene00021979,127,103,102,125
WBGene00013349,649,663,625,793
WBGene00013351,0,0,0,0
WBGene00013353,1386,1257,1365,1377
WBGene00013356,4,1,1,1
WBGene00044794,343,318,292,311
WBGene00045459,0,0,0,0
WBGene00013345,879,875,832,911
WBGene00021985,1510,1376,1358,1521
WBGene00021986,1897,1906,1582,2014
WBGene00021990,1,0,0,0
WBGene00043743,0,0,0,0
WBGene00021993,2,1,0,1
WBGene00021994,2507,2390,2027,2636
WBGene00021995,0,0,0,0
WBGene00021996,1,5,1,5
WBGene00044346,0,1,0,0
WBGene00021997,11,23,2,18
WBGene00044498,0,0,0,0
WBGene00021998,0,0,0,0
WBGene00022002,11,23,2,18
WBGene00022003,0,0,0,0
WBGene00022005,0,0,0,0
WBGene00022008,0,0,0,0
WBGene00022011,0,0,0,1
WBGene00022012,280,259,218,293
WBGene00012384,0,0,0,0
WBGene00012385,1959,1707,1483,1787
WBGene00021162,0,0,0,0
WBGene00044521,2,3,4,2
WBGene00021164,9,8,8,8
WBGene00021165,53,64,60,75
WBGene00013364,45,28,36,35
WBGene00013365,2075,2132,2045,2352
WBGene00013366,102,93,113,135
WBGene00013367,0,0,1,0
WBGene00023519,39,33,36,41
WBGene00044211,45,34,35,48
WBGene00013359,345,333,359,378
WBGene00013360,2175,2130,2021,2332
WBGene00013368,0,0,1,2
WBGene00013370,13,21,15,16
WBGene00013371,1,2,1,2
WBGene00022013,5,9,4,5
WBGene00022014,1098,1130,1199,1297
WBGene00022021,4380,3937,3340,4522
WBGene00022022,1039,1079,1132,1117
WBGene00044586,10,8,9,7
WBGene00022015,5761,5439,5014,5670
WBGene00022016,1,1,1,2
WBGene00022018,8,16,15,12
WBGene00013379,6676,6066,5923,6563
WBGene00013385,114,83,87,75
WBGene00013373,1864,1771,1863,2116
WBGene00044745,1078,1023,983,1085
WBGene00013374,1,0,0,0
WBGene00013376,1066,1047,945,1063
WBGene00013388,25,35,21,24
WBGene00077453,501,469,487,583
WBGene00013387,121,97,88,110
WBGene00013389,7,3,2,3
WBGene00013398,1,4,1,2
WBGene00013399,2,4,1,0
WBGene00013400,2,5,3,8
WBGene00013401,18,16,16,17
WBGene00013402,1,1,1,5
WBGene00045252,20,36,28,34
WBGene00013390,0,0,1,0
WBGene00013391,2961,3115,2822,3375
